comment_origin,label
"눈처럼 시립고 차가운 블랙코미디 영화,,,",1
와김유정연기진짜잘해..완전재미잇어!!!역시김유정나오는거면다잼잇드라,1
"이건 정말 잘만든 오락영화, 당시에는 생각하기 어려운 반전결말까지(지금이야 이영화 이후로 많아진 결말이지만) 역시 제임스 카메룬 이란 말 밖에 할 수없겠군...거기에 아놀드 전성기 연기까지 더해져 재미는 보장함",1
마지막엔 결국 눈물이...,1
또 볼 겁니다. 최고였어요.,1
미국영화중 거의 유일하게 테러범의 심리도 잘 표현한 영화,1
아이가 대박좋아함,1
항상 챙겨봐요! 런닝맨 짱!!! 롱런!!!,1
역시 최고의 배우와 감독은 완성도 높은 연출과 연기로 언제나 관객에게 감동을 준다.,1
고양이에 대한 인식이 많이 바뀌면 좋겠네요,1
ㅋㅋㅋ나는아주재밌게봤는데 평범왜이래 2는 못봤네ㅠㅠ,1
현실에서의 정의는 꼭 대가를 치루게 되어있다는 안타까움. 그럼에도 폭력에 잠식된 혁명이 해답인가라는 의문,1
대박,1
개 쓰레기 영화,1
정말재미있습니다 쭉하지요 10 부작 너무 아쉬어요,1
내영혼을 치료해주었던 영화...20번이나 보아도 ...,1
시트콤도 너무 재밌게 봤지만 영화도 극장에서 혼자서 웃다 쓰러졌었드랬죠.. 윤아편이나 지영이편.. 뭐.. 그런시리즈도 제작됐었으면 했었지만 흥행하지 못해서 아쉬워요...,1
박중훈씨의 진가가 드러났던작품,1
좀 유치하긴하지만 애니라도 느끼는게 많은 영화다 ㅋㅋ기광오빠 목소리 황홀했어요 ㅋㅋ,1
최고의 영화.. 이런영화를봐야한다 정말로,1
완전재밌게봤음 ㅋㅋ보기에는 따분해보였는데 ㅋㅋ,1
재밌네요 새벽에 잠이안와 봤는데 2시간 30분동안 몰입해서 잘봄진짜 명작인듯,1
뇌리에 깊이 각인되는 황폐하면서도 자꾸 곱씹어 보게되는 영화,1
이런 멜로가 요즘엔 드문듯하다,1
소년이 소를 타고 피리부는 장면의 그 이미지가 너무 아름답고 강렬하다,1
재밌어요,1
나도 마지막에 울뻔했음 프란때문에,1
그냥 민아출연에 평균8점.. 아니였으면 6점대?,1
이것은 걸작이다.,1
만약 이게 한쿡영화였다면 평점 8점대 이상으로 엄청 빨아댔겠지?,1
드라마,1
감독님 기도로 후원합니다. 이 영화는 하나님의 계획안에서 만들어졌기에 감히 평가할 수 없네요.,1
스릴있고재밌네요..90년대작품이라고믿기어렵네요^^,1
"등장인물 한 명 한 명의 감정이 그대로 전해오기에 더 완벽한 빌리 엘리어트가 되었다. 노래와 춤, 그리고 스토리가 너무 자연스럽게 하나가 되었다.",1
진짜 이 3부작을 만들어낸 세르지오 레오네는 천재다 ㅡ ㅡ,1
재미있네. 다만 아쉬운게 평범한 영화처럼 했다면 좀 더 몰입이 되지 않을까나.,1
누가뭐래도 재밌고 즐겁게 봤습니다,1
난 재밋음 ㅡㅡ내가 재밋으면 됫음,1
잼있음,1
뭐지ㅡOO전에짱재밋엉는데평점넘낮게준듯,1
드리프트보는 재미만으로 이번 시리즈는 평타는 쳐줬음.. 진짜 소름돋을 정도로 눈이 호강,1
너무너무재밌는영화입니다,1
반지의제왕은 판타지계의 레전드지 이만한 영화를 넘어설수있는 판타지영화는 앞으로 못나온다고 장담한다,1
굿...^^,1
어릴때 정말 좋아하던 영화 ㅋ,1
남주 연기 소오름.. 몰입도 짱,1
정말 재밋어요. 올해 연기대상은 스캔들에서 나올거라 확신합니다. 박상민 정말 멋져요. 흥행하는 드라마엔 뛰어난 악역,1
와 몰입감 쩌네요 ㄷㄷㄷㄷ,1
재미있기도 하고 다른 히어로보다 더 멋있고 간지나네요 ㅎㅎ,1
good,1
무료영화 떠서 봤는데 재밌어요! 근데 거인이 너무 귀엽게 생겼음.. 거인이 카리스마가 부족... 그리고 영화관에서 봤으면 돈이 살짝 아까웠을듯,1
엄마는 행복해지면 안돼? 라는데 바라보던 아이의 표정이 너무 슬펐다. 철 없는 엄마와 너무 빨리 커버린 아이. 누군가 알아줬으면 좋겠지만 어른들은 외면할 뿐.,1
"세상의 제일 어두운 곳에서 정말 비참한 연명을 하면서 사는 사람들. 같은 인간으로서 어떻게 그럴 수 있을까하면서 한시간을 보고, 그들에게 관심을 갖는 사람을 보며 한시간을 봤다. 이런비극이 일어나지 않기를, 우리주위 사회 그늘 속 사람들을 잊지말길.",1
눈빛연기가 압권입니다...역시 국민배우 안재모님...화이팅,1
호주에서 살고싶게끔만드는 영화,1
역시 전라도여... 우덜 사람들 인정하나는 절단나분다..참 저때가 살기 좋았는디..지나가다 아지매 하나 붙잡고 난봉질하는건 한두번이 아니었지라... 참 사람 좋기는 팔도중에 으뜸이지라,1
포세이돈 정말 재미있다. 최시원과 이시영 완전 잘 어울린다,1
^-^,1
마쵸적인 깁슨형 챵!,1
주성치유덕화키쓰씬이 왜그리웃기던지 ㅋㅋㅋㅋㅋ,1
각본까지 자기가 써버리는 이런 명감독이 왜아직까지 헐리웃에 가지못하는거지....충분히 작가주의적이고 충분히 재밌고 충분히 개인주의 적 수작...,1
"난 좋았다. 1.5시간동안 아이반과 같이 맘졸였고, 분노했고, 안도했다.",1
다큐멘터리 영화가 좋다 요즘; 영화보다 더 영화같은 요즘 현실이 흥미롭다;,1
"볼만하네요, 좀 부실한 면이 없지 않아 있지만...",1
이거 힐링온라인 하고 같이 보면 완전 꿀잼이겠네 ㅋㅋ 힐링온라인 하고 거의 같은 대박급 ㅋㅋㅋ,1
딴채널 돌리다가 보게 되었는데 끝까지 보게 되었네요 .너무 재밌었고 유연석이 손호준이랑 바로 챙기는 모습 보기 좋았어요!다음주도 대박나길!,1
츠마부키때문이라면 절대 권하지 않을것이다. 하지만 내 절친에겐 꼭 권하고 싶은영화,1
홍진호. 역시 승부사답다.,1
저평가된 평점... 감동적이었습니다.,1
인터스텔라 이후 몸에 전율이 느껴지는 나의 인생 최고의영화 두번째이다. 이영화를 영화관에서 못본게 너무나도 후회스럽다 ..,1
봄을 더욱 애틋하게 만드는 한 편의 시,1
"의외로 평점 안 좋게 주는 사람들이 많네.. 스토리 자체는 진짜 좋은데,, 영화 후반부 귀신 나오는 장면이 오버스러운 것 빼고는 정말 잘 만들었음",1
학교에서 아무생각없이본영화가 제가본 영화중 제일감명깊었던점은 처음이네요.. 삼가 고인의 명복을 빕니다,1
영화에 나오는 네팔 곡 노래제목이 뭔가요??궁금해요...ㅠㅠ,1
10점을 줘야겠다,1
박중훈 나오니까 봤다.,1
기대안하고 봤는데 의외로 수작 ~ 디테일하고 재밌다,1
좋은 영화다. 책이 너무 좋아 비교하면 어쩔 수 없이 아쉽지만 그래도 좋은 영화,1
극장에서 보신분들에겐 죄송하지만 다운받아 본 저는 잼있네요....,1
사랑은 결코 미안하다는 말을 하지 않는...,1
주온시리즈한번도안보고봐서그런지정말무섭던데요.지금동안본영화랑은색다른 공포,1
감각적이며 깊이가 있다,1
1이랑 2 안봐도 3보면 쳐우는 OO쩌는영화,1
명감독의 지휘 아래 카리스마 빛나는 당대 톱배우들의 암살 대결이 흥미롭게 펼쳐진다,1
나도 바니에 한표!,1
1점주는사람 이해가 안가네.보나마나 초딩들이 감동은 뒷전이고 재미없으니까 1점주는거겠지.,1
나도 독고탁 좋아하던 1인...ㅋㅋ 우리도 쫌 꾸준히 만들지...추석 때 아들데리고~,1
평론가들 뭘 모르네 너무과소평가받은 영화,1
너무나 감동적인 영화입니다. 이 영화를 강추하고요 꼭 보셨으면 하는 영화입니다.ㅎ,1
시대이자 문화현상이 된 순수한 동심을 가진 아름다운 영화,1
잔잔한 감동이 밀려오는 영화.. 열린마음.,1
진짜 빗속에서의 소매치기는 이 영화의 모든것!!,1
정말 감독이 대단한듯!,1
여기 박정민 팬들 몰려옴?? 강지환 연기력밖에 안보이던데 무슨 노답,1
오늘도 봤네요 ㅎㅎㅎ요즘에 한효주 누나 너무 매력홀릭 아님 ?ㅋ?ㅋㅋ매력에 빠질듯....ㅋ,1
한국영화 vs 홍콩영화... 한국영화가 배워야할 2%,1
내가 꼽는 최고의 드라마!,1
이번 극장판은 본판 이해도가 조금 필요한듯. 하지만 나는 다 알고있기에 상관없지ㅋㅋ,1
많은걸 알려주는 영화인듯. 케빈베이컨과 콜린퍼스의 연기 최고. 몰입하게 된다.,1
생각하게 만드는 영화,1
Sad Ending...,1
아니 점수가 왜이렇게 낮은거야..ㅡ.ㅡ;,1
한국최초의 영화!!!,1
많이 재미 있습니다.,1
여운이 정말 긴 드라마♥,1
원작을 나름 재미있게 구성한 것 같네요 잼나게 봤습니다. ㅎㅎ,1
재밌어요 앞으로도 기대할께요^^,1
아침드라마 안보는편인데 요것은 완전잼잇음 첫회부터 한번도 안빼먹고 보구잇어욥,1
주원 유이 결혼 환상 넘이뻐~~~~♥ 쭉 애인 처럼 사귀였음 홧팅,1
사무앨 잭슨이랑 브루스월리스 연기가 너무 웃기고 재밌었다ㅋㅋ,1
너무 재밌다~ㅠ,1
1편은 수작 2편은 김보성의 발연기 미스캐스팅!,1
"더락의 힘이 느껴지냐? -.,^",1
주님께 선택받은 은혜로운 영화 최고의 연기를 보여준다,1
다시봐도 완전웃김ㅋㅋㄱ김아저씨 유어파이어!!신부님트로피어택ㅋㅋ,1
이 유명한 영화를 이제야 봤네요. 건축학개론보다 제겐 더 와닿는 영화입니다. 정말 현실적이고 남녀의 생각을 잘 보여주는...마지막 유지태가 이영애를 거절하는 장면은 참 남자로서 멋집니다.,1
몸을 쓰는것과 머리를 쓰는 것 표현 도구일뿐. 벨라도나와 사샤 그레이 활약이 눈부심,1
여러번 본 영화. 나 역시 알피였고 어쩌면 지금도 그렇지만 영화를 볼 때마다 알피가 안타깝다. 이시대의 청춘들은 모두 공감하고 안타까워할 영화. 앞으로도 계속 볼 영화,1
정말 좋은 영화입니다왜 흥행이 안됐는지...안타깝네요,1
재미있네요 ^^,1
정말 재밋게 봤네요. 리얼해서 더 재밋는듯,1
프랑스어를 배우며 보았는데 너무 아름답고 감명깊은 영화이네요.,1
줄거리가 스포...??,1
거의 10점 짜리,1
어릴땐 조폭영화로 알다가 나이가들수록 이게 인생이구나 하고 뭉클해지는 영화.세상을 살아가면 갈수록 와닿는게 많아지네요...세상은 비정하지만 비정함마져도 따뜻해지는게 친구라고...,1
어릴적엔 속았다 생각했으나 알고보니 완전 명작!!,1
10대들이 보기엔 완벽한 영화!! 평점 왜이렇게 낮은거지.......,1
2008년 서브프라임 모기지 사태의 버블을 만들고 거대한 재앙을 초래한 핵심 인물들이 지금 오늘날에도 한치의 책임과 처벌 없이 그전과 같은 일을 하고 있고 계속해서 많은 돈을 벌고 있다. 이건 단지 공포영화나 스릴러가 아니다. 오늘날의 경제이다.,1
너무좋네요^^ 한국에 대해 잘 알 수 있는 기회가 되어서 정말 좋았어요^^ 감사합니다~,1
윤아 졸귀ㅋㅋ 게다가 연기도 늘었음ㄷㄷ 윤아 대다나다,1
몇년이 지나도 일지매처럼 폐인된 드라마도 없고 다시봐도 질리지 않고 스토리도 이렇게 맛깔난 드라마는 없었음ㅋㅋㅋ하..일지매 몇년만에 복습하는데 아직도 재밌다..수십번씩봤는데 질리지않는다 당췌 그리고 이준기정말 최고♥,1
내인생최고의영화 국내스릴러매니아라면 강추,1
최고의 드라마,1
킬링은 역시 스타뎀,1
"기자, 평론가들은 평점이 왤케 짜.평론에 맞게 점수도 줘야지. 참나",1
"인간병기, 죽어야만 더 강해진다.",1
"나는 국수주의자가 되기엔, 나의 조국을 너무 사랑한다. -Albert Camus",1
시간 가는줄 몰랐음. 한번은 꼭 봐야 할 영화,1
"결혼을 생각중이여서 그런지 정말 공감도 되고, 내게 많은 생각을 안겨준 영화.",1
나름 색깔이 느껴진 영화였다 볼만하다 느껴보자,1
평생 주인을 모시며 살아온 종속된 simple life일지라도 그녀의 인생을 누가 부정할 수 있겠는가. 유덕화 최고의 영화는 이제 이 영화로 바꿔야겠다.,1
난 재밌었는데...?ㅎ,1
티비에서 보고 감동먹었다......,1
볼만함.,1
너무나 스펙타클한 영화!!,1
"황정민,류승범 연기로 모든걸 다커버하네",1
흐느끼는 등... 언젠가 등줄기 깊이 패인곳 옹달샘 되겠지,1
캐스팅의승리.남우사토류타가 꼭NC소프트사장 김택진씨를 닮았다는것자체가 코미디다.,1
무조건 봐야함...ㅜㅜ,1
태상몰래 강제키스하고 셔츠찢을때가 스릴있고엄청 재밌었는데.키스신보고 잠못이뤘다.ㅋㅋㅋ재미로 보면되지 너무 심각하게 받아들일필요는없을거같은데 시청자의견때문인지 나중에는신세경이연우진만 바라보니 재미없었음.너무빨리끝나서 아쉽다 ㅜㅜ결말도훈훈하고좋았었음^^,1
너무 재미있고 감동까지~ 가끔씩은 보다가 울컥하기도 하고눈물을 찔끔거리기도 하다가박장대소하기도 하고내맘을 들었다 놨다~^^,1
자고 일어났는데도 여운이 좀 남아서 들어왔다가 남기고 가요,1
왜이게 평점이 9점을 안넘는지 멜깁슨 최고의 영화,1
명품 사극,1
오구리슌을 보기위해 봤다가 발견한 마음에 드는 영화^^,1
최고다. 이런 영화 언제 또 나올까.,1
다른 좀비영화볼때마다 비교하면서 보고 또 생각나는 영화,1
재밌어요 프랑스영화스러운,1
감정이입을 해서 울고 웃었네요~~이런 영화는 정말 힐링 영화~~마지막 ost hold on도 정말 좋네여~~굿~~!!,1
감성을 자극하는 또한편의 일본 멜로영화....,1
아주 좋았다. 뭐랄까 처음엔 지루하다가 가면갈수록 마음이 차분해지면서 끝에는 약간 애잔한느낌이 들었다.,1
"소재 독특하고 잼있는데 영상도 좋고, 평점이 왜이러징?",1
순간 순간의 웃음 포인트를 잡아낼수 있다면 7점은 그냥 줄수 있지 않을까.. 슬랩스틱 코미디를 기대하고 본다면 웃긴 장면은 두세장면 밖에 되지 않는다. 나에게는 충분히 즐거웠던 영화 1점 주는 초딩들을 위해 10점 투척하고 감,1
조물주님이 남자를좀 거시기하게만든것....,1
sf 의 명작,1
좋아했던 만환데 영화로도 메인에피소드 잘 옮겼네,1
마지막 총을 쏘며 웃는 줄리아로버츠의 모습은 정말 잊혀지지 않는다,1
마지막 장면과 OST 의 여운이 깊게 남는 가슴이 따스해지는 영화...,1
종편jtbc갈수록채널고정하거되너요궁중잔혹사너무재미있게잘보네요,1
대사 하나하나 놓칠 게 없었다..,1
이걸 10점 안주면 니네들이 대체 재밌어하는영화는모냐,1
벗어 날 수 없는 '기억' 이란 동굴,1
"황혼 부부뿐만 아니라 결혼한 부부라면 이 영화를 통해서 많은것을 느끼게 할...좋아하는, 연륜있는 두 배우의 연기에 빠져서 보았다.",1
꼭 보시길,1
생각치도 않은 내용에 좋았습니다,1
감동감동 또 감동!,1
재밌네요 진짜. 시간가는줄 모르고 다봤어요 강추.,1
"가장웃긴순간이 아이러니하게도 가장슬픈순간이다. 그래서 감정이 극대화된 영화, 관객은 이정재의 코미디를 보면서 웃기면서도 슬프다. 웃프다라는 상황을 가장 잘 표현해낸 영화. 그래서 묘하다.",1
정말 클래식이 될 영화..,1
몇 번을 다시 보아도 명작입니다. ^^,1
흠...너무평점낮다 그래도 나쁘지는않던데.,1
많은 암시가 있는 내용과 결말.. 가슴찡한 알리사의 사랑이야기~,1
정말 당시 수준으론 잘만들었네용...ㅋ,1
잘보았습니다잘보았습니다,1
"본방은 교회가느라, 재방은 케이블에서 해서 못보고 있어요.보구싶당..",1
정말재밌어요,1
티비에서. 인터넷에서 맛집이라고 추천을 해도 무조건 적으로 믿지말아야 겠다는 생각을 하게 되었습니다. 좋은 영화 잘봤습니다,1
난 재밌게 봤어요 임창정이라서 그냥 이해하기로 했음 연기를 잘하니까,1
고딩때봤었는데.. 잊혀지지가 않아서 다시봤는데 새로웠다,1
보고 또봐도 다시보고 시픈 영화♥♥♥,1
으리!!!,1
완죤 굿!! 추천..,1
이제훈 연기 떄문에 9점 줌,1
잼있어요^^ 질질안끌어서 넘좋습니당ㅎ 여기나오는 연기자들은 다들 연기잘해서 집중이 잘되용!끝까지 잼있었음 좋겠네용,1
"애니로만 봤을 때 처음에 의문을 가진 점이 있었다. 후미토 이 남자, 도대체 무엇인가? 극장판으로 보았을 때 비로소 모든 의문이 풀렸다. 목적을 이룬 사야, 이젠 어떻게 할 것인가? 극장판 2를 기대해본다.",1
625를 직접 겪은 어르신들 얘길 들어보면 그당시 잔인한 학살은 대부분 주민들 서로간에 (주로 하층민들의 복수심에서 비롯된) 또는 군/경이 빨치산 학살한다며 벌인 살인이었지 정작 북한군은 민간인들한테는 잘해줬다고 하던데?,1
최고의 연기! 최고의 드라마!,1
누구 말마따나 반데라스형님 아직 안죽었다！He alive！！,1
주연인 송윤아보다 조연인 박원상이 더 많이 나오노,1
말이필요없다. 진짜너무재밌다.♥♥,1
중학교때 본 영화 너무 재밌어서 다시 찾아서 보고팠지만; 제목 기억을 못한~,1
어느한군데 흠잡을데 없군요 이영화는! 정말 킹왕짱,1
잼는데 ㅋ 1점 주는 인간들 그냥 무시,1
정말 이런거 딱 내스 타일이다. 너무 재미있다.ㅋㅋㅋ.유쾌하고.ㅋㅋㅋㅋ.완전 좋아.ㅎㅎㅎ,1
김동욱때문에 본다...,1
재미가잇어서다시보고싶다,1
"베인이 더 근육질이면 좋았지만, 다크나이트 시리즈는 역시 엄청나다.",1
올레 무료영화로 봤는데 재밌네요장이익을때까지 이것저것 신경쓰고 보살피며기다렸다가 먹는 된장.사랑하는님이 되돌아 올때까지의 기다림.기다림이라는 단어가 생각나는 영화였습니다,1
와.. 이런 영화 정말 신선한 충격이네요 ㅎㅎㅎ,1
이거 겁나 재밌는데 왜 2탄 안나옴 ?!!,1
생각없이 봤는데 재미있음 ㅋㅋㅋ 다시봐도 재미있음 ㅋㅋㅋ ocn에서 하는거 어쩌다 보게되도 재미있음 ㅋㅋㅋ 2탄 안나오나..?,1
끝날때울뻔했다구요진짜 ㅠㅠ 시즌2하실거라는거알고잇어요!!ㅋㅋㅋ,1
그 여자 놓치지마요.. ㅋㅋ,1
내가 진짜 어릴때봣던 최고의 영화라고 느꼇엇돈 영화 다시보니까 정말 상업용이더군,1
할말이 없게 만드는 영화...역시 미국이란,1
스토리 연기 연출모두 좋아요~^^1점아쉽다면 외국영화답게 엔딩이...?!,1
너무 재미있었습니다. 실화라고 하니 더욱 감동.. 강추합니다^^,1
재미있는데 기분이 아리까리하네요 어른도 볼만해요~,1
그사람추기경을보러갔어요상영시작부터끝날때까지한순간도눈으뗄수가없고빠져들었습니다 우리나라에서추기경님과함께한시대를지나왔다는것에대해감사와기쁨과행복을느낍니다많은분들이 이영화를보고 마음이정화되고참된사랑이무엇인지를느껴보기바랍니다,1
퀄 쩐다..,1
현실에 악취를 깔끔하게 잡아냈다,1
역시 짐캐리!!!,1
"동의할 수 없는 기자/평론가 영화평점 계산법...당신들은 이제 네티즌 보다 영화를 보는 안목이 높지 않다..스스로의 억지 가치를 높이기 위한 저질 평론에 이제 대중들은 지긋지긋하다,,",1
9번 교향곡 나올때는 계속 소름이 돋아서 어떻게 할수가없었다 대단한 여화이다.,1
저질3 류 한국영화를 많이 보니까 영화 평점이 이따구지!!! 최소 8점대는 넘겨야 정상인데 안타깝군!,1
평점왜이렇게 낮지 재밌게봤는데..,1
내가 본 대한민국 드라마중 최고...후,1
프랑스로 갈래~,1
가족과 함께 정말 재밌게 잘 봤네요....^^,1
세상에서 가장 잘 된 영화예요. 너무나 슬픈..,1
데이빗 러셀 감독의 특유 코드가 좋아 나는 ㅋㅋ,1
어릴적 크리스마스 하면 나홀로집에 보다 먼저 떠오르는 영화~,1
고딩때 학교에서 봤는데.. 스릴있고 재밌음,1
데이빗린치는 인물들 내면 을 깊숙히 파헤친다,1
이거 진짜 재밌었는데 ㅋㅋㅋㅋㅋ,1
아 진심 너무 재밋곻 진후 너무 멋잇고 정수랑 진짜 잘 어울리는듯 ㅋㅋㅋ,1
솔직히 진짜 재밌다... 보면 여름때가 생각나,1
"도시의 회벽, 푸른 밤 공기, 리암 니슨의 화학작용!",1
진짜잼씀 ㅋㅋㅋㅋㅋ,1
너무너무 사랑하는 영화....,1
일본에서 한국인의 정체성을 지켜간다는게 정말 고된 일인걸 알면서도 긍지를 갖고있는 모습에 감동 받았어요ㅠㅠㅠ,1
70년대 영화라는게 믿겨지지 않음재밌어요 내가 중학교때 케이블에서 봤음,1
월요일 기다려지게 하는 드라마^^,1
비디오 테잎 우리집에 아직 굴러다니고 있다.. ㅎㅎㅎ 그래서 10점,1
꿀잼 근데 아나킨은 언제,1
"저도 EBS 에서 봤어요,, 방금..ㅡㅜ 완전 감동입니다~! 최고!!",1
굿..,1
추억의드라마... 김보경 서든리 들을때마다 이시절이 생각나네요,1
소재가 특이하고 밝은 영화 역시 이나영은 연기파,1
이거 내가 어렷을때 찜질방에서 봣엇는데ㅋ 그때 마지막 부분이 참 ㄷㄷ,1
재미있었다,1
감동도 있고...메시지도 주고...여운도 남고...강추입니다,1
헐 ㅠ .ㅠ ㅋㅋㅋ 나도 이거 초딩때 무서웠음 ㅠ.ㅠ ㅋㅋ,1
뻔한데도 재밌는 영화..,1
다시 봐도 정말..짱이예요..,1
대한민국 사람으로서 공감되는 부분이 있어서 더욱 처절하게 느껴지는 영화였다. 다시는 이런 만행이 일어나서는 안되며 일제검거날 23000명을 검거하려던 계획을 프랑스인들이 나서서 10000명을 숨킨 사실에 큰 감동을 받았다.,1
눈물이 많이났다..그리고 ...많은걸 배웠다,1
괜찮은 드라마,1
감동적입니다.. 짧은시간동안 감동을,1
YB가 진리임ㅎㅎ,1
너무 신나고 재밌게 관람했어요^^ 무지무지 좋아하더라구요~ 중간에 쉬는타임도 있고^^ 즐거웠습니다ㅋ,1
완벽하진 않지만 괜찮은 영화다,1
영화 속 또 다른 연기에 농락당하다.,1
너무 젬 없음,1
재밌네요... 어디에 평점 처음남겨봐요... 덤덤하고 잔잔하게 참 재밌습니다.,1
이런게 힐링 영화지^^,1
하하... 참 괜찮은데 내가 너무 아무 생각없이 보는것인가?,1
ㅋ ㅑ..쵝오 ^^^~!!!!!무조건 봐봐아~~아~,1
믿어야지 ...,1
수십번을 봐도 질리지 않는 최고의 영화... 이 시절의 성룡이 그립고 내가 그립다,1
꿈을 먹고 삽시다 종은영화다,1
명품드라마라는 말이 아깝지 않습니다. 김지수씨의연기는 정말.... 대박입니다,1
영화관에서 정말 펑펑 울면서 봤고 지금 거의 2년만에 다시 예고편만 봤는데도 눈물이 나네요...우리나라 현실을 제대로 보여주는 영화인듯 합니다...,1
훈훈하니 좋고 배우들의 비주얼도 좋고 다 좋다~,1
악동뮤지션 꼭 1등 하시길! 악동 뮤지션 파이팅!!,1
기독교인이라면 한번은 봐야하는 영화.,1
엄청 재미있엇습니다. 특히 제이슨과 프레디가 싸우는장면들이 ㅋㅋ,1
역시 손현주는 대박 짱~~~친구들도 짱~~~,1
내나이 서른다섯... 수지에게 끌린다.. 아저씨 집에서 라면먹고 갈래?ㅎㅎ,1
오 ~ 쫌 하네 ㅎ 굿,1
지독한 좌절을 희망으로 바꾸어버린 사나이들의 이야기,1
너무재밋어서이틀만에다본드라마ㅋㅋ내용도너무좋고설레고애틋하다1화부터또다시보고싶은드라마bb♡,1
따뜻하다.,1
서은채 최고입니다.이런 미인이 이제서야 나타다다니~넘 이뽀요~,1
눈을 보고 대화해요오오,1
생각보다 현실적이어서 놀랬던 영화.주조연 배우들의 연기도 훌륭했고혼자서 나레이션으로 얘기하는 부분도 참 와닿더라.암튼 PS라는 자극적인 소재에도 불구하고잘 풀어내기 힘들었을텐데 이 영화는 과감히 10점 주고싶다.,1
여러가지 생각나게했음,1
ㅋㅋㅋ,1
엔딩이 너무 심했지만 ㅜㅜ 눈물 쏙 빼게 아름다운 사랑이더라~,1
내인생 베스트5 안에 드는 영화..,1
좋아하는 영화,1
"눈물이 많이 났습니다. 멕시코 어머니 마지막에 미용실 차린것도 감동적이었습니다. 비록 행복한 이야기들만 있는 것은 아니었지만, 이세상의 어머니들이 모두 행복했으면 좋겠습니다",1
재밋고 감동적임,1
알찬 유치함이 가득해서 좋았다. 평가가 왜들 그렇게 비관적이냐?,1
저도 파파로티 보다가 생각나 다시 보게 되었습니다..다시 봐도 감동..아이들과 함께 보며 느낄 수 있는 순수한 감동..여운 때문에 파파로티보다 더 높은 점수를 주고 싶습니다..,1
"보는내내 심장을 계속 쪼여오는 긴장감 연출,촬영,연기,네러티브 흠잡을때 없네요. 다시 보기 겂나요.",1
울고싶을때 보고 또본다,1
굿,1
앙코르와트의 구멍에 대고 비밀을 말하는 양조위의 모습에 마음이 아프다. 역시 왕가위표 작품~~~~!!!,1
오경은 대부분의 영화에 악역으로 출연함..,1
"호감으로 시작했던 여행, 복잡했던 과정은 잊고 좋았던 기억만 가져가려는 이기심.결국 여행을 마치려는 공항에서, 사랑을 끝내려는 다짐 앞에서, 다시 만날 약속을 하려는 재회는 왜 이리 슬프고 현실은 왜 이리 냉혹한가. 아름다움만 간직하려는 건 욕심일까?",1
"쑨원의 삶을통해 신해혁명의 의미를 되새기고, 중국의역사를 알기쉽게 전달해준 감명깊은 영화였다., 공산당이라고 까는사람들은 중국이 원래는 공산당이 아니었다는사실을알아야한다. 신해혁명은, 청나라에대항해 한족이 일으킨혁명이며 공산당과는전혀상관이없다",1
코미디도 아름답게 풀어내는 미셸공드리만의 재주!,1
홍진호 너무 잘해요 !!! 짱입니다,1
평점 을 좀더 높입시다.,1
난 잼있던데..~평점이 왜이리 낮지..?ㅠ,1
너무 잼있습니다. 막장 안닌 따뜻한 드라마 만들어 주세요.,1
데이빗 하이드 피어스 ..의 연기가..와우...!!,1
아버지들에게 꼭 추천하고 싶은 영화다.,1
아..초등학교때 비디오로 정말 재밌게 봤었는뎅,1
말이 필요없는 명작!!,1
한순간도 긴장을 늦출수가 없다!! 그야말로 스릴러다!!,1
48시간 이후에 본 최고의 에디 머피 영화!,1
교차되는시간들속에사람들도교차되는퍼즐같은이야기,1
모리 준이치 감독의 영화는 정말 다 최고. 란도리 안보신 분 란도리도 꼭 보세요. 주인공들의 독백이 정말 최고. 이런영화 계속 만들어주시길,1
우리 교회선생님 남편분이시자 교회장로님인 임흥세장로님! 10점도 아깝지 않습니다,1
일본영화중에 잘본것중 하나. 나카리이사가 연기를 잘하고 이키모노가카리까지 넘 잘어울림 감동적이어서 몇번을봐도 눈물이 나오는영화.,1
정말 감명깊게봤었어요 그시간대가아니었다면 시청률도 높게나왔을텐데 대부분 이 드라마가하는줄도몰랐을꺼예요ㅎㅎ 무튼 마지막 봉태규씨가 유치장에서 오열하는장면은 두고두고 마음에새겨지네요 강추!!!^^,1
참 아쉬운작품 시리즈를 확장 시켜서라도 더 보안했었어야..,1
가슴이 따뜻해지는 영화 :) 보는 내내 감동이여서 눈물 훔치면서 봤어요,1
걍 존나 재밋다. 빨리 다음편나왔으면 좋겠다.,1
짜임새 있는 영화 였다. 영화는 이렇게 만들어야지.,1
작년에 왜 재개봉 한 걸 몰랐는지 저를 이해할 수 없습니다. 꼭 재개봉이 다시 이루어졌으면 좋겠습니다.,1
역시! 재밌게 잘 봤습니다ㅋ,1
몇번이고 보아도 또 보게되는 자주 나오지 않는 한국영화,1
실감하는 레고!!배경 음악도 재미있고...,1
어릴적 포스터로만 접했던 영화인데 성인이 되어 여자친구랑 보게 되었습니다 동물에 대한 순수한 어릴 적 감정들을 느끼게 해준 감동있는 영화였어요,1
좋기만 한데왜그러시는지ㅡㅡ;,1
드라마란 이런거란걸 보여주는 주말드라마! 이런드라마 좀 다시 만들어줄수 없을까?ㅠ,1
평점왜이럼ㅋㅋ 완전 재밌게 봤는데1편이더 흥미진진하긴했는데 2편은 웃긴부분이 더 많았음ㅋㅋㅋ,1
아이들이 너무좋아해요.,1
