Column1,Column2
개부럽다 인생허무하네 ㅠ,1
아니 본인이 카푸어가 아니라고 생각한다는데 말할때 카푸어 위에 써놓는거 웃기다고ㅋㅋㅋㅋㅋㅋ,1
중상층 모르나 중상류층.. 중산층하고는 틀리다고..,1
보여주기식이면 제발 저 클러치백좀 들지마..... 존나 없어보여,1
"언제부터 '한번사는인생 멋지게 살자'라는 말이 '양아치처럼 살자'가 되었나요??
아직도 양아치가 멋있어보이는 철없는 어린이야?

부모님밑에서 빌빌대고 철도안들어서 저금도 못할정도로 과소비하며 옷입는것도 양아치 중고차딜러들처럼 입고다니는데 ㅋㅋㅋㅋ 저게 멋지게사는거야?",1
본인이 그렇게 살겠다는데 이게 뭐 욕할일인가? 민폐를 끼치는것도 아니고 본인들이 차사는데 보태준것도 아니고,1
자칭 중산충이라는 분이 타는 차 솔직히 그사람한테선 쏘나타지,1
굳이 부자만나려고 제주도까지?,1
아니요 에서ㅋㅋㅋㅋㅋㅋ정신챙겨라 임마,1
카푸어는 그냥 뭐 자기인생인데 남이보는시선은 부러움이아닌 안타까움임 주식이던 코인으로 몇억벌어서 산거면 모를가..,1
ㅈ도 안멋진데 ㅋㅋㅋㅋㅋ 나이도 어린게 악수 한손으로받는 꼬라지봐,1
300억이 중산층에 기준인가?? ㄷ,1
중산층...,1
딘딘 느낌나네 ㅎㅎ,1
저런사람이 중산층이면 난 노숙자네..,1
"저는 연봉 3600벌때 아반떼 타고 다녔었는데
제가 인생 헛 산걸까요??? ㅋㅋ",1
중산층이 2500억.....? 나는 거지였네......ㅎㅎ,1
어린데 스포츠카 타는 사람이지...,1
300억이 중산층 ㅋㅋㅋㅋㅋㅋ재벌이네 재벌,1
"헬창 드립
네츄럴 선수  -> 내 몸 건강
뇌출혈 선수 -> 보여지기 식",1
진용진님 유튜브 수익이면 저런 차 사고도 남지않나,1
ㅗㅜ.. 개인 부동산 자산만 300억.. 저게 중산층이었어..?,1
중고 사고 신차가 얘기하는 것들은 ㄹㅇ ㅋㅋ,1
나도 저취급 받기싫어서 gv70샀지.. 진짜 카푸어들시 이미지 다버러놓음..,1
결론:난 훔친다,1
금수저,1
이재명은 합니다,1
2번째분 저랑 동갑이신데 이것 저것 일 하시고 부지런해 보이는게 외적으로도 보이시네요 삶이 제 스타일이신데 스스로를 돌아보게 되는 시간이네요,1
중산층이요???ㅋㅋㅋㅋㅋㅋ 너무 겸손하시네요....ㅠ,1
돈이많은가보지,1
"역시 재벌들은 여유와 품위 겸손이 다르구나
카푸어는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ 좃나 한심하다 니인생 니가사는데 누가 뭐라하냐 ㅋㅋㅋㅋㅋㅋㅋㅋ 좃대로 살아라 남 피해만 주지말고 개 집불도 없는게 허세는 ㅋㅋㅋ
재벌은 겸손 품위 옷차림 정말 성실해 보임 일단 마인드 붙어다름",1
3:32 바로 끊기 ㅋㅋㅋㅋㅋㅋ,1
"아 이 ㅅㄲ 취했네 
???: 나 안취했거든 ㅆㅂ 
아 너 카푸어냐?
???: 나 카푸어 아니야 ㅆㅂ ㅋㅋㅋㅋㅋㅋㅋ",1
저사람이 중산층이면 우린 거지누 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
"정말중산층 이라생각하시는건아니겠지?
본인기준이겠지만 더잘사는사람이 주위에엄청 많으려나 ㄷ ㄷ",1
2:44 오른쪽으로 붙여주지;;;중간에 주차하면 문도 못열겟구만,1
4분22초에 주차하는거 봐라 보통은 오른쪽에 붙여서 주차하지 저렇게 주차하는건 다른차 못세우게 하려는 의도가 다분함,1
"미친넘이네
3000억이 중산층;;;;",1
진짜 돈 많은 사람은 시계 신발 같은것부터 다르다. 저런거 큰거 티낸다고 진짜 그렇게 보지 않음 왜냐면 조금만 가까이 지내도 가짜로 있는 척 하는거 ㅈㄴ 나거든,1
왜 나이들어서 타면 간지가 안나지?,1
300억으로 두대굴리면 검소하지.. ㅋㅋㅋㅋ,1
처음 bmw 4시리즈 f바디 인거 같은데 기어봉 보니까 M4도 아닌거 같고... 스포츠카라고 하지 말죠...,1
이게 어케 중산층이야,1
중산층이 저 정도는 되어야 하는구나 ..... 나는 걍 뒤져야겠다,1
"제주도가셨구나
난제주도가고향인데",1
월200따리 카푸어쉑 ㅋㅋㅋㅋ 중산층한테 개발리죠 ㅋ,1
3시리즈를 왜 인터뷰함...,1
겁나부럽다..,1
품위 유지비 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보여주기식 누가 보지도 않을텐뎈ㅋㅋㅋ,1
민호님 우리는 300백억 가진 사람을 부자나 재벌이라고 불러요,1
"카푸어들은 보여주기식으로 그런 차를 탄다지만 시내를 다니다가 스포츠카의 특유엔진소리 굉음을 들으면 그냥 짜증만 납니다.... 아직도 스포츠카를 타고 시내를 달리는 것이 멋이라고 생각하는 어리석은 젊은이들에게 한마디하고 싶네요. ""진정한 멋이란 굳이 보여주지 않아도 평소에 말하는 방식과 사소한 행동들로 느껴지는 여유롭고 신사적인 분위기, 당신들이 생각하는 보여주기 식의 멋은 그냥 허세 가득한 껍데기일 뿐이고 누군가에게는 민폐가 되며 누군가에게는 꼴볼견이 되는것이다. 그리고 미래에 대한 걱정이 없고 노후대책이 확실히 보장된 인생이 진짜 멋있는 인생이다. 훗날 자식들에게 무엇을 물려줄것인지도 생각을 해봐라.""",1
준재벌이지 무슨 중산층이여.. 그럼 난 카스트 제도 맨 끝 아래인가... 현타 오네,1
20대인데 저런차 타고다니는게 의아했는데 역시 그냥 겉멋충이라고 생각하면 되는거였네,1
나이 50되서 타는거랑 20 30 대가 타는거랑은 재미가 다를듯,1
카푸어 행님 다른거 튜닝보다 돈주고 전체 랩핑 추천드립니다 은색 너무 올드합니다,1
사실 본인이 차를 뭘 타든 다른 사람이 상관할건 아니긴 한데 소신발언 하나 하자면 굳이 대출 풀로 땡기고 빚 생기면서 까지 좋은 차 타는게 그렇게 좋게 보이진 않음,1
중산층과 2500억이 같이 나올 줄은 몰랐다,1
"뭔가 카푸어가 차, 금색 시계, 클러치백 같은거 들고 있는거 보는데 멋있지가 않고 왜 이렇게 자존감이 낮아보이냐. 
보여주기 식으로 남들에게 우월해보이고 싶다는 심리가 다 읽혀져서 그런가...",1
중산층 80%는 본인이 서민이라고 생각한다던데 ㅋㅋㅋㅋㅋㅋㅋ 재벌의 80%는 본인이 중산층이라고 생각하는건가 ㅋㅋㅋㅋㅋㅋ,1
"젊은은 멋있게 즐겨야지!!
카푸어들은 진정한 즐거움도 모르고 즐길줄도 모르는 하수다",1
0:35 정직한 놈들의 대표라고 하고 인터뷰는 에어팟 끼고 하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
중산층 될려면 최소 300억씩 들고 다녀야 되구나..,1
카푸어쪽이 분수에 안 맞는 행위로 욕 먹는 건 이해하는데 갑부는 굳이 왜 칭송함? 상대방에 대한 예의는 기본적으로 차려야 하는 건데 부자는 예의 지키는 걸로 칭찬도 다 듣네. 누가 보면 칭찬하면 저 사람한테서 콩고물이라도 떨어지는 줄 알겠음.,1
"나는 용기가 없어서 못하지만 공감은 한다
찐~한 썬팅을 한 멋진  포르쉐가 서있고 창문이 10센치 내려가있는데
창문 안으로 바코드 대머리가 빛나고 있다면?",1
2500억정도는 있어야 중산층이구나...우리나라 너무나 가난한 나라였네,1
앗 중산층..중산층..네...^^,1
평소에 진짜 궁금했던 거에요!! 감사합니다,1
포르셰 사고싶다!,1
"옛날에는 카푸어, 폼생폼사 극혐이었는데 요즘엔 생각이 좀 바뀐게 남의 돈 빌려다가 저 짓하면 쌍욕 쳐먹을 일이지만 그냥 순전히 자기가 번 돈으로 욜로 하는거면 욕 할거 없다고 봄. 물론 나는 성격상 그렇게 못 하긴 하는데 뭐 사람 일 어떻게될지 모르고 당장 내일 죽을지 모레 죽을지 모르는것도 사실이니까. 자기가 하고싶은거 다 하겠다는데 뭔 상관... 남들한테 피해만 안 주면 그만임",1
bmw님.. 재밌게 즐기세요.. 이 말밖에 못하겠다ㅜ,1
재벌들은  부럽네,1
중산층이 아니라 개씹쌉 부자들 보단 좀 덜하지만 그래도 개씹부자임. 상위 클라스인거죠. 중산층이 아니라요....,1
저 일수가방은 진짜 과학이다...,1
부자라면 더 겸손해야돼는 그런게 부자다운 부자다,1
26살 정말 쇼킹이다...,1
민호님 이름 거꾸로 됐으면..크흠..,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
불법 하는 애들 금수저 거의 없음,1
"부자들   좀   만나 봤는데   진짜 부자는 티를 내지 않습니다   옷에  메이커도 안보이는거  입고 다님,,",1
내가 알던거 보다 우리나라 겁나 잘 사네…내가 겁나 못사는거였어 ㅜㅜ 중산층이 저정도라니,1
"건방 떨면 그냥 병신이라고 생각하면 된다 
진짜 부자는 저렇게 예의 바르고 착하다",1
"카푸어 특 : 기껏 비싼거 타봐야 벤츠C클, BMW5시리즈(5~6천만) 못벗어남 그 윗급의 차량은 장기털어서 50%선수금 넣지 않는이상 대출이나 리스도 안됌. 성격 자체가 차 할부나 유지비로 시달리다보니 유독 공격적인 성향이고, 그런 쪼들림을 감추기 위해 허세가 심함.
금수저 특 : G바겐, 포르쉐, 마세라티, 레인지로버 등 1억넘는 차 타고 다님. 차로 인해 쪼들리는 부분은 전혀 없고, 매사 여유롭다. 주변에 사람이 모여듦으로 인해 자연스러운 인싸가 되다보니 성격 자체가 온화하고, 겸손이 몸에 배여있음.",1
420d 그란쿠페가 7천 ㅋㅋㅋㅋ 웃고갑니다,1
그룹자산 2500억 개인부동산 300억인데 중산층이라... 진짜 저기는 그사세구나.. 저런 재벌들은 카푸어가 품위유지비 쓴다고하면 무슨생각 들까?? ㅋㅋ,1
"어릴적부터 부모님이 수입차만 타셔서 저도 현재까지 수입차만 타는 사람인데 차를 좋아해서 예전에는 동호회 나가고 했는데 제 경험상 중고가격이 4~6천 정도의 중고 수입차를 타는 사람들은 대부분 벌이가 좋지 않은데 집은 빌라 원룸인데 허세 부리려고 하는 카푸어들이 많고 7천~1억 이상 소위 고가의 중고차를 타는 사람들은 불법적인 일을 하는 사람들이 대부분
1억~2억  이상 신차를 타는 사람들은 연봉 많이 받는 기업에서 일을 하거나 사업하는 사람들이 대부분 인거 같고 가끔 부자집 자제들도 있음요
마지막으로 광적 매니아들
올드카 나 3~7천 사이 중고차 3~5대 이상 소유하는 사람들 능력이 되는 카푸어?? 들이 있더라구요ㅋㅋㅋ",1
"젊을때 덜쓰고 나중에 늙고 힘없을때 돈없어서 서러운일 없는게 낫다. 젊을때는 돈없어도, 빡세게 모아도 그게 당연한거지만 늙어서 돈없으면 인생살아온 루트가 보이기 때문에 멸시받는다.",1
"옷차림부터 달라 .
카푸어족같은 사람들은 보세포함 명품처럼 보이게 꾸미는데
부자들은 명품이겠지만 검소하고 무난하게 옷 입는다.",1
왁굳형도 이걸봤지ㅋㅋ,1
"저카푸어bmw 외관이나 실내가 쌉구형같은데 중고가2400만원짜리를 15,16년도 출고가 7천만원이라고말을하네ㅋㅋ",1
"아버지가 말씀하셨습니다.
니 수준은 ㅆ나타도 못탄다고..",1
형님 저 용돈좀주세요,1
사실 카푸어 뜻을 모르는거아닐까...,1
신박한 기만인가....,1
어리거나 문신육수가 슈퍼카타고다니면 코인충 아님 토토충임ㅋㅋㅋㅋㅋ,1
중상층이 2500억이구나...... 이건 겸손일까 기만일까 ....,1
지나친 겸손은 아첨에 가깝다.,1
나이들어서 타면 멋이 안난다니 할아버지 할머니가 스포츠카끌면 쌉간지일거같은데,1
"카푸어 : 그냥  개 병신인생 
재벌 : 어느정도 생각있게 사는 사람
20대30대 차 있는 평범한 차 있는 20대 30대 차 있는 세대 다 허세임 저 연령대 차가 있을 수가 없음",1
220만 유튜버면 포르쉐 페라리 쌉가능할듯,1
(금수저 중) 중산층 ㅇㅇ,1
카푸어:저는 카푸어라 생각하지 않습니다,1
"주호민, 주민호 특: 포르쉐 911탐",1
카푸어 부럽다.. 난 그냥 푸어라..,1
용진님도 충분히 포르쉐 신형 풀옵 구매해서 안정적으로 타고 다닐수 있으세요!!,1
확실히 돈 많은 사람은 돈이 여유가 되는것과 예의가 갖춰지네요. 반대로 보여주기 식으로 자산도 별로 없으면서 대출로 타는 사람들이랑 확실히 비교되네요.,1
4:13 저정도 자산이면요. 지방에 오시면 그 지역에서 제일 부자인 수준입니다. 중산층이 아니라 허허,1
"300억이 중산층이면 대한민국 국민 대부분은 저소득층, 극빈곤층이냐",1
보픈카 ㄷ ㄷ,1
무리하면서 사는 건 좀 아니다,1
월 200버는데 외제차 끌고 다닌다는 사람 월 유지비 60나가고 월세내고 여자친구 있을시 데이트비용 나가고 좋은데 가서 밥먹고 비싼 카페가고 완전 마이너스 200인데? ㅋㅋㅋㅋ,1
"없는아이. 어깨피고 가슴피고. 오늘이 내인생 마지막
있는아이. 어깨접고 가슴모으고. 오늘하루도 성실하고 착실하게 열심히",1
카푸어 ㄹㅇ 개 싼티나보여 ........... ㄴ무 싼티나보여 ㅋㅋ ..,1
중산층 기준이 내가 알던거랑 다르구나...........,1
주민호님 진짜 멋지십니다. 어려운상황에 희망이되었어요 저도 배워서 꼭 성공할게요,1
2500억이 왜 중산층인지?,1
차는 사는게 끝이 아니거늘..,1
"자기가 중산층이라는데 겸손이 아니지. 
저렇게 말하는데  그냥 할 말이 없다. 
자식교육 주입을 저렇게 한건지. 
그냥 재수없음. 부모 잘만나는게 답이지.
솔직하게 살아라. 저렇게 돌려말하는것도 언젠가 뭐든 둘러댈거같네.",1
재벌은 옷부터 단정히 입어도 디올이네 ㅋㅋ,1
역싀 태어날때 부모 룰렛 잘 돌리고 태어나야해..,1
부자는 돈보단 시간이 아까운 사람들  웬만한건 고민1도 없는삶이란...,1
개인자산 300억인데 차값3~4억이면 굉장히 검소하시네,1
특히 중고 삐엠 M4부터 아래M타고 조지고다니는 애들은 카푸어들많음.,1
zzzㅋㅋ겉모습만 개허세로 떡칠하는게 멋지게 사는줄아나..하긴 그런것만보는 끼리끼리들 어울리겟지..ㅋㅋ웃고간다 ㅋ,1
5:38 개인뱅킹만 5억이군요 잘 들었습니다..,1
능력도 안되는사람들이 없어보이기는 싫고 하니까 무리수를 두면서까지 하는겁니다,1
연봉의 절반수준의 차가 적당하다는 얘기가 있던데 맞는말인거같음.,1
근데 주씨라서 그런지 주호민 작가랑 비슷하게 생긴듯,1
"5:34 얼마일까 기업가치가 2500억이라고했을때랑 진용진 표정이 비슷했다 그렇다고 현금이 2500이 있는건 아닌것 같고 한 500억이상 현금보유하고있는 듯함 ㄷㄷㄷ
추가로 기업가치 7000억은되야 재벌이라고 말하더라구요",1
용진이형더 탈수있는데 안타는거 잖아,1
한번사는거 멋지게 살자는..안멋있는데 멀 멋지게 살아..,1
보여주기식이라는 저 카푸어 겉에서 보통사람들이 봤을때 얼마나 멋대가리 없고 얼굴 빨개지는 부끄러운 모습인지 모르는걸까 ㅋㅋㅋㅋㅋ클러치백에 차키 보여주게 들고다니는게 멋있다고 생각하나 ㅋㅋㅋㅋ,1
4:37,1
"얼굴을 까는건 당당한거고
얼굴을 가린건 자기도 쫌 그런거고.",1
"300억 중산층?ㅋㅋ
나는 난민층인가...ㅠ",1
어려서 돈 많이 벌어서 타면 문제 없음ㅇㅇ,1
비엠6000짜리ㅡ타면서 카푸어면 그냥 거지네,1
난 나이들어서 좋은차 타는게 훨씬 그건데,1
"카푸어는 세상 떳떳하게 모자이크
재벌2세는 세상 겸손하게 노모",1
한국엔 게츠비들이많다-유아인,1
A1 중고차 사업부에서 슈퍼카 중고사는 사람들 대부분이 어기 기업사장이나 부잣집 아들이라던데 넘다르네,1
용진이형도 포르쉐 타고 남으실텐데..,1
예? 중산층이요?ㅋㅋㅋ,1
5:09,1
내일죽어도 후회없이살자는사람이 bmwㅋㅋ,1
"돈 있는 사람들은 얼마 있다고 하고 차랑 집 같은 거 보여줄 이유 없습니다~
영상 두번째 나온 사람도 마찬가지에요",1
4:37 표정ㅋㅋㅋㅋㅋ,1
오늘만 사는 삶과 미래가 있는 삶은 천지차이,1
"""저는 카푸어라고 생각하지 않습니다"" 라고 말하는데
상대 명칭에 '카푸어' 떡 하니 적혀있는거 개웃기네 ㅋㅋㅋ",1
돈 열심히 벌고 40~50대 아재 되어서 스포츠카 타도 간지날 수 있다. 심지어 60대 할머니도 포르쉐 타고 트랙 나가서 달리고 왔다는 영상도 봤는데 멋있더라. 차는 본인 분수에 맞게 마련해야 한다.,1
"캐나다갔을때 50.60대가 스포츠카타는데
더 멋짐",1
아버지가 어릴때 차로 사람 판단하면 안된다고하셨는데... 일하다 알게된 분들이 옷도 비싼옷입고 외제차끌고 다니셨는데  알고보니 담벼락이 금방 무너질것같은 허름한 쪽방집으로 들어가는 사람 많이 보셨다했습니다~ 아마 지금의 젊은 카푸어들이 나이들면 아버지가 본 그분들처럼  될 가능성이 크겠죠.,1
여기서 정보 용진이형도 스포츠카 살 수 있다.,1
중산층이 되려면 2500억을 만든다 ... -메모,1
그사세,1
요새는 중산층도 가기 힘들구나....,1
보여주기 식으로 보여줘봤자 각자 나이에맞는 멋이라는게 있지요 ㅋㅋㅋ 어린나이에 그렇게 보여줘도 그저 철없어 보이기만 합니다 ㅋㅋㅋ,1
"이게 딱 보면 티가 난다고 해야하나...음...
확실히 옷입는것부터 마인드까지 하늘과 땅 차이네 ㅋㅋㅋ",1
비머랑 폴쉐탈때 온도차이 ㅋㅋㅋㅋㅋㅋㅋ,1
04:30 중..산층???,1
젊을때 즐기다가 평생훅가는거지 뭐 본인맘이긴한데 인생은 젊을때만 있능것도 아닌거를 깨달았음,1
카푸어가 아니라 그냥 푸어인데??,1
확실히 있는사람은 여유가 느껴지네요  카푸어와는 확실히 다른....,1
카푸어든 재벌이든 관심읍다. 내 지인이나 친구도 아닌데 뭐하러 관심을 줘. 나만 열심히 살면 장땡,1
중산층ㅋㅋㅋㅋㅋㅋ,1
ㅋㅋ 자산 300억... 순자산 물어봐야지,1
4:53 요즘은 재벌2세를 ‘그래버리’라고 하는군요,1
5:37표정ㅋㅋ,1
카푸어는 좀 불쌍한 인생이긴함,1
카푸어는 연기 같은 느낌이 물씬,1
일반화시켜버리는게 스포츠카타는사람들을 싸잡아서 이야기하는거같아서 보기 좋지않네요,0
소리 나는거 ㅈㄴ 꼴보기 싫고 촌스럽던데,1
카푸어 특징 = 일수백,1
주민호 실수하네 ㅅㅂ ㅋㅋㅋ 중산층? 어이가 없네,1
카푸어 재벌 진짜 대비되네...,1
"요약



















검은돈, 대출, 카푸어, 우리가 범접할수없는 *찐* 금수저",1
에휴 소리 크게 차 좀 타지마라 존 ㄴ 역겨워,1
2800억이 중산층..메..모,1
영끌및 세금보험료미납 수루룩,1
6천만원 비엠타면서 카푸어라말하는게 좀그렇네요ㅎ 요즘 국산차 아이오닉도 6천씩하는데ㅋㅋ,1
ㅋㅋ 카푸어차량 5시리즈 2014년식 정도될거같은데 중고 키로수에따라1500~2500돈이면뽑음,1
스포츠카 뿐아니라 고가의 자동차 포함...이겠죠..?ㅎㅎ 실제 흔히말하는 금수저는 마지막 제주도분처럼 분위기자체가 여유있죠.. 으시대지않고 겸손함이 보이는데.. 졸부나 뭐 그런사람들은.....뭐..,1
카푸어 : 저는 카푸어라고 생각하지 않습니다,1
알고리즘이 날 이끈다,1
"역시 가려운데 잘끌어주시네요
다음도기대기대",1
수원 03년생 이성우 람보르기니 타고다닙니다,1
스포츠카? 수퍼카! 하이퍼카 아닌걸로 자기위로...,1
차만 좋은거 타면 뭐함 삶이 궁핍해질텐데,1
돈많은 사람이 예의 없다는건 드라마 클리셰임. 있는집 자식일수록 교육더 시키고 잘키움,1
근데 카푸어가 많은건 사실임ㅋㅋㅋ 전에 300에 20짜리 오피스텔살았는데 거기에 포르셰 911있었음ㅋㅋㅋㄱㅋㄲ,1
속이 차있으면 그거에 대한 자신감과 자부심이 있어서 겉으로 보여지는거엔 신경을 별로 안쓰는데 차 쇼핑에 돈 쓰고 보여줄 시간에 속을 좀 채웠으면...,1
카푸어 저런놈들의 특징이있지…젊었을때 분수에넘게 지멋데로 폼나게 살다가 돈떨어지면 가족친척한테 손벌리고 친구들한테까지 손벌리고 그러다 그것마저도 앵꼬나면 사회탓 조상탓 오지게하다가 늙으면 피해자코스프레 작렬… 온갖 불쌍한척하면서 죽을때까지 구걸로 먹고사는 쓰레기같은 인생들… 꼭 저런놈들이 돈떨어지면 범죄도 저지르지ㅋㅋ 이것들아 제발 부탁인데 니들은 애새끼 좀 까재끼지마라… 어차피 니들은 책임질 생각도없잖아… 불쌍한 애들은 양산하지말자 좀…,1
26살? 신은 공평하구만,1
2:43 주차 개같이하네 진짜,1
순간적으로 나는 염따 생각했다,1
돈이 없어도 너무 없네ㅋㅋㅋㅋㅋㅋ정신차려라  40대에 반지하 살기싫으면,1
자본주의에서는 지금 100만원이 몇년 후에는 1000만원이 될 것처럼 아껴써야한다. 이걸 아는 사람은 절대 돈을 함부로 못쓴다. 지금 저렇게 소비를 펑펑 하면 10년 후에는 지금과 똑같거나 더 가난할 수밖에 없다.,1
쓰래기짓,1
보여주기식들이 정말 쪽팔린건데... 첫번째가 젤 쪽팔린유형.. 쥐뿔도 없이 명품백에 외제차 ㅋㅋ 월8백 벌면서 버스타는 내가 더 나아보이는 이유는 뭘까. 보여주기식이라면 월급도 보여주기식으로 월2천은 되어야지.,1
"카푸어들이 젤 문제인게 비싼차는 끌고 싶어서 끄는데 메꿀수 없다는걸 느껴서 쉽게 큰 돈 벌려고 해서 온갖 불법적인 일을 함. 사회를 병들게함.  

또는 이미 불법 저지르며 유지하며 사는넘들.",1
"부자는 절대 자기 입으로 부자라고 말 안함. 
친구집 놀러가기 전까지 평범해보였는데 집 놀러갔을때 차원이 다르다는걸 느낌",1
오늘의 결론 서민들한테는 스포츠카는 그림의떡이다,1
카푸어 특징 : 중고 BMW 3시리즈 타고다니면서. 현기차 까고 다님.,1
배기통 개조한 애들은 거의 카푸어라 생각하면 되겠지?,1
진용진님도 7년반동안 6억5천뷰 나온거면 현재 거의 년마다 1억뷰 이상 이상 나올것 같은데(초기엔 영상 조회수가 많이 나오진 않았을테니) 매년 4~5억 나오는거 아닌가 유튜브 수익만으로...,1
중산층 이란 소개 뒤에 300억이란 액수가 나올 수가 있구나,1
스포츠카는 야구단 축구단 버스가 스포츠카지,1
ㅋㅋ웃고갑니다,1
"세상 너무 불공평하네 ㅋㅋ 
저 재벌이랑 동갑에 20살부터 거의 주말도 없이 여행도 안가고 공부하고 일해도 중고 경차 겨우굴리고 전세금 절반도 준비 못했는데 헛웃음만 나오네 ㅋㅋ",1
제주도에서 사는데 다니면서 스포츠카 빌려서  타는 사람 존나많다,1
4:25 중산층...........,1
카푸어가 왜 생기는지 암? 좋은차타면 본인이 차에 타 있는 동안은 부자라고 착각하게 되면서 만족을 하게됌,1
민호야 준재벌이다. 니가 어케 중산층이냐? ㅎㅎ,1
이분 계정 파신거 아닌가요??,1
"저런차 타는 사람보다 
저렇게 타는 사람들은 뭐하는 사람들일까 궁금함.
어떤 인생일 살아오면 썸네일처럼 저러고 다닐 수가 있는지",1
2:44  존나 붙여서 주차하네 ㅋ,1
"미국가면 괜찮은 동네사는 영감님들 비싼 스포츠카 많이 타고다녀요.
열심히 일해서 모기지 다 갚고..
자녀들 대학 졸업시키고..독립시키고
은퇴후 젊을때 못해본거 한풀이 하시는거죠.
저런 차를 젊은이들의 전유물로 생각하는건 고정관념임다.",1
스포츠카 99%는 카푸어구나ㅋㅋ,1
좋은차를 타기 위해서 나쁜짓을 계속한다? 한심한새끼들...,1
오늘도 잘보구 갑니당~❤❤😂😍👍👍,1
부모 등골 파먹는 사람,1
나랑동갑인데 300억이나있누,1
이 분이 겸손하시네요 재벌이 맞는거 같은데,1
재벌은 중고차를 안산다 크으..,1
5:09 진심으로 행복해보이십니다,1
2000억이 중산층 ㄷㄷ,1
관종...,1
다 명의차로 개인렌트 돌리는 애들임~,1
앙 워뇨띠!,1
카푸어특 몇년된 차종을 항상 신차가격으로 얘기함ㅋㅋㅋㅋㅋ,1
무리해서 인생이 고달퍼지지만 않다면 조금이라도 일찍 타고싶을때 사는거도 좋다고 생각한다 나이 들면 타고 싶어도 스포츠성있는 차는 허리아프고 더 불편하게 느껴짐,1
목소리 뒤지게 까네 진짜ㅋㅋㅋㅋㅋㅋ,1
부자 or 양아치,1
부동산은 비유동성 자산 현금이 얼마있냐 이게 중요한거지ㅋㅋㅋ,1
"부럽네요...ㅠㅠ
재벌님이 중산층이라고 생각하신다는건 상대적으로 그렇게 느끼시는것 같네요.
주변에 어마어마한 친구분이 많을테니...",1
"2500억 중산이라고하는건 겸손한게아니라
국민을 기만하는 교만한자세인거다ㅡㅡ",1
"정신못차린 카푸어새끼들은 보면 안쓰러움
bmw차주 꼬라지봐라 클러치백에 반바지 과학 문신까지 있으면 완벽",1
ㅋㅋㅋ 열심히 사네,1
목소리만 들으면 이병헌이야 ㄷㄷ,1
진용진차가 궁금함. 채널 카카오에 매각하고 카카오엔터 지분도 받은거 아님? 저런거 얼마나 우습게 보일까?,1
타고난.. 사람들?,1
진용진 자산듣고 놀라는 표정 개웃기네 ㅋㅋㅋ,1
"부동산업 하면서 느낀건데 일정자산 이상 있으면 차는 진짜 개취라고 봅니다. 100억 있어도 제네시스dh 타고 다니시는분도 계시고, 50억인데 43gt 4도어 타시는분도 있고,,, 여유가 있으니 차는 필요에 의해 구매하고 타시는것 같더라구요. 왜 좋은차 안 타시냐 물어보니 '저런건 언제든지 살수있잖아요...'",1
문제는 저렇게 해다녀도 전혀 안멋있다는건데 ㅋㅋㅋㅋㅋㅋ,1
돈마이벌어서 내남친 태워줘야지 꼭!!,1
"진용진 씨도 엄청 벌텐데, 마지막에 놀라는 게 좀 신기하네.",1
"ㅋㅋㅋㅋㅋ..보통 보여주는거 좋아하는 애들이 많이 저러지..
주변에도 보면 어린나이에 외제차 끌고 다니는 동생들보면 피자토핑직원, 배달원..
어린나이에 좋은차끌고 다닌다는 사람들의 시선을 즐김.. 공부안하고 승부욕은 많고 남들 시선에 우월함을 느끼려는 놈들이 무식하게 허영심으로 도파민을 채우려는 전형적인 습성은 남녀노소 요즘 너무 많다. 그들의 공통점은 자기집이 없다.
보여주는거만 신경쓰다보니 속은 텅텅빈...
어른이 아닌 어른을 가장한 애들임..
그들은 사람도 겉모습보고 판단을 많이 하는데..
보이는거에만 신경쓰다보니 겉보기만 멀쩡한 찌질이라는 본질을 잊고 사는데 다 사람들도 알고 있는데 본인만 모름..
왜냐면 뭐라하면 또 그것들은 지랄하고 분노하거든..
오히려 자존감이 낮은건데..
능력의 본질을 모름..
현재만 바라보다간.. 
돈만 바라보다간..
뉴스에 나오거나
큰사건으로 정신차리겠지..
아버지 빽믿고 부를 누리고 사는 놈들은..
잘 태어났구나...
생계를 하면서 따로 꿈을 쫒고 있는 나로썬
솔직히 재수없지만...
세상만사..
담배만 땡기는 이더러운세상..ㅋㅋ",1
"ㅋㅋㅋㅋㅋ자막엔 이름이 카푸어인데
카푸어 아니라고 당당하게 말하는게 웃기네ㅋㅋㅋㅋ",1
"미국이라도 총재산 2500억원이면 
상류층입니다 .....",1
"와 근데 은행어플에 몇억있으면 지릴듯 핸드폰같은것도 나오자마자 바로 일시불로 사고 
컴터도 그냥 원하는거 원터치로 사고 ㅋㅋ",1
부모 뽑 잘한것도 실력임,1
카푸어들 젊어서 간지나게  스포츠카 타고다니다가 늙어서 리어카 끌고뎅길라....  ㅎㄷㄷ,1
카푸어 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
진용진은 카푸어 재벌도아닌 자수성가냐?,1
