comment_origin,label
소설을 읽고 봐서 그런지 정말 실망이 크네요.,0
"군인들은 죄다 바보고, 군사시설은 구식에다가, 외계인은 소년물 SF수준.. 이게뭐야",0
평점 2점대인 드라마는 처음본다;; 얼마나 재미없길래;;,0
"정말 재미없다. 흉내만 내다 만 영화. 발연기 조인성과 송지효 때문에 끝까지 참고 보기 힘들었다. 조인성씨 연기 연습좀 하세요. 그렇게 섹시하지 않은 베드신은 내 생애 처음이다. 주진모의 연기만 훌륭. 연출,대본 다 허접하다.",0
솔직히 1점 주기도 그렇다 ㅋㅋㅋ 너무 졸립기만 해 ㅋㅋ,0
무게잡음 이토히로부미등장,0
돈 주고 보는 개콘. 개콘보다 못 해.,0
별 것도 아닌 거 가지고 흥분한 자의 최후..,0
만든제작진을 배려해서 2점준다 레알 더빙OOO기 볼꺼면 영어음성으로보삼ㅅㅂ,0
그림만 이쁜 영화내용은 정말 엉망임,0
레전드 오브 잉여라고 할수있지^^ 이게 좀비영화라고 하는거 자체가 잉여고 ^^^,0
포스터 클라스 최소 복고풍.. 하드 뒤지러 갑니다.,0
"영화보는 내내, 실제 상황처럼 찍으려고 한 건. 이해가겠는데 그 상황에서 캠코더도 꺼졌다가 지직 거리다가 뭐 제대로 찍지도 않아서 중간중간 꾸벅꾸벅 졸았다.. 뭔 내용인지",0
아....제작비는 많이 들어간것 같지만....,0
개그맨 박승대가 감독?..ㅋㅋ 정웅인 뭐하는거니?,0
"저런 남자주인공 캐릭터,내가 제일 싫어하는 인간유형이다...",0
너무나 착실한 가족용 호러물 .,0
실수로 배가 떠날때 영화도 끄시면 되겠습니다.,0
이야기의 큰 스토리가 없는것 같군요,0
시도는 좋았으나 완전하지 못해 유치하기만....,0
시간이 넘쳐서 흘르고 또 흐른다면 봐도 좋다,0
"그나마 있을법한 소재였던 1편과는 달리, 2편은 억지웃음을 유발시키기 위한 과장 그 자체. 영화 한편 만들기가 참 쉽다.",0
내가 1점주면 원주율 이다 ㅎㅎ,0
"깜찍하고 귀여운 엄지왕자,사악한 마녀로부터 마을을 지켜라",0
"이게뭐냐,,영화받아서봤는데 드럽게 재미없음 진짜허무하게시작해서허무하게끝남",0
ㅋㅋㅋ아 생각난다. 이 영화 내가 영화관에서 봤었지.... 중간에 나오고 싶어 죽는 줄 알았던 영화는 이게 처음이였지,0
재밌냐..,0
"여기 평점보고 낚였네 ㅅㅂ ㅋㅋㅋ 전우애, 액션, 현실감 원하면 액트 오브 밸러를 봐라. 탈레반들은 OO이냐? 일렬횡대로 총 다 맞아주고ㅋㅋㅋ특수부대원들이 탁트인 개활지에서 포메이션 바꿔가면서 탈레반 인해전술 격퇴하는거보고 뿜었다 진짜 ㅋㅋㅋㅋ",0
한 사이코의 얘기. 지루한 미스테리. 끝까지 보려면 큰 인내심을 요함.,0
귀신의 게란눈 재일 웃겼어요. 극장가서 보세요~~,0
너무 뻔한 내용,0
북극은 절대로 지켜지지않을거에요,0
..억지감동 3류쓰레기영화 시간아까웠음,0
언제까지 버틸셈이야?? 진짜 신기하다 ㅎㄷㄷ,0
"이건 뭐야,책이 낫다... 이거 보지마셈",0
파코 플라자의 무능력함을 드러낸 코미디 스릴러.,0
"평점이 높은 이유는? 지금 오씨엔시리즈에서 하고있는데, 진짜 재미없다.",0
야만인의 골목대장질.,0
타는 자동차. 내용 끝.,0
비긴어게인 보구 24시간내에 이거 봣음.. 비교대서 정말 개짜증나눈거엿음 위안이라도 대지.. 비긴 안보구봣어듀 연기 노래 음악 배우 다 겟더훡! 가족보여쥬고 나만 끝나기 십분전 못참거 기어나옴 . 객관적 평!!,0
벽걸이 변기가 인상적이여서 1점,0
이딴만화 그만좀 만들지;; 재su없게;; 만화로 보면 되지,0
정말 별로인영화 19금인데 잔인하지도 야하지도 않은영화,0
흔한 스토리.... 액션도 없다. 아쉬운 영화....킬링타임용으로 추천,0
3류 에로영화 어설프게 작가주의 영화 흉내내다.,0
역대급 노잼..딱 5점대가 맞을듯,0
김태희 화내는데 발음이 웅얼웅얼 몰입도 안되고 내용도 별로고,0
차마 코미디라고 부르지도 못할 고루한 히치콕차용극...,0
영화 핵노잼 감독의 연출력이 의심스러움,0
허전한 영화...,0
한국영화를 죽이고자 사명뛴 작품.,0
뻔하디 뻔할 수 있는 전형적인 멜로&로맨스 스토리의 영화같다. 멜로는 중간중간 배우들 간의 이어지는 분위기와 감정이 중요한데 이 영화는 그러한 점을 살리지 못하고 얼렁뚱땅 넘어간 느낌이 많이 난다.,0
쓰레기,0
이거 2008년에 개봉했던 지구가 멈추는 날보다 더 심하다 ㅡㅡ;,0
호불호가 뚜렷한 영화인듯... 신비로운 느낌이 나긴 하지만 솔직히 이해가 안 됨...해파리 나오고 중간중간 이상한 그림나오고...개인적으로 이런 영화 안 좋아하는 탓도 있지만 별로 추천하고 싶지는 않음,0
열라 재미없네,0
뭐이런영화가...,0
3류급 티를 내서 만든 영화,0
아무것도 없는 영화군요.,0
뭐이리 평점이 높아....잼없네 그려,0
차라리 요가 비디오를 보는게 더 재밌겠네;,0
이 드라마를 쓴 사람도 작가인가?,0
다문화 권장 쓰레기 영화,0
그래서 결론이 뭔데? 인간의 영혼을 유기물로 만들어 물에 타먹자? 설명은 부족하고 원초적인 이해도 불가능하다.,0
클라라볼라고화신본거아닌데,0
뭐야 영화전개가 부자연스럽고 반전이 그냥 허무함,0
기분이 진짜 안좋아지는 영화. 괜히 봤다.,0
와시~와싱와호와~두싱~ 두싱와호와 ~ 뒷브금 생각안난다,0
성지순례하러 왔습니다,0
이 영화를 이제서야 보게됬는데 상당히 실망이 크네요.좀더 몽환적인걸 기대했는데 꿈속이랑 현실이랑 너무 비슷함. 또 세트장을 실제로 돌렸다길레 대단한건가 했더니 호텔복도 돌아가는거였음.그리고 회사 망하게 하려고 목숨걸고 꿈속으로 들어간다는것도 이상함.,0
우오아안봤지만이상할듯,0
산만함.컨벤션.물론 보는지점은 여전히 좋다,0
개봉도 안한 영화에 평점10점준 알바가 얄미운 1人,0
좋은 소재지만 연출이 ㅈ망이네,0
도대체 왜 이영화가 재미있다그래요?진짜당황하고재미없어요.,0
여고괴담? 여고시절!,0
왜 이렇게 지루해..스토리라인이 너무 밑밑한거 아니야..,0
이런 영화 너무 많다,0
하나경 혼자서만 고생했는데도 별로인 영화,0
하하하하... 시X.....,0
이거 빵점 없냐?,0
보는 것 자체가 시간낭비일 수 있는 영화. 나와는 안 맞는 소재와 장르,0
이영화는 쓰레기이다.,0
이 영화보다 포토샵 동영상강의가 더 흥미로울 정도였다.,0
드럽게 재미없네,0
거창했지만.. 어슬프다..가끔 상황도 이해가 안된다..폼만잡았다,0
평수낮아도 볼꺼자나 그러치?,0
영화봤어요... 그래픽 잘좀하던가 스토리 잘 만들던가 디테일도 없고 재미도 드럽게없음.. ㅡㅡ 시간이 아까운건 오랜만인듯 하네요...,0
일한씨소설옛날에하이텔에서정말잼있게읽었는데진짜영화는존나재미없네!,0
할말없다.,0
소재는 괜찮았는데 막상 뚜껑을 열어보니....노답!,0
뭘 말하고 싶은건가! 갓뎀쉣무비! 똥 밟고 싶다면 봐!,0
정말이지 배우들 대사 한마디 한마디에 닭살 돋는다 대사가 왜 이렇게 쓰레기임? 작가님은 차라리 소설을 쓰세요 대본작가 말고,0
"할말을 잃음,, 래원씨 좋은 영화에만 나와줘요",0
유치해 너무 재미없어...,0
남들 다 재미없다는 영화도 혼자 재밌게 볼 수 있었던 내가1시간 동안 보고 시간낭비라며 마지막 30분을 포기한 영화.,0
아름다운 첫걸음 .. 과정없이 자라는 나무는 없어요~,0
알바가 왜이리 많은거지?,0
..,0
쓰레기쓰레기쓰레기쓰레기,0
생각보다 넘 짧았어요.,0
너무하네. 이것도 영화니?,0
밋밋하고한결같은표정의 이종석씨 땜에많이아쉬웟음 웃기는포인트도찿을수없던...,0
공포는 있지만 줄거리는 그닥,0
역시 픽사가 스토리에 손을 대야 감동과 재미가 있음 간만에 디지니 3D 애니 좋았다.,0
전작 에서 한참 퇴보한 감독..,0
가슴 따뜻해지는 명작..,0
한태상이 주인공이 아니라 서미도가 주인공인 드라마..제목도 남자가사랑할때가 아니라..남자를 이용할때가 맞는 드라마..최악의 쓰레기 드라마..,0
최악의 영화 보지마세요,0
반전 영화 좋아하지만 이 영화는 최악이다.. 지루하고.. 뭐하나 재미있는 구석이 하나도 없다..,0
우와 우와 우와 정말 대작인가?,0
"솔직히 에바 가 죽임당한거 왜잘못됬다는건지 모르겠음.엄연히백회장은 유부남이고 에바는 하녀였는데 몰래 그집에서 섹파티열고,기만하고.죽을만한건데 무슨 재벌잘못했다는식으로..감독은 가낸뱅이에 불륜을 옹호하는 사람같음",0
쓰레기,0
싸이코 된장녀 중매쟁이의 결혼이야기.,0
작가년 죄를물어 구속시켜야한다은희수 보다 더 죄가 크다 시청자를 기만한 작가는 구속해라 이런 개 허접 쓰레기,0
평점높아서 봤는데 진심 개노잼지루하고 뻔한스토리에 결말도 너무 뻔했고그냥 다큐수준 다큐도 이보단 재밌을듯감동도없고 의미도없고 주인공도 암 걍 노답 보지마세요,0
내 인생 최악의 영화 부동의 원탑2222,0
긴장감은 없고 전개는 부자연스럽다,0
고양이가 왕국을 말아먹는 영화 . 멍청이를 공주랑 결혼시키면 나라 망함,0
극장판 편집한사람은 이직시 이력서에 경력 빼야할 듯. 경력에 넣었다간 바로 낙방,0
"관객을조롱하는영화,정말기분나빳다.",0
스틸컷에 술상에 있는 그릇봐 식당에서주는 플라스틱 앞접시가 있네 조선시대에 플라스틱 ㅋㅋ,0
"국민학교때 보던 새마을운동 수준의 영화 30년쯤전에 은퇴했어야 할 감독님의 노욕이 빚은 비극,,그나마 똥례 연기에 별 세개 투척하고 감",0
존나재미없엇다 ㅋㅋㅋ,0
모호한 장르! 갱스터 액션 무비? 그러기엔 너무 나른한 분위기...,0
무서운거 잘 못보는 나도 별로 무섭지 않았다 ㅎ,0
the most of learned people know that the english are like that ...,0
"스스로의 선물을 갈취해 가는 잔혹한 약탈자, 신터클라스 무찌르기.",0
진심 노잼 .나 무서운거 못보는데 이거는 그냥 새벽에 혼자 불끄고 봤는데도 뭐지했다.,0
역사의기록인지 왜곡인지 픽션으로만들던가 역사를토데로 픽션을만들려면 재미라도있던지 머하자는건지모르겠고 중심이공주인지 연개소문인지도모르겠고 OO같은 드라마인거같습니다 시놉안보고 시청자우롱하는드라마인건 확실하다는 느낌,0
아무리 드라마지만 현실성제로 내가 부모라도 더많은 이유로 반대는 당연한거고 그렇게 언니를 사랑했고 힘들어했다면서 언니와의 추억이 동생과 오버랩이 안되는게 말이되냐 미친드라마? 윤세나 엄마가알면 기가찰 노릇이지? 어른들은 상처를 죽을때까지 안고갈거임,0
"정말.. 별로였어요 이탈리아의 아름다움도, 음식의 말도 잘 담아내지 못한 영화.. 성대모사가 영화에 가장 중요한 부분인 줄 알았으면 안봤을텐데 싶네요.",0
식상하고 지루하고 쉬운 영화. 조니뎁이 아니었다면 보지않았을듯.,0
ㅡㅡ 시간버렷다....이걸 끝까지 본 내가 스님이네,0
말도안된다 안면인식장애걸리면 뚱뚱한지 마른지도 구분못하나? 목소리도 구분못하나? 스토리가 안면인식이 아니라 시각상실 청각상실이네,0
주상욱 이거 왜 찍음? 아 안타까움,0
왜 요즘 우리나라 영화는 질낮은 성애 영화'뿐인가;;,0
얘쁘니까 1점.,0
멍청한 스릴러.. 화가 난다! 톰 크루즈!,0
귀여운 아기 바다거북의 모험을 기대 하셨다면 보지 마세요...,0
10년도에 보고 찝찝했던영화 모르고 또봐 찝찝하다..,0
"날 로그인하게 만들다니.... 무려 3시간동안 뭘 애기하고자 한건지... 못생긴 경찰관, 오줌마렵다는 아이를 방관하는 스텝들.... 보는내내 재미는 하나도 없고, 짜증만 나네. 곰플 2배속으로 봤는데도 결말과 동시에 shift+delete해주게 되는.",0
하나도 안무섭고 잠만오는 영화 이런영화를 왜만들었는지,0
이럴수가...10자,0
"잔잔한 로맨스드라마, 한국에선,흥행은 힘들다",0
완전 막장 스토리 노래는 좋았으나 스토리가 말아먹음이렇게 만들꺼면 차라리 후속작을 안만드는게 좋았을듯하다. 이런 막장스토리는 아내의 유혹 이후로처음..,0
자석인간은 sbs에서 방영된적있는 어메이징 랜디님이 없다고 밝혔는데 나오지 않았으면 좋겠다. 나온다면 파우더 바르고 하는것을 보여줬으면 좋겠다.,0
난 지루하네,0
이후로 이런 영화는 쓰레기.,0
"삶에서 그대로 받아들이지 못한 죽음과 폭력을 영상과 사진으로, 그것에 유물이라는 이름이 붙는다면",0
오버하지좀 마라 쓰레기같은 알바들아.. 이건 뭐 XX들도 아니고..,0
역대급 쓰레기 영화 주제에 점수가 너무 높다,0
사막에서 자동차추격전 아스팔스급커브 효과음////,0
완전 C급 영화 시작하자마자 땡중(대사) 적들로 부터 싸움을 시작,0
"프랑스영화 특유의 일상적이고 과장없는 스토리,극적인 요소는 0",0
"탤런트들이 출연하는 성인 TV문학관, 소재가 아깝다....",0
왜 마이너스는 없냐 ㅡ ㅡ,0
늑대가 아니고 미녀와 야수느낌?...,0
우와 진짜끝내는거임 완전 MBC진짜...,0
존스:존ㅡ나 쓰ㅡ레기,0
ㅋㅋㅋ아나 이제 고질라는 미국건데,0
별로라는 쪽에 한 표...,0
아놔 이영화가 좋다는사람들.. 웃겼습니다. ㅎㅎ,0
이 영화때매 내 친구 별명이 영춘권ㅋㅋ,0
", 와 함께 세트로 100원에 보실분?",0
무도가 무너진다 이따위 프로가 1위라니...,0
이게 영화냐?? 만화지...앞뒤가 맞지도 않고..ㅎㅎ,0
기대를 갖고 봤건만.. 역시나 우물귀신..,0
ㅡㅡ하하하 참나 머라표현해야할지,0
개노잼개노잼개노잼개노잼,0
ㅋㅋ 정말 이거 영화라고 만할수있어? 감독 아무리 생활고에 찌들려도 미래를 생각하자,0
오페라의 유령 1편을 보신분들이 본다면 실망할수밖에 없을겁니다 뮤지컬 캣츠 같이 세계적으로 유명한 뮤지컬이기는 하지만 영화라고 하기에는 많은 아쉬움이 있네요,0
괜찮은소재 하지만 머리를 비우고 보시길...,0
허허헉...헉 소리나는 화면의 연속 !!! 기나긴~전초전을 지나서~ 시작이다.,0
모든 선택은 지가 하고 원하는데로 안되니 남한테 화풀이 후 도움 요청 여주 진심 싫다 욕먹은 뒤 도와주는 사람들도 호구,0
왜 네이버는 0점이 없을까 이건 중국이라지만 너무 노골적으로 베꼈다 제작자는 감옥가야한다,0
멍청한 감독과 멍청한 배우가 만나면?,0
단순 액션물과 마찬가지로 남는 것 없는 팝콘 무비. 역시 짐 캐리 최고의 영화는 트루먼 쇼,0
솔직히저는 한국판이 토나올정도로 재미가 없었습니다 일드화차는 한편 문학감상하는 맛이들었구요,0
별점 자체를 주고싶지않은 영화,0
국산 페이크다큐가 갈 길은 아직 한참 먼 것 같다.,0
이게 오늘개봉 존나재미업승ㅁ,0
"액션은 100점, 내용은 -100점, 개그는 10세 이하 수준.",0
정말 재미없어요,0
1점도 아깝다. 충무로 쓰레기 감독.. 발만 넓으면 뭐하니?,0
일본산 삼류치곤 수작이다,0
평에 속았다 ~공포영화조아라해서 vod로 거금8000원이나주고본건데;;윽~~~욕나온다 어찌이게재밌다지?~휴~,0
별점 보고 4000원 날림....ㅠㅠ 억지웃음강요영화...,0
"아무리 눈물 짜내려 만들 영화라도 그렇지.. 재미는 아주 안드로메다에 갖다 팔아먹었네..되도 않는 스토리 가지고 억지 눈물 짜내려는 게 보는 내내 불편했네요. 왜 이리 호평이 많은지도 모르겠고, 이게 대한민국 영화 평점 중에 상위권에 랭크되어있는것도",0
최악..니브캠벨 샤워씬 처음에 잠깐 그걸로 끝...시간아깝다,0
인천유나이티드 지금 깡패 축구하는거나 봐라,0
뭐어 암흑의 힘!? 장난하나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
평점이 나름 괜찮은거같아서 봤는데 재미없어요...,0
아역때 정말 재밌게 봤는데 성인으로 바뀌고 잼없어요 어색한 연기에 캐스팅 넘 안맞음... ㅡㅡ 볼만한 드라마 생겨서 좋았는데 실망이네요,0
"뒤주아드루아 드 칸텔~이남자의 연기에 경악,뜨악,여배우들이 완전 이쁘다~특히 콜로필드?인가..가난이 사람을 이렇게까지 망가뜨릴 수있구나.하며 씁쓸했어요.그리고 어리석은 여자들의 욕망에도 혀를 찼어요.",0
재미 없긴 했는데 왜 원주율이지..ㅋㅋㅋ일단 1점,0
재미없고 지루하고 뻔하구 청승맞구 휴~~,0
쫌 유치하고 결말도 허무한,0
시간때우기(비디오용)로도 보지마세요,0
ㅋㅋ OOO 내가 영화한번 보면 아무리 재미 없어도 끝까지 보는데 이건 40?분 정도 보고 포기함..,0
하리수라... -_-;;,0
한치 앞을 알 수 없는 연출과 4차원 상상력! (포스터의 글이 틀린 말은 아니다..),0
쩐다 알바천국 ㅋㅋ (10자),0
호러물의 거장 아르젠도 망작에 안착하다.,0
왜이러세요..안그러셨잖아요....,0
이놈 이년 저놈 다 관계가진 관계다양성이 역겹다.,0
↓ 굿,0
내가 써도 이보다는 더 잘 쓸듯 ㅋㅋ,0
너무 거시적관점이다 뉴타입들의 행동거지하나하나가 도대체 이해되질않는다,0
개인적으로 굉장히 싫은 영화... 한명 살리기 위해 도대체 몇 명이 죽어나가는건가...,0
일단 초반엔 상당히 이목을끌고 재미있는데 후반부로 갈수록 먼가 똑같은 연기를 하고 있다는 생각과 똑같은 연기같네요 완성도 부분에서도 상당히 좀 충격받았구요 전 상당히 감동적인 영화 좋아하고 그러는데 이 영화만큼은 정말 기대치 이하였네요..,0
블랙위도우 만드는 영화,0
고등학교떄 본 영화... ㅡㅡ;; 보면서 잤다.,0
관람전 평점 6.61에 미스테리,0
옛날판이 더 좋아,0
지성케릭터가 너무애매하지안았냐?,0
1점도 많네 0점이 적당하다 ㅋㅋ 드라마가 산으로 가네 ㅋㅋㅋㅋ 대박,0
북한군을 인간적으로 묘사하여 당시 논란이되던 문제의작품,0
태어나서이런영화?는처음 접했습니다.거의대학생과제급수준의영화라고나할까그냥..머랄까이건아닌것같습니다.시간날때이거말고그냥잠자는게 이득일거같습니다.,0
"아 느꼈던 모든재미,감정이 여주인공의아빠가나오면서 와장창..",0
25초 광고를 10배로 늘였을 뿐 신선하지도... 재미도 없다,0
이게 영화란 말인가? 화난다...,0
그배경은 분명 현실인데.. 현실성 없는영화,0
"죽는다... 영화2점, 거짓말하는사람들때매 1점감점..",0
몇년동안 본거중에 가장 최악이다 한국영화여서 챙피하다...,0
나는 불호.. 영상미는 인정하지만... 내용이 잔인하고 찝찝하고 짜증남..1점도 아까움,0
내 취향은 아닌듯 배우연기가지고 모라하진 않겠지만 나머지 구성들이 별로인듯,0
재미있다고하는님들 정신줄잡으세요,0
아답답해ㅡㅡ진짜로 화가나서 도저히못보겠어요몇주뒤에 보는건데도아직복수가시작이안됫다니..아오 답답하고짜증나고..제발,0
"무섭지도않고,웃기지도않고,스릴있지도 않고,솔직히 뭐 하나 잘했다고 내세울것 없다. 수학이나 국어 시험을 봤다면 올백을 맞던지 수학 100점, 국어70점 도 아닌 그냥 수학75점 국어 75점 받은 느낌의 잘만든것도 아니고 못만든것도아닌 참 애매한 영화",0
드림웍스가 제작한것처럼 한 문구가 마음에 들지않는다. 드림웍스에 먹칠을 하는일..,0
이걸 영화라고 만드나...,0
말도안되는프로이다.,0
난 솔직히 재미없었어. 코믹요소가 없어서,0
"1,2까지도 억지로 참고 봤는데 무슨 생각으로 이상한 스토리를 추가해 원작에 먹칠을 하는지 이해할 수가 없다. 특히나 제일 실망스러운건 L이 L같지가 않게 변해 버렸다는 점",0
정말 실망이다. 아부를 잘 모른다. 겉만 핥기식,0
피가 아닌 물로 쓰인 뱀파이어 소설,0
이 영화는 볼 만한 영화가 아닙니다...,0
별점테러닷! 이얍!ㅋ,0
예술가의 삶이 다 그런 것,0
톨스토이 너무 어렸고 여자 잘못 만났네.. 볼거리는 많지만 지루한 편이다..도리언그레이의 초상도 친구 잘못 만나면 인생 어떻게 망치는지 보여주던데,0
지금보려면 진짜 유치해서 못보겟더라 ㅋㅋ,0
안나오는 사람 왜 적어놨냐 낚였네ㅡㅡ,0
소통도 없고 관능의 매혹도 없다. 더이상 영화만들지 말았으면.,0
황당그자체의 그저그런영화...,0
스릴러인데 ..너무 지루해,0
중국 미라 꺼졍 이모텝 어디갔어ㅠㅠ,0
진짜 조온나 재미없음... 주온 시리즈 중 최악인 것 같음... 지루해서 죽는줄,0
"봉제기법은 싼티 , 알기 힘든 내러티브",0
뭔가 로맨틱할거 같다고 생각해서 본다면;; no~,0
평점 떨어져라,0
너무재밌어요,0
그래요 처음엔 괜찮았는데 가면갈수록 더 보기 싫어 지는거예요,0
벅스라이프에 밀렸음 ㅋㅋㅋㅋ,0
볼만은 한 영화 But 수작은 아니다,0
보다 잤는데.. 별로던데 초반만 볼만함,0
"아니, 여자가 다 늙고 못생겻고 그런데, 되게 얼굴 본다는게.. 그리고, 자기 얼굴 생각하고, 해야지. 자기 얼굴 이쁜줄 알고 개 고급이네요.",0
포스터에 티파니가 있네.. 영화도 찍었는가?,0
캐스팅 망..ㅡㅜ,0
두서없는 전개가 맘에 안들었지만 웃기기는 웃겼다,0
정말 왜이렇게 높은 것인지 모르겠음. 영화 졸라 허접한데,0
드르렁 쿨쿨,0
버러지 c급 조폭영화 ㅇㅇㅇ,0
전작들보다 못하다... 게다가 마지막 장면을 보면 뭔가 살짝 막짱삘도 느껴지는데;; 전작들하고 완전 사람이 다르잖아 이거...,0
당신이 솔로가 아니면 이 영화를 보지마세요.,0
한국인 정서에 전혀 맞지않는 어설픈 고전판타지,0
추심을 너무 미화하는데ㅎ,0
모든면이 최고인 영화 그러나 역대 최악의 주인공 캐릭이 다 말아먹은 영화...주연을 빼고 악당들만 있다면 4점이상은 될 영화,0
최악,0
아.. 시나리오의 어떤 점을 보고 이 영화에 출연들을 하셨을까..,0
"존 맥클레인의 간지도, 유명한 명대사도 빛바래버렸다. 무의미한 액션신 남발에 집중력과 재미는 최악으로 떨어진다. 4편까지는 좋았잖아요.",0
이영화에서 이경영이 사전들고 되도않는 말꼬투리 말장난 할때부터 장진 영화 안봐,0
이런 스파.. 전설은 아니잖아~!,0
이거 보자는친구 그날 팼음..,0
샘레이미의 네임벨류만 믿고 영화를 봣다간 큰코 다친다.,0
조니오빠 맞을래?ㅋㅋㅋ,0
?내 30년 인생최악의 영화.개연성없음 재미없음 감동없음 스릴없음 반전없음 개념없음 어이없음. 모든게 없는 영화,0
이건 뭐 공포도 아니고 혐오물도 아니고ㅋㅋ,0
극장에서 봤는데 추천한 친구 깔뻔했음,0
결말이 모친출타하셧네,0
아직도 그자리네요 .친딸을 옆에 두고도 몰라본다는 내용도 지겹구 ...빨리빨리 끝내요!!!,0
최신영화 아니죠~ 최악영화! 맞습니다~~,0
전라도사건인데 왜 배경은 강원도로.. 기분나쁘네요,0
지금보기엔 촌스럽다,0
두부공장 차사장.살인마 은희가족을.안타깝다 차사장 지옥가라,0
정말재미없다.. 진짜설정은참신했는데 이렇게밖에 못살리다니..,0
쓰레기,0
화이팅이요 힘내세요~~!,0
"안경끼고눈아파서 OO - - 잡혀간 누나의 태연함의 압권.-,.-",0
평점 0점이 없다는게 안타깝다,0
왜 이렇게 하차가 많은거임 ㅡㅡ 돌비수 연살타 사갈현 모두루약연 고창 등등등 다 없어져 있어 ㅡㅡ,0
명작 편을 골로보내내 그리구 갑자기 프레데터랑 여주랑 뜬금없는동맹 스토리도 골로보내는영화,0
어휴 이거 영화니?,0
연기력이나 표현력은 정말 좋았다. 영화 = 스토리 라고 생각하는 사람이지만 연기력은 참 좋았다. 근데 결말은 뭐지? 엔딩 크레딧 나올때 진짜 육성으로 욕 나왔다. 열린 결말 이라고 포장할수 있는 수준이 아니다. 영화 평론가 가 꿈인 사람들 외엔 비추,0
