,comment_origin,label
383,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 캐릭터 커스터마이징인데 겁나 진지해,1
384,만든 아바타가 약간 여자송강 같네요ㅋㅋㅋㅋ,1
385,주변에서 카푸어라고 알아보는 순간 동경의 눈빛에서 동정의 눈빛으로 바끰,1
386,와 꿈의 조합 포르쉐911과 레인지로버 스포츠,1
387,주제는 진짜 식상한데 진용진이라 살아났네,1
388,잘생겼다고 투표한얘들 거리에서는 왜 안보이냐고….,1
389,멋있게 젊음을 보내는게 정답이긴 하지... 멋의 기준이 저것밖에(가장 이루기 쉽고 단순한 멋) 안되는게 안타까울 뿐.,1
390,자산 2500억이 중산층이냐 씨x,1
391,"오키 용진이형 평균이상 인정!
나도 자연스럽게 평균이상 인정~",1
392,비교체험 극과극이네ㅎ,1
393,전형적인 금융문맹이네요,1
394,진짜 궁금했는데 감사합니다^^,1
395,중산층 이란 소개 뒤에 300억이란 액수가 나올 수가 있구나,1
396,한번사는거 멋지게 살고싶다는데 전혀 멋지지가..ㅎㅎ,1
397,1,1
398,아니 난 진짜 평균이상이라니까..;;,1
399,"스포츠. 슈퍼카. 고급세단 등
나이와 상관없고 차만 간지지. 
차가 좋다고 인물이 간지나는건 아니다.
호갱일뿐이지.
얼굴 표정과 행동  하나하나에 다 나오거든.
벌써 인터뷰 자체가 한사람은 블러처리, 한 사람은 다 공개.  쪽팔리는거 아니 블러처리요청한거지.
그런 사람은 명품으로 다 둘러도 없어보여.",1
400,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이왜웃?,1
401,하 존나 골때리넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
402,3:26 오타...,1
403,이래서 태어날때 부모가 돈없고 능력없으면 반은 실패한 인생임.만약 자신의 부모가 돈도 없고 능력도 없다?남들이 뭐라 해도 원망해도  됨.,1
404,와 ㄹㅇ 이뻐진다 ㅋㅋㅋㅋㅋㅋ컴퓨터로도 금손이시네,1
405,진짜 카푸어들은 안나왓네 ㅋㅋㅋㅋㅋㅋㅋ,1
406,의사썜 진지하게 하는게 은근 웃기네,1
407,토토불법사설+성매매=중고스포츠카,1
408,밥먹다가 밥알 코로넘어갔어요 좀 이런 아 너무웃기네,1
409,오늘 진용진님 표정이 너무 웃기네,1
410,비엠 신차로 6-7천이면 그냥 5시리즈 아닌가 ..,1
411,.,1
412,인스타 미인,1
413,5:10 행뽁해보이셔ㅜㅋㅋㅋㅋㅋㅋ,1
414,진짜 이러다 중딩들이 대놓고 몇십개씩 가져가면 어카려고,1
415,와 주제 대박 ㅋㅋㅋㄲㅋㅋㅋㅋ,1
416,이상하게 거울보면 평균 이상인데 카메라에 비친 모습 보면 극혐임.,1
417,저희엄마는 그냥 저보고 대놓고 얼굴 안된다고 하심ㅋㅋ ㅠㅠㅠ,1
418,본 교관은 너희들에게 실망했다.,1
419,와..로아 커마할 때 성형외과 의사분들은 이런 거 정말 잘하시겠지??? 생각했었는데 어떻게 딱 이런 영상을 ㅋㅋㅋㅋㅋㅋ,1
420,주변에 코인으로 30억 이상 번 사람들 전부다 스포츠카 사던데 …ㅋㅋㅋ,1
421,4:24 ?,1
422,담배 잡은다고 금속 탐지기도 쓰던데 ㅋㅋㅋ 라때는 진짜 가방 다 뒤지더라 ㅋㅋㅋ,1
423,다른 사람들 다 가볍게 보고 넘기는데 여기서 아무 것도 아닌 거 꼬투리 잡고 비아냥 거리는 거 진짜 못배우고 자란 거 티나요… 그냥 영상 보고 재미있는 댓글 보면서 그렇구나~ 재미있다~ 이렇게 보면 될 것을 왜 뭣도 아닌 거 하나에 눈깔 돌아서 지랄발광을 하시는지… 여자든 남자든 저 지랄 하는 분들 다들 정신 좀 차리세요~~,1
424,3:33 카푸어 아니라는데 자막에는 카푸어라고 해놨네 ㅋㅋㅋㅋㅋ,1
425,저희땐 반에서 말썽부리는 애들만 집중적으로 소지품검사 한적이 있어요.ㅋㅋ,1
426,3빠,1
427,대한민국 중산층 재산 컷트라인 기준 2500억,1
428,아니 근데 실제로 이쁘게 잘 나옴 ㅋㅋㅋ,1
429,수련회 교감님 덕선이 아빤줄 알았네ㅋㅋ,1
430,아니 번화가에는 다 평균이상 존잘인싸들만 돌아댕기잖어ㅡㅡ 나같은 평균이하 찐따들한테 물어봐야지,1
431,형 디시는 어디갔어ㅋㅋㅋ,1
432,카푸어는 병이지 앎…,1
433,여자가 자신의 외모를 낮게 평가하는건 화장 전후로 비교를 해서 그런거 같음 화장 하고나서 지우면 현타 ㅈㄴ올듯,1
434,어딜 내놔도 부끄러운대학...,1
435,"카푸어는 벤츠, BMW고 
재벌은 포르쉐 람보르기니 많이 타는듯..  특히 포르쉐",1
436,이병헌 목소리가 들리네,1
437,2500억 자산가가 중산층이라고?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
438,시원시원하게 얘기해주시네옄ㅋㅋㅋ,1
439,뭐 지가 꼴리는데로 살겠다는데 돈 모았다가 가는데 나이없으니 저렇게 쓰면서 행복하면 장땡이지,1
440,스스로를 꾸미고 관리할 줄 아는 남자라면 다들 잘생겼다고 해주고 싶음... 근데 관리도 안하고 자기객관화도 안 된 사람이 남의 외모 평가하고 있으면 그것만큼 꼴보기 싫은 게 없음,1
441,썸네일보고 이건 안볼수가없다ㅋ,1
442,"1:33
5:41",1
443,평균이상이란건 없습니다 그냥 취향차이에여,1
444,와.... 수학여행 가는데 넷플릭스를 보는 시대가 왔네...;;;,1
445,여자보고 남자처럼 생겼다고 하면 대부분 별로라고 말하는것이고 남자보고 여자처럼 생겼다고 하는거면 긍정적인 평가를 하는것이기 때문에 남자는 피부가 넘사로 안좋거나 눈코입중 하나가 없지 않는이상 다 나쁘지 않게 생김,1
446,보픈카 ㄷ ㄷ,1
447,911 랜지로버 두개다 법인차는 아니겠죠?ㅋㅋ,1
448,애초에 평균 얼굴이란 얼굴이 어떤 얼굴인지 더 궁금하다,1
449,고성능차사면 3개월동안만 재밋던데,1
450,1,1
451,오히려 여자들이 자기가 이쁘다 생각하던데?,1
452,중간 비엠은 좆구형이라 싼건데 저런분은 취재안하시는게..최소 포르쉐이상 타는분이상이 적합할듯,1
453,ㅗㅜㅑ,1
454,ㄷ,1
455,3:19 멋지게 사는 것의 의미를 모르시는 듯,1
456,가방 검사 완전히 다 하지 않습니다. 2010년 기준 저 가방 검사 안 당했습니다. 물론 가방안에 금지 물품은 진짜 있었습니다. 도수 30짜리 술 있었는데 그 때 스릴 쩔었습니다. 다시 느껴보고 싶다,1
457,이거보고 이재명 뽑기로 했다,1
458,역시 랜드로버 차를 타려면 2대가 있어야되는군요,1
459,"차쟁이들 사이에서 엄청 유명한 짤이 있죠 ㅋㅋ
회사 대표 차: 제네시스
회사 대표의 아들 차: 포르쉐
ㅋㅋㅋ
실제로 제 주변에 수백억, 수천억 기업가치 가진 기업 운영하시는 분들 계시는데, 진짜 한 70프로는 맞는 말 ㅋㅋ",1
460,솔직히 카푸어가 자기 카푸어 아니라고 하는건 본래 좀 화려하게 보이고 싶어하는 사람들이니까 이해하는데 골프장가지고 있으면서 중산층이라고 하는 재벌은 진짜 너무 기만 아니냐,1
461,ㅋㅋㅋ썸네일 개웃기네,1
462,"근데 아빠 밑에서 사무작 하는데 놀면서 200씩 받을텐데 그정도면 금수저 아니냐
근데 벤비아 말고 다른 회사 스포츠카는 거의 부자임",1
463,부모를 잘만나야 돼,1
464,아니 건대입구에 오셨섰었네 ㄷㄷ,1
465,"이게 딱 보면 티가 난다고 해야하나...음...
확실히 옷입는것부터 마인드까지 하늘과 땅 차이네 ㅋㅋㅋ",1
466,저런사람들이 다 중산층거리네..하,1
467,천안 불당에 수두룩 빽빽 ㅋㅋ,1
468,커... 좋타...,1
469,"1. 부모
2. 자수성가 
3. 검은돈

세상굴러가는거 뻔하지",1
470,중고로 차산 허세충 카푸어들 특 ㅋ 차가격 물어보면 무조건 신차가격댐,1
471,길거리엔 인싸밖에없는데 무슨 ㅋㅋ 다 기본은 생겼겠지,1
472,타고난.. 사람들?,1
473,아 탈모라고하는거 개웃기메,1
474,"세상에 못생긴사람이 어딨노
꾸미는 방법을 모를뿐이지",1
475,? 우리 가방 검사 전부 다 함ㅋㅋㅋㅋㅋㅋ남자 여자 나눠서 가방 열어놓고 나가라함ㅋㅋㅋ,1
476,2500억이 중산층... 난 빈민보다못한존재,1
477,피임 꼭 부탁드릴게요,1
478,4:00 돈 천만원 없어서 런한 사람이 누구더라~~,1
479,구라같은데..? 젊을때 스포츠카 타는거 그런분들도 있겠지만 거의 불법적으로 돈 많이 끌어모으는게 대다수 아닌가 내 주변만 봐도 그거밖에 없던데,1
480,"미안,,
나 평균 이하,,,,
외모가 뭐가 중요하냐
그냥 깔끔하게 사람처럼만 다니면되지,,ㅎ",1
481,우ㅗ어어,1
482,썸네일로 봤을 땐 어차피 있는 집 자식들이고 여자들은 몸 대주는 거겠지하고 있었다.,1
483,다른건 안궁금하고피의겜 2 빨리 나왔으면 좋겠다,1
484,2,1
485,아니 근데 난 진짜 평균 이상인데..,1
486,ㅋㅋㅋㅋㅋ이때 비닐봉지에 과자 엄청 사와서 넣었었는데 거기에다가 폰넣었는데 안들킴 그리고 술도 걍 넣었는데 안들킴 제대로 검사안함 ㅋㅋㅋㅋ 내 친구는 브라 안에 폰넣었었는데 와 중3때 일이네 이게 개추억이노 지금은 고3띠,1
487,똥먹어본사람 좋아요,1
488,어떻게 신차값 6천 정도 하는 차를 한달에 50을 내면서 타지 중고차 값 4천으로 줄이고 5년 할부 친건가,1
489,난 평균이상이 아니라 상타치다,1
490,"내가 무슨일을 하고 주변사람들이 어떤사람들이 있는지에 따라 다르다고 생각합니다. 저도 지금나이 아니면 못탈거 같아서 포르쉐 스포츠카 타고 있지만 카푸어라고 생각하진 않습니다. 돈이 많지도 적지도 않지만 순자산 15~20억 사이인데 타고있어요, 제주변도 수십억 자산에 스포츠카 슈퍼카 타는분들 여럿 계시네요. 영상보고 괜히 어린데 스포츠카탄다고 사람들이 카푸어로 오해하면 기분이 좋진 않을것 같습니다ㅠ 내가 무슨차를 타던 선택은 자산이 얼마가 있든 내 취미고 자유고 기호라고 생각합니다. 편견만 갖지말아주세요ㅠ",1
491,제친구 24살 짜리 2억짜리 2대 끌고다니는데 집이 정말 부유합니다 적당히 잘사는 집은 그냥 E클 끌고 다녀요,1
492,잼민이들아 학교 동의여부 문제가 아니라 애초에 본인의사 없이 소지품을 강제로 검사하는것은 법적으로 위반이다.그래서 안보여주면 걍 끝이다.,1
493,진짜 성형한 사람의 전형적인 얼굴이 나오는게 개신기하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
494,대출 땡겨서 집 대신 스포츠카 있는 사람이 대부분이겠지 재벌은 소수라..,1
495,ㄷ,1
496,내 생각엔 진용진님이 딱 대한민국 남자 외모 평균정도되는듯,1
497,나는 선생님들 뭐하고 있는지 ㄹㅇ 굼금하던데 ㅋㅋㅋ 관광하실듯,1
498,어려서 돈 많이 벌어서 타면 문제 없음ㅇㅇ,1
499,카푸어 품위유지비 지출 있다는 이야기가 ㄹㅇ 개웃기네ㅋㅋㅋㅋ,1
500,남이 제 욕을 하면 진짜 귀가 간지러운지 궁금합니다,1
501,4:31 이게 중산층이면……,1
502,욜로 마인드 ㅋㅋㅋㅋ,1
503,자괴감 드네. ㅋㅋㅋㅋ 게임 하나도 안하신분이 게임 커스터마이징을 저렇게 잘하시다니. 난 뭐냐,1
504,우리는 봐주겟다 이런것도 없었습니다 다 가방놔두고 뒤로 나가게한뒤 그 작은 로션샘플도 열어서 일일히 다 냄새맡고 그랬어요 진짜 ㅋㅋㅋ 어휴 ㅋㅋ,1
505,푸어들아 용진이형이 너네 보다 돈이없을까 ???,1
506,빚 : 빛,1
507,"카푸어 
아버지 회사에서 월급만200
품위유지비 3000
아버지재산 7000 억",1
508,1시간 ㅋㅋㅋㅋ역시 대단하다,1
509,강남역에서 스포츠 카 타고 오는 사람중에 젊은 사람 특: 차타고 강남역을 몇 십 바퀴 돌아서 개웃김 ㅋㅋ,1
510,이게 어중간하게 사업하는 집안이랑 찐 부자집안이랑 차이네 ㅋㅋㅋㅋㅋ사는건 같아보여도 인격이랑 재산은 다르네,1
511,ㅋㅋㅋㅋㅋ 클러치백남 본인 오지게 포장하네 ㅋㅋ내일 죽어도 후회없이 살자는 마인드? 남들은 다 모지리라 돈모으고 국산차타고 다니나ㅋㅋ,1
512,아니 근데 스포츠카를 젊은 사람이 타야되는데...,1
513,우리는 검사했는데...(내껀빼고),1
514,욜로 욜로하다가 골로간다,1
515,돈에 눈이 멀어 민심을 팔아,1
516,"아버지 밑에서 200 받아서 일하면서 저런 차 굴리는 거 자체가 어나더레벨 아님..?ㅠ 200도 용돈 대신 받는 듯
진성 카푸어는 차에 돈 꼴아박고 커피는 봄봄 마시자누",1
517,아니 선생님 왜그렇게 열심히 하시는건데요 ㅋㅋㅋㅋㅋ,1
518,4:37 표정 미치겠네 진짴ㅋㅋㅋㅋㅋㅋㄲㅋ,1
519,루리웹ㅋㅋ,1
520,존나궁금했는데ㅋㄱ,1
521,26에 300억있으면서 중산충이라는건 기만 아니냐?,1
522,우리학교에서는 가방검사했지만 술이랑 핸드폰 고데기 담임선생님께 맏겼습니다 ㅋㅋㅋㅋ,1
523,ㅋ,1
524,수련회는 왜하는지모르겠다 선생들 쉬려고하는거같음 선생들이 수련회해야되,1
525,인물사진사도 의사님들만큼 하는거 같아요.,1
526,ㅋㅋㅋ어제 수련회갔다왔는데ㅋㅋ,1
527,그니까 안타까운 친구들이 많다는 거구만,1
528,자산 300억보다 저 얼굴이 26살이란거에 놀랏다,1
529,'아버지 밑'에서 사무직이면 카푸어는 아니지 않나...ㅋㅋㅋ,1
530,초딩때 수련회 갔을때 교관이 빠따 때렸는데... 어우 지금 생각하면 그냥 스트레스 해소 할려고 그랬던거 같군요,1
531,이슈왕보고왔다,1
532,추억이누,1
533,작년추석에 시골에서 집의로 돌아오는데 썸넬처럼 타던사람봤는데...,1
534,인터뷰처럼 얼굴까고 물어보면 평균이상이라고 하는 사람 몇 없을듯,1
535,"중요한 건 멋 없다는 거다ㅋㅋㅋ
차가 비싼차면 뭐 하냐....
사람이 싸구련데ㅋㅋㅋㅋㅋ",1
536,5:09 형도 포르쉐 살 수 있지 않나?,1
537,지하주차장에서 악셀 저따구로 밟는거 차 부셔버리고싶네,1
538,지금 2030 청년 빈부격차는 거의 중국수준이라는데 딱 맞는말같다. 우리나라 평범한 청년들 대학교 등록금 대출받은거 값겠다고 빚쟁이 상태로 사회생활 시작하는경우는 부지기수고 누구는 직장 다니면서도 돈 몇푼 아껴볼라고 편의점가서 점심 한끼 뭐먹을까 고민중인데 누구는 부모잘만나 저런 호의호식 다누리며 다른세상에서 살고있으니..,1
539,"쥐뿔도 없는카푸어들을 보고
꼴갑을 떤다고 하지",1
540,"금수저분 용기 있으시네 얼굴까고 나오고 
근데 카푸어는 보여지는게 중요하다고 꿀리는거 없는데 얼굴은 왜 모자이크일까..",1
541,월 200따리가 전액 할부로 포르쉐타니깐 부럽다기보단 불쌍함 ㅋㅋㅋ,1
542,수련회 가지마셈 안가는게 이득임,1
543,두번째 잘생겻네ㅠ얼굴은 안 보이는데… 결혼해주세요,1
544,아버지 밑에서 일한다 이거부터 넘사벽,1
545,3:31 카푸어 : 아니요 저는 카푸어라 생각하지 않습니다,1
546,연봉 2800~3000 이면 적은건가요?,1
547,왜케 진지햌ㅋㅋㅋㅋㅋㅋ,1
548,"비엠 타시는 분은 폼생폼사~
그 다음 분은 ... 증산층이라...2500억...
연봉 4 천에  재산은 모닝+아이폰 뿐인데
나는 뭐지 ㅜㅡㅜ",1
549,1:50,1
550,"스포츠카 나이 그런거 상관없음 그냥 차자체로 아우
라가있음ㅇㅇ",1
551,뒷모습이 해적왕인데?,1
552,여자들도 하는줄 알고 끝까지 봤는데!!,1
553,심포니 오브 에픽 광고모델 누군지좀 알려주세요 약오르네요,1
554,진용진도 맘먹으면 스포츠카 사지않나 윾튜브가 월8천 벌었는데 200만 유튜버면 월 1억5천벌지 않을까,1
555,저희는 초딩때랑 중딩때 수련회 동일한곳 갔는데 숙소에서 전원 다 가방검사를 했습니다..,1
556,오 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
557,"5:08 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ이정도면 거의 쌌는데,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",1
558,클릭하게 해주셔서 감사합니다 구독과 좋아요 알람설정 끝 😆 이런 아이디어는 일주일 고민하신거죠 참신하네요 ㅎㅎ,1
559,개소리입니다...,1
560,"ㅎㅎ
차에서 잔대 아 ~~~~",1
561,"실제로 평균 이상인 사람: 저는 이하라고 생각 합니다
실제로 평균 이하인 사람: 저는 이상이라고 생각 합니다




근데 난 평균 이상이긴 해",1
562,"중3에 수련회 안가는 학교 친구의 말
돈 내고 혼나러 가냐?ㅋ",1
563,군인들은 군대에서 외모순위같은거 한번씩은 해봤을거임. 그 땐 다 빡빡이라 머리빨 그딴 거 없이 본판 그대로 판단하는데 거기서 잘생긴 애들은 진짜 가만있고 못생긴애들끼리 너보단 내가 낫다느니 하면서 존나 싸움 ㅋㅋㅋㅋㅋㅋㅋ.,1
564,청소년 지도관? ㅋㅋㅋㅋㅋ 그냥 보험팔이가 자산관리사라고 부풀려 이야기하는것일 뿐 그냥 천-한 양아치 업종,1
565,진짜 저런 부유한 젊은이도 있구나,1
566,의사쌤  매우 진지하네 ㅋㅋ,1
567,5:36 시계는 섭마 차 포르쉐 레인지로버 ㅈㄴ검소하네,1
568,ㄹㅇ 성괴느낌그대로네,1
569,백원을 녹여서 팔면 100원값을 하나 궁금합니다 500원도요,1
570,하지만 학교측도 우리 가방 검사는 못 함,1
571,2500억? ㅋㅋㅋ와 진짜 돈이 뭘까,1
572,강남가면 꼭 옆에 여자잇고 휭 달림,1
573,팩트: 잘생긴 사람들은 평균이라 생각하고 못생긴 사람들은 이정도면 괜찮은데라며 평균 이상이라고 생각한다. ㅋㅋㅋㅋㅋ,1
574,똘삼인줄 알았네,1
575,굴릴수야 있지.. 근데 나중에 사고나거나 큰돈 들어갈때 문제지 ㅋㅋㅋㅋㅋ,1
576,근데 수학여행 좀 이상한게 학생들 가방이 다 트렁크에 있는데,1
577,카푸어도 카푸어가 아니고만 아부지회사에서 일중이면ㅋㅋㅋㅋㅋ,1
578,나는 요즘 잘생긴것보다 야무지게생긴게 더 좋아,1
579,개 참신해 ㅋㅋㅋ,1
580,카푸어든 재벌이든 관심읍다. 내 지인이나 친구도 아닌데 뭐하러 관심을 줘. 나만 열심히 살면 장땡,1
581,200백으로 환장하긋네,1
582,걍 수련회 술 허용 해주라,1
583,연봉 4200에 전셋집 레이 끌고 다닙니다. 저는 역시 흑수저 였군요,1
584,애초에 학생가방검사가 엄청난 사생활침해임;;화기용품이나 나이프처럼 다른 사람을 다치게 할수있는 용품이 있다는 이야기가 나오면 몰라도 말도안되는일임,1
585,여캠들이랑 똑같이 생겼네 ㅋㅋㅋㅋㅋ,1
586,자산 2500이 중산층이면 에라이,1
587,경마장에서는 일함,1
588,2500억은 거지키우기에서만 봤던건데,1
589,2:42 주차  꼬라지 보소? 인터뷰 끝나고 제대로 했겠지?,1
590,난 진짜 몇명 제외하고 거의다 나보다 잘생긴것같음 ㅠㅠ,1
591,"난아닌뎅,,ㅋㅋ",1
592,너나위 님..,1
593,"300억 중산층?ㅋㅋ
나는 난민층인가...ㅠ",1
594,부자는 돈보단 시간이 아까운 사람들  웬만한건 고민1도 없는삶이란...,1
595,��,1
596,차살돈으로 성형하고 운동을하자 왜 하나같이 카푸어는 외관이 다 하자냐,1
597,"나이가 많은데 오픈카나 스포츠카 타는걸 무슨
저급한 수준으로 보는 인식도 문제입니다
나이에 맞는 차가 도대체 정해진것도 아닌데!
어떤차를 타든 뭔상관인데 그런걸 평가하는지!
그냥 저사람은 저런차 타는구나~하며 가볍게
넘기면 될것을 굳이 나이 따져가며 어울리나
않어울리나 지껄이는 인식 자체가 어이없음!
외국은 이런 인식이 거의 없는데 유독 우리만!
물론 외국의 인식이 진리는 아니겠지만~
씁쓸하고 안습입니다 ㅡ,,ㅡ
가진게 있든없든 나이가 많든적든 그냥
그 자체로만 봐야죠 차주 당사자의 인격이나
인간성은 차와 상관없이 인증되는 세상임!
저의 댓글은 영상에 대한게 아닌 저의 개인적
경험을 말하는겁니다 오해 없으시길.....",1
598,형 혹시 요즘 컨텐츠 힘드신가요?,1
599,난 내가 개빻은거 알면서도 거울보면 내 얼굴이 평타처럼 보이더라,1
600,심한 탈모 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
601,멋지게 살고 싶어서 저러는데 진짜 개구려보임ㅋㅋ,1
602,특히 중고 삐엠 M4부터 아래M타고 조지고다니는 애들은 카푸어들많음.,1
603,"나 여잔데 ""난 거의 아이돌급이지 ㅋ"" 라고 생각함 딴 사람들 봐도 다 이쁘고 잘생김 아잉 너무좋아 사람들이 너무 귀여우ㅜ서 잡아다 키우소 싶음 해으응😍",1
604,구떠여는 뭐하는 사람일까....,1
605,썬루프 스킨에 소리박이면 뭐 다했지ㅋㅋㅋ,1
606,모든학생들다 해병대수련원 보내는거했으면 좋을듯한데,1
607,"취재한 사람중에 처음에 돈 못버는 사람이랑 두번째 금수저 사람이랑 말투,단어,태도,겸손이 확실히 다르다.",1
608,특징 : 카푸어든 금수저든 결국 아버지 밑에서 일한다.,1
609,여포가 적토마를 버릴수없듯이 카푸어의 인생에서도 차가 최우선이란 말eyo,1
610,주민호 주키닌줄  ㅋ,1
611,샤워할땐 원빈,1
612,심즈 툴 모드 이런거까지 드리면 진짜 여신캐 하나 창출가능할듯 ㄷㄷ,1
613,우와 울티마.... 추억돋노,1
614,수련회 같은거 할때 가방검사는 안하고 폰있는 시람 내라고 하는데 걍 집에 나두고 왔다하면 넘어감 ㅋㅋ 나도 구라칠걸 ㅋㅋㅋㅋㅋ,1
615,나 어디서 본것같아??!!,1
616,개인자산만 300억에 그룹재산합치면 2700억이 중산층이라니 난 나름 내가 중상층이라 생각하고살았는데 개걸뱅이였네.. 씨불ㅠ,1
617,썸네일...메이플 유튜버 글자네 닮았네,1
618,ㅋㅋㅋㅋ 채널팔았다는애들 진짜 어지간히 멍청한가보네,1
619,존중한다,1
620,젊었을 때는 평균이상이라고 생각했으나 나이먹고 관리 안하니 당연히 평균 이하라고 생각하게 됨.,1
621,"와..요즘은 수련회갈때 넷플릭스 보는구나.,.",1
622,해외 영화보면 fbi 신분증 보여주면서 자동차나 오토바이 빼앗아 타는 장면이 나오는데 실제로 가능한건지 알고 싶습니다,1
623,전봇대 시작과 끝이 어딘지 궁금해요,1
624,내눈에 평균 이하인데 어머니들이 엄청나게 잘생겼고 멋있다고 좋아하는걸 40년동안 계속 봐왔음..,1
625,"그들만의 세상 줮같네ㅋㅋ 서연고나오고 줮빠지게 일하면서 월급받다보면
잠실에 집생기고 롤스로이스 차키를주겠냐",1
626,"나이트 가봐 요즘은 감성포차인가?
가서 50%확률 이상으로 홈런치면
상위10%안에 들고 아니면 그냥 
못생긴거야 고민할 필요가 없다",1
627,근데 대부분 선생님들도 소지품검사 하시지 않나,1
628,요즘 수련회 특 : 못감....,1
629,300억이 중산층....,1
630,"예전에 지리산으로 갔었는데 ""학생들 목소리 굉장히 크고 계속 잘해왔으니까 **고는 검사를 건너뛰겠습니다""라고 하고 그냥 안하더라 폰도 그냥 안걷고 근데 저희 만난지 1시간인데요...",1
631,아 진짜로 지금 6학년인데 코로나 때문에 우리학교는 5학년때도 못가고 올해도 못갔어요. ㅠㅠ,1
