,index,comment_origin,label
481,2877,좋아.. 아주 좋았다.. 슬픈이야기! 영화가 끝날 땐 아쉽기까지했다,1
482,11160,소소한 일본식 코믹요소와 반복된 일상에 비범해보이는 남들의 삶을 부러워하던 내모습이 공감되며 평범함에 대한 새로운 시각과 공작은 화려하지만 그 화려함 때문에 결국 우리(감옥)에 갇히고 참새는 평범하지만 자유롭게 날아가는(비행기) 엔딩장면이 인상깊었다,1
483,12662,시후님의 행복한 미소를 기억하는 것은 매일 새로운 하루가 밝겠습니다.,1
484,1338,"마잭팬께 투표부탁드릴게요 유럽 단체가 상을 수상할 가장 유명한 사람을 찾고 있습니다. 1위에서..http://mostfamousperson.net/ 12월 31일 까지고 네이버 로그아웃하면 매일투표가능해요sns,트윗,메일보내기로30표",1
485,1788,긴말이필요없습니다 그냥 보고나면 전율감이 쫘르륵!~,1
486,10555,현재 대한민국에서 서영희를 대체할수있는 배우는 없다고봄 완전 물오른듯 재밌게봤음,1
487,16581,노장 켄로치 감독의 젊음이 느껴지는 영화,1
488,22562,영화는 영국의 상황을 말하지만 많은 부분 우리의 현실(이를테면 세월호 사건)을 비춰줬다. 사람을 잃은 아픔은 잃은 사람만이 안다. 그들에게 잊으라고 하지말아야 한다. 그리고 영원히 기억해야 한다. 이 영화를 더 많은 사람들이 봤으면 좋겠다.,1
489,5219,감동적이게 보고왔습니다. 따뜻한 영화가 생각난다면 이게 딱 조하,1
490,13701,정말 최고의 영화다..................,1
491,7115,뻔하지만 배우 좋고 연기 좋고 괜찮은 영화,1
492,29336,보자마자 곧바로 한번 더 보게 된 영화.... 너무나 아름답다.,1
493,19318,이영화 다시볼때마다 생각하는건 DK는 뭔죄지ㅋㅋ?,1
494,9270,책을 읽은다음 책이재밌어서 영화도 봤는대 중간 내용이 좀 빠지는 느낌이들지만 재밌게본것같다,1
495,12725,이 영화 참으로 최고이자 걸작 중 하나,1
496,25147,내가 어릴 때 발레를 배우지 않은 걸 처음 후회하게 한 영화.,1
497,4660,김정은이 인상 깊게 봤다는 바로 그 영화!!!,1
498,22057,난 꿈을 꾼다 그러니 미치지 않은거야,1
499,10461,이산가족 상봉 못하시고 돌아가신 할아버지가 생각났다,1
500,23295,너무 좋다 양조위의 눈빛에 빨려들거 같다. 그림한편 보는 듯한 영화,1
501,11612,"큰조카 데리고 가서 봤는데, 영화 보는 내내 말 한마디도 안 하고 집중해서 넘 재밌게 보더라구요ㅎ 기분 좋았어요ㅎㅎ",1
502,14559,라디오스타를 떠올리게 하는...,1
503,24968,순수하고 열정적인 사랑의 이름. 앙젤로는 진짜 남자다.,1
504,23707,재밌게잘봤어요^^,1
505,23476,정말 몰입도 최고의 흥미로운 소재의 영화군요.!!!후반부에 살짝 루즈하긴 하지만 수준급 영화입니다.^^,1
506,1731,이거 10점짜리 영화다. 진심,1
507,1566,이정도 감동이면 충분하다고 생각.,1
508,27406,소소하고 차분하고 알콩달콩하다 부족함없이 잘만들었다,1
509,10030,김보성의 으리!!,1
510,15354,전체적으로 약간의B급영화냄새가나네요.,1
511,7155,연기만큼은.....,1
512,16998,재밌고 감동도 있고 딸이랑 잘 봤습니다,1
513,12524,역시 장자끄아노 감독답다 !!!,1
514,911,정말 씨~네!! 평식이 ㅋ,1
515,26255,재미있음 진짜. ㅎㅎㅎ,1
516,3187,지금봐도 정말 재밌고 좋은영화다.,1
517,29545,악역의 연기가 빛났던 영화. 특히 그 창고에서 폭발시키는 분노,1
518,3299,생각보다 재미있구만 ㅋ추자현이 굿,1
519,4505,권력에 굴복해버린 나약한 아버지를 마주한것이 그리 큰 충격이었을까? 아버지도 선악이 공존하는 나약한 인간이거늘 주인공의 사악함 뒤엔 근본을 마주할 용기조차 없는 겁쟁이가 숨어있다,1
520,10244,"나쁘지 않았다. 실화라서 더욱더 몰입된다. 8점정도 영화인데... 평점 높이고 싶어서 10점이다,",1
521,18401,재밌는데 평점 왜이러지 ㅋㅋ,1
522,29462,너무 재밌고 감동적인영화. 특히 가수 윤하가나와서 더욱 특별했던영화,1
523,3075,1.11 시사회보고나서:),1
524,23599,한국인이라믄봐야됨~,1
525,23527,딸셋인 집이라 공감가는 부분이 꽤 있다 특히 내가 둘째라..,1
526,13409,"정말 재밌게 봤어.,, 카호 역변하기전 정말 이쁘네..아 물론 지금도 이쁘지만",1
527,29433,상당히 재미 있을 거 같다. ㅎ,1
528,22005,인간이란 동물중에 가장 멍청한지도 몰라,1
529,27391,우리나라 타워의 원작,1
530,8318,아이와 함께 보기 좋은 영화입니다,1
531,6625,이런류의 영화는 정말 괜찮다 이런 주제를 다루는 영화를 만나 반갑네요 표현도 재밌고,1
532,20526,재밌어요 큭큭,1
533,7104,그냥 정말 조용히 몰입하고 보게되네요...,1
534,4538,걸작이라는 단어 밖에 생각이 안나네요..,1
535,15486,에드우드... 눈물이 나온다,1
536,18078,아버지의 사랑을 느꼈습니다...,1
537,18161,시트콤중에 정말 레전드다ㅋㅋㅋㅋ,1
538,22701,"둘만의 대화가 단조로와 보이지만, 점점 둘의 대화속으로 빠져들게 만드는 영화.",1
539,6037,치밀하고 치열한 흥미만점 대결,1
540,7308,어떤형태이건 어떻게하건 사랑의 형태가되어버린다는거. 아라타정말 매력적이다..,1
541,29529,그냥 아무말 없이 보는내내 행복했다.,1
542,11732,ㅋㅋㅋ졸 웃겨 ㅋㅋ요 시간가는지모르겠네,1
543,14996,요즘 촐싹대기 좋아하고 세태에 물든 아이들은 이해하기 힘든 영화,1
544,25110,기대 안하고 봤는데 너무 잼있게 봤어요,1
545,24466,"누구에게나주어진 삶은 아닌데, 가질수 없는 희망의 이야기, 지금 이곳엔...사람은 참으로 아름다운 존재, 그 존재를 더욱 아름답게 만들수 있는 세상...이야기. 살아있는 모습 에덴....은 있다.",1
546,670,벌써 마지막회라니 믿기싫은현실ㅜ 넘 재밌어요,1
547,19808,짜릿한 몰입감,1
548,25223,내가 1학년때 봤던 영화인데 내용이 아주 재미있어서 아직도 기억남,1
549,13768,오호호,1
550,12520,작품성이 안좋아도 흥행을 하게되면 그래도 배우들 인기는 쩌는데 ``,1
551,16150,넘 ㅜ재밋네요,1
552,6494,"완벽하게 유쾌하고, 희망적이고, 사랑스럽다. 병맛의 아름다움 그 자체",1
553,21340,천재음악가 베토벤의 일생에서 사랑이라는 일면을 부각해서 스토리를 입히고 재해석한 작품. 틈틈이 나오는 베토벤의 음악과 베토벤의 삶이 어우러져 보는 내내 가슴을 울립니다. 주연 배우의 흡입력 있는 연기가 일품입니다.,1
554,15537,영화는 별로지만 뮤직비디오?부분은 진짜 전설이다,1
555,16355,응급남녀 재미있음 감동이구그리고 최진혁♥송지효가극중에서다시사귀길...,1
556,16966,기웅오빠♥ 사랑해요♥,1
557,17541,"매트릭스의 모티브가 됬을정도로 유명, 말이 필요없다.. 근데 아랫놈은 아류가 뭔지 모르나??",1
558,6853,혁명적으로 예쁘고 슬픈 영화! 눈이 퉁퉁 부어도 보길 잘했다고 생각한다.,1
559,17472,기분좋게~~ 웃으면서 잘봤으~~ 잼있었음,1
560,19739,끼오오오오! 스피닝 파이아!!!,1
561,24821,원래 액션이라는 것은 작품 자체에 어떠한 큰 의미를 두지 않을 때 더 역동적이고 격렬한 것이다.,1
562,11806,ㅎㅎㅎㅎ,1
563,20532,3d를 그냥 보니까 좀...,1
564,14350,진정한 악은 무엇일까 진정한 선은 무엇일까,1
565,20264,"뭉클한 부분도 있고 잘 봤습니다. 데미무어 늙었단 소리 하는 사람들은 뭐지? 사람은 다 늙습니다. 데미무어 배우로서 훌륭하지요. 단지, 이 영화 제목은 너무 성의없게 지음. 영화보고 싶은 생각이 안 드는.",1
566,21755,멋지고 감동,1
567,22235,앞으로의 수호지 시리즈도 기대됨ㅋㅋ,1
568,24771,고저 처음 별점 주는데 ocn에서 자주 나오지만 좋다. 1시간 반정도 투자해서 볼만하다,1
569,4648,목숨을건 전쟁뒤의 씁쓸한현실,1
570,25711,평론가들 뭘 모르네 너무과소평가받은 영화,1
571,27637,엄마는 행복해지면 안돼? 라는데 바라보던 아이의 표정이 너무 슬펐다. 철 없는 엄마와 너무 빨리 커버린 아이. 누군가 알아줬으면 좋겠지만 어른들은 외면할 뿐.,1
572,4427,지금도 이 영화만 생각하면 기분이 좋아져요,1
573,10721,무시무시한 영화,1
574,27955,나탈리포트만 연기가 영화 반은 살린듯..ㅋ 조지 넘 불쌍 ㅠㅠ,1
575,11588,풋풋하고 잔잔한 청춘의 방황과 희망이 아름답게 느껴진다 ! 사람사는 이야기다 !,1
576,15059,진짜 이건 예상 못했다... 이 명작을 이제야 보다니!,1
577,21239,"다 좋은데.. 그 얘기만 하기엔, 너무 길지 않나? 더더더 보여줘",1
578,7750,진짜 재밌었다~~~~,1
579,5535,마지막장면 죠 대사때문에 울었다 ㅠㅠ 잔잔하고 좋은영화,1
580,6613,재밋네요,1
581,5139,최고라는 말 밖에 나오지 않는...,1
582,11214,"특유의 어두운 분위기와, 맥라이언과 마크 러팔로의 연기 너무 좋았다.",1
583,4368,헐 이연걸이 길들여 졋어 샹 ㅠㅠ,1
584,8346,토니스콧다운영화. 젊은 케빈의 얼굴이 보는 내내 즐겁다. 킬링타임용으로 굿,1
585,26849,"하나님이 내 삶에 어떻게 일하셨는지! 그 '당당함', 키워졌다!^^",1
586,1134,아름다운 디카프리오.,1
587,28718,완전 재밋었다. 먼저 출발비디오여행에서 리뷰를 듣고봐서 더 재밌었던걸까? 캐릭터들이 다 재밋고 수녀님 이쁘고 좋았다. 단지 막판에 주인공이 덩치 큰 챔피언을 이긴것은 너무 억지다. 공감이 안간다. 막판 챔피언과 싸우는 부분만 빼고 보시라~~,1
588,6464,원작의 충실한 재현...굿,1
589,21580,강추 넘웃김,1
590,3690,'엄마'라는 여자의 노년을 현실감 있게그려낸 수작,1
591,27363,드라마보다 다재밌어요 리얼하고 인간냄새나서도 좋고 이서진씨는 의외로 젠틀맨!이서진땜시 매주봐요,1
592,1707,심리영화 머리가 아픔! 죄없는 이심결 왜죽여 오언조!,1
593,23804,"3D메카의 새로운 장을 연 애니, 이태리에서 한국제작 마크를 보고 감동받았다.",1
594,7434,재미 만땅,1
595,5249,알파치노의 그 광기어린 연기...말이필요없다.,1
596,2348,3.14,1
597,5896,악마들 비주얼도 그렇고 스토리야 원래 유치할거 어느정도 예상은 하는거고. 볼 맛 나는 영화였는데. 평점이 너무 낮네요..;; 5점짜리 영화는 아닌거 같아서 10점!!,1
598,27407,결말 알고보면 정말 재미없음. 사전지식 없이 보면 최고.,1
599,17310,박정민을 다시보게된 영화 ㅋㅋㅋㅋ연기 감동임,1
600,15233,세익스피어가 여자였다는루머? 어쩜 이렇게 감성적일까 !,1
601,19621,내맘속의 사춘기를 태동시켜준영화 내나이 5살때 영화관가서 본작품 그당시 영화관 포스터는 수작업으로 그렸다 난 영화관 화실에 몰래 들어가 그림그리는 분과 즐겁게 놀았었지 5살에 나처럼 놀았던 애들은 아마 거의 없을듯,1
602,2044,진짜 죽기전에 꼭 봐야될꺼같은영화임 ㅠㅠㅠ 대바규ㅠㅠㅠㅠ..내가 난지 햇갈린다,1
603,28284,타격감 하나는 죽여주는 만화,1
604,5039,남자의 로망,1
605,4519,평범. 이 영화에서는 평범이라는 단어가 꿈이 되어 다가왔다.,1
606,18758,이건 평가할수있는게 아니다. 아름답게 바라보는거지,1
607,4171,세상에 대해 좀 더 넓은 시야를 갖게 해주는 영화,1
608,750,여주인공이 도망치고 환하게웃엇지만 곧 잡혔을것같은 슬픈예감..그리고 마지막에 차인 무사의 슬픔과 허무해하는표정을 보고 웬지 나도슬펏다~,1
609,17474,이민정 때문에 봤었는데 진짜 재밌음 대박 그자체,1
610,12145,최고최고! 이런영화좀 많이 상영해야할텐데요ㅜ,1
611,6254,정말 재밌다.. 왜 이런 영화는 제대로 개봉 안하나? 19세라 흥행이 잘 안될까봐? 요즘은 이런결말이 슬슬 대세가 되는걸까. 리미트리스도 이런식의 결말인데 ㅎㅎ 뻔한 결말을 벗어난 결말.,1
612,16740,굿,1
613,25646,타협이 없는 맹목적 아집이 어떤 결과를 초래하는 가를 단적으로 보여지기도 한다.,1
614,24431,인간이 점점 부패해가는 모습이 이렇게 무서울수가 없네,1
615,1895,잭 니콜슨 연기 최고네요 ㅜㅜ 슬퍼요,1
616,23788,아..진짜 엔딩크레딧까지 보게만든 영화는 오랜만이네요. 러닝타임내내 행복하게해줘서 고마워요. 현실로 돌아오고싶지않았어요. 그들의 이야기가 더 궁금하네요. 2시간의 행복을 안겨주어 고마워요 ^^,1
617,19150,내가지금까지 영화라고 봐왔던건 뭐였지;; 진짜 진심 이건 명작이다,1
618,530,진짜 맛깔나는 불량식품 같은 작품,1
619,2291,액션영화의 실제버젼이다.,1
620,9523,더 스타일 창립35 주년 행사중 이달의 사원 시간에 고백 최고였어요~~!!!,1
621,2255,ㅋㅋㅋ 차태현,1
622,15108,마음에 듭니다.,1
623,2557,"내가 몰랐던세계, 그세계를 봉만대는 노골적으로끄집어낸다. 재밌네",1
624,20009,잼잇음 서기누님이랑 범수형님때매 10점 준다,1
625,3979,이모 OOO기년이네..,1
626,16687,재밌고감동적이에요ㅎㅎ,1
627,13739,1편과의 이야기 전개도 나름 매끄러웠고 이런류의 영화를 좋아하는 사람으로서 추천!,1
628,6362,진짜 배우란 이런 것.!!국내배우들과는 급의 차이가 너무 남..,1
629,15752,오늘 오랫만에 다시이영화를 다시보게됩니다 다시한번감동을 주는군요^^,1
630,24400,교육용으로 좋구만,1
631,6557,기대 안하고 봐서 그런지 확실히 재미있습니다 또한 중화권에 대한 문화도 다른 시각으로 보게 함,1
632,28803,"사실, 중간까지 살짝 지루함이 있긴 있었습니다만, 죽은 아들을 위한 한 아버지의 용기있는 모습을 보고 감동받았습니다. 최고였습니다.",1
633,6302,재이있게 봤어요 70년대 강남,1
634,29230,여운이 많이 남네요.. 많이 울었습니다,1
635,27246,수아와 재수의 눈물은 정말.... 너무 가슴아픈 사랑 ...눈물안흘리고 못배겨요,1
636,23794,"원작의 줄거리를 영화로 만들으니까 보기편하고,내용도 요약을 할수있어서 좋았습니다",1
637,28274,피식..웃겼다..아놀드 형 ㅋ,1
638,12700,평졈이 왜 이거밖에 안되?? 지금 다시봤는데 여전히 재미있다 ~!!,1
639,9910,다음주가 빨리 왔으면 좋겠어요 넘 재밌어요,1
640,5166,"지루한 일상속에서 보여주는 담백한 코미디, 그리고 남는 깊은 슬픔과 회한...동유럽의 저력을 보여주는 수작",1
641,14721,이거 개봉당시 학생들 사이에서 엄청 화제였음 개웃기다고 ㅋㅋ,1
642,14426,정말 좋았던 시절의 영화...그때의 기억이 떠 올라 와봤는데 낮은 평점에 놀랐다.,1
643,29292,ㅋㅋ올만에 티비로 해줘서 보는데 ㅋㅋOO전에도 빵터지면서 봤는데 또 재밌어ㅋㅋㅋㅋ차승원 진짜 연기잘한다 ㅋㅋ,1
644,14617,졸잼... 요즘 봐도 전혀 어색하지않다.,1
645,22559,언더우드의 역시 최고다 ㅋㅋㅋ,1
646,14179,부엉이인지 올빼미인지 정확히는 모르겠지만 부엉이가 이렇게 멋진새였네요ㅋㅋㅋ 슬로우모션 나올때도 너무 멋있었어요,1
647,26519,평점이 너무낮음 스릴있고 재밌음,1
648,27746,아주 개만도 못한 인간찌질이들이 악플다네ㅋㅋ 난 잼있게봤는데...영화는 말그대로 그냥 재미있으면 그만인거지..ㅋㅋㅋㅋ 이영화 악플달고 ㅈㄹ 하는 개 만도 못한 인간 찌질이 막장 인생들아.....ㅋㅋ 그냥 목 메러가라 OO 버려라 그냥 ㅋㅋㅋㅋ,1
649,1448,재밌다면 원 보다는훨씬재밌다 지금다시보는데ㅋㅋ,1
650,20801,라스폰트리에가 아니라면 누가 하리오,1
651,1500,눈을 보고 대화해요오오,1
652,19152,오우삼감독치곤 잘만든영화,1
653,13757,재밌다 지루한 부분 없이 !,1
654,17226,더 큰 세상을 향해가는엔딩.,1
655,19423,유일하게 재방송을 본 드라마 ㅎ,1
656,17724,너무너무슬프고 가족에대해 생각해볼수있는 계기가 된 드라마♡♡,1
657,14386,자극적이면 땡,1
658,22656,따거! 이형의 영화자나자나 봐야되자나자나,1
659,12129,정말 추천하는 영화 끝이허무하지만 감동적입니다. 극중 주인공 글로리아(샤론스톤)가 남자아이한테 하는대사가 뇌리에 남아있네요 인생은 경마장의 경주마같다고 꿈같이 지나가는 시간이기에 가장 가치있는 것을 하라고 본인은 의미없는 (고급매춘부)시간을 썻다고,1
660,18902,대에박 꼭봐야함 두번봐야함,1
661,3518,본인이 직접 경험하지 못했다면 결코 타인의 고민이나 컴플렉스에 대해 이해하지 못한다는 것.. 그리고 부부생활이든 사회생활이든 인간 관계에 있어서 서로의 공감대를 빨리 파악해서 서로를 이해해주고 역지사지의 마음이 중요하다는 것을 깨닫게되네요,1
662,4954,과학의 발전이 악용됐을때 인간의 존엄성을 어디까지 해칠수 있는지 보여줬던 아주 잘 만들어진 영화인것같아요. 시간순이 아니고 과거가 중간에 들어가있어서 예상치 못했던 반전도 있었고.. 암튼 잘 봤음 역시 페드로 알모도바르네요,1
663,19469,주님이 하셨습니다,1
664,20121,물좀주소가 왜 돈좀주소로 들리는지..결말이 좀 빠르지만 나머진 흠잡을때가 없다.굿,1
665,13567,재미없는 부분이 없다랄까요.. 그리고 삽입된 음악들도 하나 같이 좋아요. 내가 젤 조아하는 영화!,1
666,9056,예전에 봤었는데.. 괜찮은 영화,1
667,14933,감사히 잘 봤습니다 소나무 픽쳐스님. 이런 울트라맨 영화를 수입해 주셔서 감사합니다,1
668,20043,아직도 어둠에 묶여 사는 그땅을 위해 기도하며,1
669,19647,"오늘 텔레비젼에서 또 하는데, 또 봐도 또 봐도 질리질 않네....",1
670,15540,헐...개인적으로 난 너무 재미있게 봤는데.... 생각나서 오랜만에 검색해서 들어와보니 평점이 심각하게 낮네요.... 충격.... 내가 안목이 좁은건가. 난 정말 재미있게 봤어용... 배우들 다 연기잘해서 몰입감도 완전 괜찮았는데 .,1
671,18194,ㅋㅋㅋ잼넹,1
672,1019,가끔은 길고긴 내하루에...네가 있어 줫으면....ㅜㅜ,1
673,5271,우연히 케이블에서봤는데 마지막에 소박한반전... 가슴뭉클하다.. 밝고 씩씩한 스탠리..,1
674,19947,잘못탄 기차가 목적지까지 데려다 줄 확률은 몇 퍼센트일까? 내가 그 기차를 탈 확률은? 사람 인연은 우연과 실수에서 시작된다. 인연으로 만들것인지 실수로 넘어갈 것인가.,1
675,1292,영화를 만든 감독의 눈을 시종일관 의심했다! WHY ?!,1
676,23497,이런 게 영화라고 할 수 있지,1
677,25708,생각보다 볼만했음ㅋ여주인공이 연기가 좋네여,1
678,11124,기대안하고 봤는데 너무 유쾌하고 재밌는 영화~ 연기파 배우들 연기도 멋져요 .,1
679,3618,코난 극장판 중에서 제일 재밌게 본것,1
680,1372,다시 올리기 ㄱㄱ,1
681,17849,지금봐도 꿀잼이다진짜,1
682,21552,상당히 잘 만든 영화군요. 깊이와 재미를 함께 느낄 수 있어 좋았습니다.,1
683,8311,괜찬네,1
684,29111,언 20년 지나서도 다시보고싶다는 생각이든 영화....,1
685,16325,변호사는 신념과 헌법 이외에는 편이 없네요. 심지어 피고인마저 반대편에 서 있길 자청함.,1
686,22173,재밋기만하구만평점왜이럼?,1
687,15683,재미있어요~Good!,1
688,2195,그 당시 사회상을 정말 잘 그렸다,1
689,28533,박진감 넘치고 숨막히는 전개~,1
690,18286,너너무잘봤습니다딸이랑 단둘이봤네요,1
691,26128,나에게는 코미디 이상의 것이었다. 재밌었다.,1
692,25819,2015.02.24 한껏 약을 빤 영화,1
693,26640,이거 강지원 왜 찍은거?,1
694,16009,믿을 수 없을 정도로 기발하게 영화형식을 파괴 하는 방법 에 대한 고찰,1
695,12526,100점 만점,1
696,27385,여친 생기면 다시봐야지,1
697,16751,너무 자극적이지 않아서 좋았어요... 오랜만에 잔잔한 여운있는 드라마였어요,1
698,13045,내생에 기억남을 영화다,1
699,5819,재밌다 봐도봐도ㅜㅜㅋㅋ,1
700,17053,잠깐 이소의 정체가 뭐요,1
701,1995,신종뱀파이어 싸움이 멋있긴한데 전투씬이너무짧다,1
702,4249,너무 충격적이다..그리고 최고다..,1
703,24862,"세상에 존재하는 여러 종류의 사랑과 지금 세대가 겪는 여러가지 아픔과 갈등에 대해서 잔잔하게 얘기하고 이것들을 해결하고 치유하는 과정을 동화처럼, 장면과 대사 하나하나로 잘 이야기하는듯.",1
704,24636,상영관에서 못봐서 정말 보고싶은데 도대체 언제쯤 볼수있나요 ㅠㅠㅠ,1
705,19538,이수경 ㅎ,1
706,27770,그 몰입도와 집중도에 박수. 심리 공방 만신창이 영화 :),1
707,8081,"시사회보고왔습니다.. 열정과 소통, 사랑과 눈물의 그곳을 보실 수 있어요...",1
708,19235,진짜요즘내가보는드라마중에서는진짜최고였다. 왜이렇게시청룰이낮은진모르겠지만진심추천한다거짓말안치고. 보면백퍼후회안할드라마.,1
709,1233,틸OO이거잘생겼다// 영화도 좋다//,1
710,8998,일본하면 애니지 진리지..,1
711,26834,10자12245677,1
712,858,배울점이 많은 영화인거 같아요정말 멋진 가족!! 영화추천합니다,1
713,12536,우연히 구린 케이블 채널에서 다시 봐도 끝까지 보게끔만드는영화가 잼있는 영화다이게 그런 영화다으리,1
714,21919,완전 재미있다~~~ 한 번 더 나중에.... 봐야지!!!,1
715,18016,간만에 심장쫄리고 결말도맘에듬/여자가무모했지만 ㅋ,1
716,3774,벽속에서,1
717,4960,미국 영화 사상 최고의 코메디(영어로 보세요),1
718,22037,오랜만에 즐겁고 재밌게 봤어요 !,1
719,830,남자인데 완전 잼잇네요 ㅋㅋㅋㅋ,1
720,28415,"홍콩에서 가장 유능한 감독 유위강, 당시 최고의 배우 정이건, 만화계의 절대적인 위치에있던 마영성의 작품이 만난 최고의 무협영화 <당시 기준으로>",1
721,11150,짱짱재미있었음♥♥♥,1
722,14316,뻔한 디즈니풍 영화같지만 뭔가가 다르다..,1
723,1658,재밌어요~! 처음에 그냥 별생각없이 보다가 푹빠져서 봤네요,1
724,2294,이거보러 영화관가보니까 21석밖에 없어서 못보는줄;;;그래도 존나 재밌었어,1
725,29145,YB가 진리임ㅎㅎ,1
726,28748,마무리가 조금 아쉽고 평범한 저에겐 이해하기엔조금 무리가 있어도 영화배우들의 연기력도 우수하고가족이랑 주제도 잘살려서 우리나라 영화중 좋은해피엔딩에 손꼽힐것같다,1
727,24304,끝내 준다.. 요즘 보는 액션은 전부 다 총질이라 검을 쓰는 이 영화는 신선하고.. 멋졌음.. 주인공 완전!!!,1
728,19985,감독은 브라질을 어떻게 그렇게 표현을 잘하였을까. 그의 섬세함에 다시 감탄,1
729,27440,테스는 가문때문에 망한거아닌가요,1
730,21542,진짜재밌는다큐!>.<어떻게찍었을까생각도들고다큐가어쩜이렇게웃긴가하는생각도든다.>,1
731,24428,사람이기에 가능한 감정들 그리고 그 미묘한 감정의 공유. 질투,1
732,24015,"처음엔 정말 허접해 보이지만, 보면 볼수록 빠져드는 매력적인 영화~!!",1
733,15710,"감동,재미 다있습니다~ㅋㅋ",1
734,27510,미셀을 부르던 뽈레뜨의 목소리가 긴 여운을 남긴다.,1
735,6075,평론가 점수란좀 없애라,1
736,4141,이런 드라마.. 너무 좋아요~,1
737,24019,로맨스코미디 중 거의 탑10안에 듬,1
738,898,걍 픽사 미만잡 대한민국 똥송 애니메이션 반성좀..,1
739,3836,정말 끝날떄 엄마도 못만나고 진짜 슬픈 영화입니다,1
740,261,좋은데요.,1
741,6812,특별한 재능.,1
742,11155,유치한데 나도 울뻔함 결국 레이때문이아니라 친구들의 사랑을 증명해낼때..나도저렇게 순수할때가 있었는데. 재밋엇다,1
743,23652,재미나 나도내일봐야지 ㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋㅎㅎㅋ,1
744,12308,어둠 속의 유령 135명의 희생자 케냐숫사자2마리 작품 도좋고 연기력 극찬!!,1
745,1463,포토 78번에 나온 사람이 무명시절의 성룡!!! 알랑가몰라 ㅎㅎ -진짜임,1
746,29065,재밌어요!,1
747,6896,넘감동적이었습니다. 우리아들이보물성을또보고싶다는데. 구할방법좀알려주삼.평점5점,1
748,16367,평점이 왜 낮은지 이유는 단하나 일본원작을 미리보신분들?? 원작생각안하고 보면 진짜 최고영화!! 몰입도최고 재밌었어요.,1
749,6830,감동적이다,1
750,20239,대작중의 대작,1
751,11460,마틴 스콜세지의 스토리텔링은 진짜 놀랍기만하다.. 고장난 예술가와 자동인형이 오마쥬되면서 흘러가는 엔딩은... 내가본 가장 아름다운 장면중 하나였다..,1
752,6420,"드라마 잘 안보는데~요즘 재미있게 보는 드라마입니다^^ 특히 도현이 '정은우'님 너무너무 멋져요^^전 요즘 정은우님한테 폭 빠져삽니다~~~작가님~ 도현, 하나 꼭 이어주세요~ 둘의 사랑 가슴아파요ㅠㅠ 잘 키운 딸 하나 화이팅! 특히 정은우님^^",1
753,19840,정말 재밌는 드라마.조진웅 역시 훈남이다.,1
754,28195,"기자, 평론가들은 평점이 왤케 짜.평론에 맞게 점수도 줘야지. 참나",1
755,10827,"잔잔한 여운과 감동이 남는,,그리고 오다기리조에게 다시한번더 반하게 만드는 영화",1
756,11388,끝까지 보아라..... 그러면 알것이다~!! 오랜만의 찡한 감동이네요~~~,1
757,8102,엠마 탐슨 참 이쁜 듯.. 성숙한 연기란 바로 이런 것..,1
758,17273,10점짜리 영화다. 시간이 지나도 다시 보고싶은 영화.,1
759,25759,굿굿 재밌어요 11부작이 아쉽네요,1
760,13846,재밌습니다 툭히유아인 연기대박,1
761,28818,11번째 스트라이커 ㅎㄷㄷ,1
762,8381,지상최고의 드라마? 이정도면 될까 ?,1
763,8078,평점이 왜이래? 볼만합니다 평작이상~,1
764,14631,큐브릭이 원했던 이야기를 스필버그의 입김으로 만들어내다. 스필버그 감독의 많은 작품들을 봐왔지만 나에게는 역시 A.I.가 가장 특별한 작품.,1
765,15894,로라레간(메기)이 너무 좋다...완전히 내스타일이다 진짜루 최고의 여자!!,1
766,26311,어릴 때 본 영화. 톰 행크스의 젊은 모습을 만나볼 수 있다. 어릴 때 봤지만 지금도 생생한 환상적인 영화. 다릴 해나의 연기가 인상적이어서 인어가 실제로 존재할 것만 같은 영화.,1
767,24596,"쉽지 않은 소재를 가지고 정말 잘 만든 드라마, HBO 특유의 19금 드라마지만, 드라마 자체만 보면 정말 좋음, 배우들 연기들도 모두 수준급임, 다만 HBO 드라마 특유의 욕과 보기 불편한 장면들이 있긴 하지만, 그래도 볼만함. 추천",1
768,1808,포스터만 보고 중이병걸린 학생들 얘기겠거니 하고 봤는데 진짜 재밌음...사람심리를 잘꿰뚫어보는 영화,1
769,5504,"실제사건을 배경으로만들어서 화제였구요,약간야하지만재밌네요 애들아화력지원해줘!",1
770,21895,"김하늘 첫 악역연기 볼만하고 나머지배우, 그리고 카메오들 연기도 재밌다.",1
771,7207,요섭이가 자주 안나와서 별 하나 깍음ㅠㅠ요섭이 자주 나왔으면 좋겠어요!! 요섭이가 보구 싶어요ㅠㅠ♥,1
772,16702,모처럼 잼나게 보네요^^못난이 주의보도 그랬던 것처럼 좋은 작품이 시청률과 상관이ㅠ ㅠ,1
773,173,"""""""우릴 부른건 저 손이 아니라 욕망이야.""""라는 명대사로 기억되는 영화.""",1
774,6388,좋은작품 잘봤습니다.,1
775,29546,사랑스러운 그녀 아르헨티나 할머니♡ 잔잔한 행복이 다가오는 영화,1
776,10888,이렇게 스크린으로보니 공연장에서 보는 느낌과 또 다른 느낌입니다!!최고!!,1
