comment_origin,label
모든 남자는 아니겠죠ㅎㅎ,1
야 ㅋㅋㅋㅋ 이거 주제 짠사람 선물주자 ㅋㅋㅋ,1
생각이 없나 이런거올리면 급식들한테 영향 존나 갈텐데,1
"그 말은 일리가 있네..
20대가 타야 멋이지...
중년이 스포츠카 타봐야...",1
그냥 평균 자체가 낮아서 못생겨도 평균이상이라 생각하는 경향이 있는듯......,1
심포니 오브 에픽 광고모델 누군지좀 알려주세요 약오르네요,1
4:27 시바라...?,1
300억이 중산층... 음,1
확실히 돈 많은 사람은 돈이 여유가 되는것과 예의가 갖춰지네요. 반대로 보여주기 식으로 자산도 별로 없으면서 대출로 타는 사람들이랑 확실히 비교되네요.,1
뭔가 건강한 할머니 할아버지가 비싼차 타고 다니면 더 간지날거같음,1
카카오에 팔아넘긴거겟냐 그쪽에서 진용진 영입해서 개인이 아닌 회사 지원 받아서 컨텐츠 만드는거지 구취하자는건 뭔 국평오들이냐,1
처음 만들어보고 CC템없는거 치고 안정감있게 잘 만드셨네요.,1
진용진씨 정도면 평균 이상이지,1
"1. 평균이상 2. 평균 3. 평균이하 
이렇게 3가지로 투표를 해야함.
그러면 평균에 몰릴듯
개찐따같이 생긴걸 평균이하라고 생각하고 
차마 평균이하에 투표를 못하지",1
5:07 아닠ㅋㅋㅋ,1
확실히 잘하네,1
본인이 그렇게 살겠다는데 이게 뭐 욕할일인가? 민폐를 끼치는것도 아니고 본인들이 차사는데 보태준것도 아니고,1
"내돈내고가서 욕듣고 밥 구걸하고 얻어오는거라고는 열사병밖에 없는 행사
왜 좋다고 따라갔었는지",1
세후 3000이하는 교통편이 멀지 않는 이상 차을 안사는게 좋을텐데,1
역시 의사님,1
클라쓰 쓰리 부정교핮 ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋzzzzㅋㅋㅋㅋㅋ 그런 다음 갑자기 과체중ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋzzzzㅋㅋㅋㅋㅋㅋㅋㅋ,1
이거보고 이재명 찍는다,1
인생 패배자들 1베에는 왜 안올려,1
보여주기 간지 허세 센척 이런거 중요하게 생각하고 있는 애들중에서 제대로된 인간 별로 못봄,1
광고에 탈모치료 광고가 ㅋㅋㅋㅋ,1
채널 5억에 팔렸다는데 그것을 알려드림은 계속하나보네 ?,1
난 남잔데 상위50.1프로라고 생각,1
"직업 카푸어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
카푸어 아니라는데 박제해놨네 ㅋㅋㅋㅋㅋ",1
"ㅋㅋ 카푸어 차 진용진님한테는 크게 와닿지 않을 수도 있는데 ,,리액션좋다",1
레인지로버가 막타는차...,1
"남자들은 외모(얼굴 포함하여 몸매나 근육 등)를 특히 샤워할 때 무척 멋지다고 생각한다 하네요. 저희 아들이 그러더라고요.ㅋ
 반면 여자들은 마른 사람이든 뚱뚱한 사람이든 다 뚱뚱하니 살 빼야 한다고 하죠.ㅎ 그래도 얼굴 예쁜 건 본인들이 다 알더라고요.
ㅋ",1
수련회 한 번도 못해봐서 공감 못하는 05…ㅜ,1
카푸어라고생각안하는사람 이름에 카푸어라고써놨네 ㅋㅋ,1
롤스로이스 같은 차는 거기서 자도 문제 없을거같은데ㅋㅋㅋ,1
"심즈 커마장인들도 기본기능으론 저정도가 한계임 ㅋㅋㅋㅋㅋㅋ
의느님도 장인들이 쓰는 cc템 주고 게임에 익숙하면 짤로 접하던 이상적인 결과물을 낼 수 있을듯.",1
"그래.진용진,그는 누구 인가..",1
오늘 키포인트 : 재벌 자산 듣고 놀라는 진용진 표정,1
아니진짜 주위를 둘러보면 있잖아 남자는 본능적으로 내유전자가 우월한지 아닌지를 알거든 근데 절반은 나보다 못해 얼굴 개빻았고 키 존나작고 뚱뚱하고 3개중 하나가 포함되거나 3개가 다포함되는 유전자를 가진 남자가 있는데 얘네들만 깔고가도 내가 절반 평균은 간다 이거지,1
평행세계의 주호민,1
심즈 봤던것들 캐릭터들 다 주옥같아서 심즈 캐릭터들 자체가 이상한줄 알았는데ㅜ아니였네,1
내눈에 평균 이하인데 어머니들이 엄청나게 잘생겼고 멋있다고 좋아하는걸 40년동안 계속 봐왔음..,1
일단 연애가 끊이지 않는거 보면 평타 이상은 아닐까‥‥,1
내 외모는 탑이야,1
자산 300억이 중산층 ㅋㅋㅋ . . . .,1
1:40 ㅋㅋㅋㅋㅋㅋ 전문적으로 캐릭터 까기,1
진짜 수련회 ㅋㅋㅋ 놀러온거 맞는데 놀러왔냐고 무섭게 물어봄,1
이게 진짠게 어린나이에 좋은차끌고 다니는 사람들보면 대다수 저럽니다 특히 고졸후 바로 사회나오신분들이 남보다 우월함을 보이기 위해 많이들 하죠 적금? 미래? 이런거 생각안합니다 내일 sns에 어떤 사진올리지 이거만 생각하지 이런분들 지금이라도 열심히합시다 정말 후회합니다.,1
다음주 수요일부터 수련회인데…,1
대부분 알고 들어온 듯,1
역시 넷상미남,1
나는 원래 몸매가 날씬하지도 뚱뚱하지도 않은데 나는 왠지 내가 배리나같아서 눈물남 ㅠㅠ,1
씹가능,1
개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ,1
진용진님 포르쉐 정도는 유지 가뿐하 하실듯 ㅎㅎ,1
알아서 사는건 좋은데 새벽에 아파트에서만 소리내고 다니지 말았으면..,1
2:43 주차 라인 넘는거 개 킹받네,1
고성능차사면 3개월동안만 재밋던데,1
주제 뭐야 ㅋㅋㅋㅋㅋ,1
"형광바지 , 무스너클, 태크팩 급식들은 무슨 심리일까정말궁금합니다",1
카푸어는 솔직히 허세도허센데 여자때문에타는거지 여자>허세임,1
그럼 홍대 다니는 시끄러운 노란색 포르쉐 타는 젊은애들 거의 카푸어라 보면 댐?? 존나 시끄럽고 경적 존나게 울리면서 타던데,1
아ㅋㅋ나만 중고차딜러님 이시언배우님 닮으신거 같냐고ㅋㅋㅋㅋ,1
"사람마다 가치관은 다르니깐요 ㅋㅋㅋ 저는 돈 모으는 재미로 살고 있고, 26살 순자산 4억 모았습니다",1
5:06 고마워요 허우진 선생님ㅋㅋㅋㅋㅋ,1
"예? 주,,중산층이요?",1
"다음주제 대학교 학점은A,B,C학점인데 왜D학점 E학점이 없고 F학점으로 되어있을까",1
이거 ㄹㅇ궁금,1
"ㅋㅋㅋㅋ 그러면 성형외과의사들만 하는 게임이 있으면 커마 다 똑같을거아니여?ㅋㅋㅋ 
강남미인 커마ㅋㅋㅋ",1
아 이건 ㄹㅇ 못참지,1
"너희는 마음에 근심하지 말라. [하나님]을 믿고 또한 나를 믿으라. 내 [아버지] 집에 거할 곳이 많도다. 그렇지 않으면 내가 너희에게 말해 주었으리라. 내가 너희를 위해 처소를 예비하러 가노니 가서 너희를 위해 처소를 예비하면 내가 다시 와서 너희를 내게로 받아들여 내가 있는 곳에, 거기에 너희도 있게 하리라.   (요한복음 14:1~3)",1
지들 돈쓰는거 다 오케인데 시끄럽게나 안했으면 좋겠다 관종 시키들,1
품위유지비ㅋㅋㅋ 조금만 있어봐라 다 떠나고 없다 그런거ㅋㅋ 이미 떠났을때는 망한거지ㅋㅋㅋ,1
"5:34 얼마일까 기업가치가 2500억이라고했을때랑 진용진 표정이 비슷했다 그렇다고 현금이 2500이 있는건 아닌것 같고 한 500억이상 현금보유하고있는 듯함 ㄷㄷㄷ
추가로 기업가치 7000억은되야 재벌이라고 말하더라구요",1
중고 2천짜리 3시리즈 차값물어보는데 신차가격으로말하네 ㅋㅋㅋ,1
1등,1
이 영상으로 인해 끝까지 자백 안하는 학생들이 생겼다고 한다..,1
"사고싶으면 사라 
근데 허세는 부리지만 마라",1
그냥 평범한 보통? 정상? 적인 분들은 굳이 간지때문에 저러지는 않습니다!! 진짜 누구 말대로 한번밖에 없는 인생인데 최악의 노후를 보내고 싶지는 않거든요.. 물론 제 입장에선 타보고는 싶다만 굳이 저런식으로 무리 해서 타보고 싶지는 않네요...,1
중산층 씹 ㅋㅋㅋㅋ 겸손하긴 하신데 그정도면 부자십니다 형님 ㅠ,1
겸손이 미덕이고 그게 옳은걸로 쌓인 나라니까 그런거지 혼자 거울보면서 하는생각은 다 이상이라 생각함ㅋㅋㅋㅋㅋㅋ,1
"당신의  꼬추는 평균 이상인가?
80% 아닌것 같다.....................",1
난 내가 중산층인줄 알았는데...사실 그건 빌어먹을 코미디였어...,1
1:32 다  뒤지기 전에 내라 ㄷㄷ,1
"놀러왔는데
???: 니네 어기 놀러왔어?!!",1
우리는 검사했는데...(내껀빼고),1
아니 대체 왜 놀러갔는데 왜놀러왔냐고 다 쳐뺏음 시발 이게 놀러가는거냐,1
"나는 미래를 잘 살기 위해서 사는데, 저분은 미래에 언제 죽을지 생각하면서 사시는 걸 보니 마인드셋이 아쉽습니다.",1
5:07 설마 밑에 들어간 상태로 출발하나 했네 ㅋㅋㅋㅋ,1
썸네일 사진 골때리네 ㅋㅋㅋㅋ,1
막타는차가 레인지로버 ㅋㅋ,1
"남자는 여자같이 생겨도 되고
             남자같이 생겨도 되는데
여자는 남자같이 생기면 ㅈ되기 때문에
남자 평균이 그나마 나은 것",1
"보통 사람들은 걍 대충 해봐서 이쁘게 되는 쪽으로 가는데, 확실히 직업으로 하시는 분은 처음부터 분명한 기준이 있네요 ㅋㅋ 재밌",1
? 나못생긴거야.,1
ㅋㅋㅋ차가격물어보면 신차가로 치면...ㅋㅋㅋㅋ,1
1시간 ㅋㅋㅋㅋ역시 대단하다,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
청소년 지도관? ㅋㅋㅋㅋㅋ 그냥 보험팔이가 자산관리사라고 부풀려 이야기하는것일 뿐 그냥 천-한 양아치 업종,1
중산층이 아니라 개씹쌉 부자들 보단 좀 덜하지만 그래도 개씹부자임. 상위 클라스인거죠. 중산층이 아니라요....,1
전교생 모두가 장기자랑하는 장기자랑시간,1
카푸어 목소리 중파인줄 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
"내가 초, 중학교때는 소지품 검사와 체대나 군인 출신 교관들이 빡세고 많았지만, 고등학교로 들어가면서 금속탐지기 검사와 교육청에서 운영하는 수련회장으로 가면서 선생님 출신 교관이 들어오면서 그나마 나아짐",1
"포커나 화투같은건 왜 금지하는지 이해가 안갔음.
걍 돈 안걸면 되는거 아님?
돈거는건 다른게임에서도 다 할 수 있는거 아닌가?",1
평균 이상이랑 평균 이하는 둘다 평균이 있는데요,1
고딩때는 안뒤지고 중딩때 뒤졌음,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ생각했던 그대로,1
우리나라는 보여주기식의 경쟁이 너무많음 그래서 게임에서도 몇천만원 지르는놈들많지 그 게임이 언제 섭종할지도모르는데 그때의 그경쟁에 어떻게든 부자인척 해보고싶어함 이젠 그시대는 지나고 블록체인 가상현실 이시대로갈텐데,1
네이트판 가보면 여자들도 다를거없음ㅋㅋ전부 지가 제일이쁘다함,1
저정도가 중산층?   난그럼 하류찌끄레기층이네 ㅆ2 ㅠㅠ,1
"빈말이든 아니든 주위에서 잘생겼다는소리 10번이상들었으면 평균이상인거임 
그게 나임 헿",1
주제 진짜 골때리네 ㅋㅋ,1
잘생겼단 말을 아줌마나 할머니 어머니한테만.들어봤으면 양심적으로 잘생겼다 혹은 나정도면 ㅍㅌㅊ이상이다 이런생각안했으면 좋겠음. 혹은 본인이보기에 개빻은 친구들이 야 너정도면 잘생겼지 이것도 포함.여자도 동일함,1
12초는 못참지ㅋㅋ,1
일진들은 수련회에서 술이나 담배를 착한 애들한테 맞길 수 있으니까...,1
"노예는 밤거리술마시도 즐겁지않고 일회성
금수저는 밤거리술마시도 즐겁고 불멸자들이다",1
예전에 저 학생때 다 한적 있습니다. 그때 애들이 교관님 빡치게 하는바람에 두시간 동안 가방 검사 했었어요 ㅋㅋ,1
애초에 첫번째 나온 분도 사장 아들인데 뭐 ㅋㅋㅋㅋㅋ 자기 벌이 다 꼴아박아도 상관 없지 저게 어떻게 카푸어임,1
0:19 앜ㅋㅋ저 캐리어에 와인이랑 유리잔 가져간적 있었는데 왜 가져갔는지 이해가 안되네요 지금은ㅋㅋㅋㅋㅋㅋ,1
3:31 네 다음 카푸어~,1
"다들 자신감 하나는 최고구만
난 그럼 평균 이상이라고 생각한다",1
ㄹㅇㅋㅋ,1
캐릭터보고 빡빡이라고하지 탈모왔다고하는사람 처음봄 ㅋㅋ,1
실제로 남성은 평균이상 여성은 평균이하입니다...^^,1
아 진짜로 지금 6학년인데 코로나 때문에 우리학교는 5학년때도 못가고 올해도 못갔어요. ㅠㅠ,1
와씨 썸네일보고 차위에 귀신 앉아 있는줄 알고 놀랬네,1
근데 ㄹㅇ 팩트는 애매한애들이 있는척하고 찐 부자들은 적당히 없는듯 하고 다니는데 막상 옷부터 까보면 티 하나에 40~50 이럼ㅋㅋ 없는 애들은 구찌 대문짝만하게 달린거 입고 다니고 ㅋㅋ,1
ㄹㅇ 수련회가면 가방 검사한다고 지랄 ㅋㅋㅋ,1
"보통 차량 샾 직원들이나 동네 양아치들이랑 아는 애들이 명의 빌려주고 유령법인 세워서 리스한 다음에 개인랜트 돌리는 식도 많음.
리스비 내줄게 넌 그냥 명의만 빌려주고 렌트 나가면 다른차 타고 렌트 없으면 니가 타 월에 얼마씩 줄테니까 명의만 빌려줘~
요런식으로 몇달 굴리다가 차 대포처분 하고 잠적. 명의자 인생 나라쿠",1
"비엠 타시는 분은 폼생폼사~
그 다음 분은 ... 증산층이라...2500억...
연봉 4 천에  재산은 모닝+아이폰 뿐인데
나는 뭐지 ㅜㅡㅜ",1
진용진! 당신도 살수있잔어!,1
설명이 귀에 쏙 들어오네,1
"카푸어들은 보여주기식으로 그런 차를 탄다지만 시내를 다니다가 스포츠카의 특유엔진소리 굉음을 들으면 그냥 짜증만 납니다.... 아직도 스포츠카를 타고 시내를 달리는 것이 멋이라고 생각하는 어리석은 젊은이들에게 한마디하고 싶네요. ""진정한 멋이란 굳이 보여주지 않아도 평소에 말하는 방식과 사소한 행동들로 느껴지는 여유롭고 신사적인 분위기, 당신들이 생각하는 보여주기 식의 멋은 그냥 허세 가득한 껍데기일 뿐이고 누군가에게는 민폐가 되며 누군가에게는 꼴볼견이 되는것이다. 그리고 미래에 대한 걱정이 없고 노후대책이 확실히 보장된 인생이 진짜 멋있는 인생이다. 훗날 자식들에게 무엇을 물려줄것인지도 생각을 해봐라.""",1
잘볼께요~~~❤❤🥳🥳🤣😂😆😄🤩,1
2500억이 중산층이면 난 미생물이노,1
2:53 부리부리대마왕,1
"카푸어는 현재 대한민국 문화의 표본. 
남들이 어떻게 뭘타던 궁금할 순 있어도 비아냥대며 욕할 이유는 없음. 
그리고 그런 사람들에게 과시하고 싶어서 무리해서 차를 사는 카푸어들. 
결국 돈, 명예, 나이, 집, 삶 등 남들보다 조금이라도 여유로워 보이고 싶어하는 우리나라 문화. 
남들이 뭐라하던 내 인생은 내 것인데라고 생각하는 사람들 중 한 명이 카푸어. 
그리고 그런 카푸어들도 남들시선의식해서 과시하고 싶어함. 
그리고 그런 카푸어들을 욕하는 사람들.",1
토토가 머죠??,1
진용진님 당신은 평균이하가 아닌 최악입니다..,1
스포츠카는 나이들어서 타야 진짜 존 멋인데....바보들....,1
멋지게 사는데 6천7천 짜리 타실거면 저축하세요~,1
부동산 300억 있으면 무슨 기분일까 진짜 취업 스트레스는 커녕 그냥 세상이 너무 편하겠다;;;,1
제주도분 자산 생각하면 치킨값을 자동차에 쓰는 셈인데 되게 검소한듯,1
