,textDisplay,textOriginal,authorDisplayName,publishedAt,likeCount,authorProfileImageUrl,predict
179,락시장좀 커졌으면 좋겠다...  락은 너무 배고픈 음악이 되버렸어,락시장좀 커졌으면 좋겠다...  락은 너무 배고픈 음악이 되버렸어,흠냐,2019-11-01T03:22:14Z,44,https://yt3.ggpht.com/ytc/AKedOLSHxyUFkuFLCYhtItAs-X9Xsd1Hqc8xM629wQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
180,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=2m07s"">2:07</a> 걷는거 졸라 씹덕터지네 그와중에 바지 한번 갈아입었나 바지가 중간에 다르넼ㅋㅋ",2:07 걷는거 졸라 씹덕터지네 그와중에 바지 한번 갈아입었나 바지가 중간에 다르넼ㅋㅋ,사촌간볼빨기,2019-11-01T02:19:26Z,2,https://yt3.ggpht.com/ytc/AKedOLR7F9eqUMMqTcyt-o2nAjznY0WhpCNHlLJv-w=s48-c-k-c0x00ffffff-no-rj,good_feedback
181,그 아파트 정원에 박혀있는 고무 튜브 는 뭔가요,그 아파트 정원에 박혀있는 고무 튜브 는 뭔가요,알파카,2019-11-01T01:36:58Z,0,https://yt3.ggpht.com/L1vmeQK-Zj6uAcHipFREF6QEYxdGIko38kWfXB_qjhkZT96VyK-CpjQnfrjO4IDJw_s9Yq_r=s48-c-k-c0x00ffffff-no-rj,contents
182,썸네일:언년아!!!!!!,썸네일:언년아!!!!!!,jungsi god,2019-11-01T01:36:20Z,0,https://yt3.ggpht.com/ytc/AKedOLSVG-_cjeJTNI2FixWBdjWRTiOZU_Z8tlVWyA=s48-c-k-c0x00ffffff-no-rj,good_feedback
183,영접하셨네,영접하셨네,Tuna,2019-11-01T01:23:41Z,0,https://yt3.ggpht.com/ytc/AKedOLQrSVlFtMCkgZjKM7wujg2MdL-yL3_qNXCmqA=s48-c-k-c0x00ffffff-no-rj,good_feedback
184,구독과 좋아요옷~!  똬보오오옹~!!,구독과 좋아요옷~!  똬보오오옹~!!,요즘어때요?,2019-11-01T01:23:35Z,0,https://yt3.ggpht.com/ytc/AKedOLQg8Sr1nqvsnJFPdjnItc1p4ySCA4oKefe8Tajc=s48-c-k-c0x00ffffff-no-rj,good_feedback
185,아뉰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ Clickbate 뭐에용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,아뉰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ Clickbate 뭐에용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,JaeHee,2019-10-31T23:50:54Z,0,https://yt3.ggpht.com/ytc/AKedOLSWRALo0_SVTEQTlU28Z1p86i-pR-uDR_VueQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
186,뜬금없지만<br>그것을  알고 싶다 제보요<br>뷔페에서  남은 음식들은 어떻게 처리할까,"뜬금없지만
그것을  알고 싶다 제보요
뷔페에서  남은 음식들은 어떻게 처리할까",공길오R6S,2019-10-31T22:44:45Z,0,https://yt3.ggpht.com/ytc/AKedOLSJemCgfhdUsc26knwXxex15bN4mPzURAmdZfwM3g=s48-c-k-c0x00ffffff-no-rj,contents
187,60계치킨 ㄹㅇ 60마리만 튀기는건지 궁금함,60계치킨 ㄹㅇ 60마리만 튀기는건지 궁금함,4 U,2019-10-31T20:13:55Z,0,https://yt3.ggpht.com/ytc/AKedOLQywkomQA28nJXQlJ_2hTxh5KYUflnd6SlkdKS58Q=s48-c-k-c0x00ffffff-no-rj,contents
188,음악은 밴드분들 본인에게 허락받고 그냥 올려주시지.. 홍보 많이 될텐데,음악은 밴드분들 본인에게 허락받고 그냥 올려주시지.. 홍보 많이 될텐데,delucks,2019-10-31T18:53:23Z,0,https://yt3.ggpht.com/ytc/AKedOLROAXaRNGyVE73E5Cr5KCyoLaJq21cMtvKXvg=s48-c-k-c0x00ffffff-no-rj,good_feedback
189,형 페북에뜨는 pc방 폐업한다고 pc나눔하는거 진짜인지 궁금해용,형 페북에뜨는 pc방 폐업한다고 pc나눔하는거 진짜인지 궁금해용,bingbing,2019-10-31T16:43:35Z,1,https://yt3.ggpht.com/cBAtsCXA-3Mjss5tRYR5TjmR-vFGuKAEYCVxLQoILTx7LGZkVsndtr7Qmgr8Ew53Yh6xvbFl=s48-c-k-c0x00ffffff-no-rj,contents
190,용진이 ㅈ귀 &gt;&lt;!!,용진이 ㅈ귀 ><!!,꾀돌이,2019-10-31T16:31:20Z,1,https://yt3.ggpht.com/ytc/AKedOLRBHhnOi-U5JFjmWGhuv-YJkaY000c6D4ZR5IIf=s48-c-k-c0x00ffffff-no-rj,good_feedback
191,진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 및친거같애 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 및친거같애 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,jian choi,2019-10-31T16:24:49Z,0,https://yt3.ggpht.com/ytc/AKedOLThPrNHoFIAYkBPqsr90wgKz16vDv_DPhPVl5E9=s48-c-k-c0x00ffffff-no-rj,good_feedback
192,부랄이 한개 터지면 어떻게 되는지 궁금해요,부랄이 한개 터지면 어떻게 되는지 궁금해요,박지혁,2019-10-31T16:18:13Z,1,https://yt3.ggpht.com/ytc/AKedOLSMDuK5vRC7SWVuzWn2NyUqHW3HZdKU5zarbw=s48-c-k-c0x00ffffff-no-rj,contents
193,눈알에 모기 물리면 어떻게 되는지 궁금해요,눈알에 모기 물리면 어떻게 되는지 궁금해요,박지혁,2019-10-31T16:17:56Z,1,https://yt3.ggpht.com/ytc/AKedOLSMDuK5vRC7SWVuzWn2NyUqHW3HZdKU5zarbw=s48-c-k-c0x00ffffff-no-rj,contents
194,고추에 모기 물리면 어떻게 되는지 알려주세요,고추에 모기 물리면 어떻게 되는지 알려주세요,박지혁,2019-10-31T16:17:40Z,1,https://yt3.ggpht.com/ytc/AKedOLSMDuK5vRC7SWVuzWn2NyUqHW3HZdKU5zarbw=s48-c-k-c0x00ffffff-no-rj,contents
195,토스에서 여러 지원금으로 돈을 엄청 뿌리는 이유 부탁드려요,토스에서 여러 지원금으로 돈을 엄청 뿌리는 이유 부탁드려요,ㅇㅇ,2019-10-31T16:14:08Z,120,https://yt3.ggpht.com/1NinVM2MtiuMzSHccHSSVUKqDbkylCrTl8Nx2AP5lZl7oDJo3-AgnGUy5__saizknwEr-ILW=s48-c-k-c0x00ffffff-no-rj,contents
196,클래식음악에 저렇게 열정적으로ㅠㅠ,클래식음악에 저렇게 열정적으로ㅠㅠ,Henney Kim,2019-10-31T16:10:58Z,0,https://yt3.ggpht.com/ytc/AKedOLTjEpc5P9jBf4yF1xKzL_O_hO_Vj2RPDn6FeA=s48-c-k-c0x00ffffff-no-rj,good_feedback
197,썸네일 보고 어떻게 안들어옴;,썸네일 보고 어떻게 안들어옴;,김나막,2019-10-31T16:02:12Z,0,https://yt3.ggpht.com/ytc/AKedOLTFxS2IeUfeAhg26cgURUFsTo0zbA6xxIqwwNc=s48-c-k-c0x00ffffff-no-rj,good_feedback
198,썸네일 에바야 형,썸네일 에바야 형,솔직히 맞는말하는 펭귄,2019-10-31T15:51:39Z,0,https://yt3.ggpht.com/Ymety_GoGNebZ7EaxRr3kBRIBJkoXFwL6ilJbIFDwoVXD9jMGOksv1fD1dxGkIrFsXO8xFKybA=s48-c-k-c0x00ffffff-no-rj,good_feedback
199,섬네일 언에듀 인줄...,섬네일 언에듀 인줄...,개미마을,2019-10-31T15:48:07Z,1,https://yt3.ggpht.com/ytc/AKedOLR-4yHg9SGurqxWiFv8d81O2TR2axC5Jh9giYI-5Q=s48-c-k-c0x00ffffff-no-rj,good_feedback
200,형 인간리뷰도...,형 인간리뷰도...,김민찬,2019-10-31T15:35:53Z,0,https://yt3.ggpht.com/RR23Q-c_6n_n5OtLnsokrOrKJUVLb9dT_NjsSF7dj4N2Xj_NlORW2SYNd3tk8kSORAhzkXCA=s48-c-k-c0x00ffffff-no-rj,good_feedback
201,좀 뜬금없지만 학교에서 지진 대피훈련을 하다가 생각난 건데 지진났을때 책상밑으로 숨으라고 하잖아요 근데 정말 지진이 났을때 책상이 건물로부터 저희를 보호 할 수 있는지 궁금해요,좀 뜬금없지만 학교에서 지진 대피훈련을 하다가 생각난 건데 지진났을때 책상밑으로 숨으라고 하잖아요 근데 정말 지진이 났을때 책상이 건물로부터 저희를 보호 할 수 있는지 궁금해요,박서진,2019-10-31T15:30:05Z,0,https://yt3.ggpht.com/ytc/AKedOLTtA1GfL-t0FXy7E01CLNJ2l21WrzwB5P0iltd4=s48-c-k-c0x00ffffff-no-rj,contents
202,버스에서 물건잃어버리면<br>어떻게 하는치 알아주세요 ㅠㅠㅠ,"버스에서 물건잃어버리면
어떻게 하는치 알아주세요 ㅠㅠㅠ",영리,2019-10-31T15:14:52Z,0,https://yt3.ggpht.com/ytc/AKedOLQRxJlm4fHmvUzXbq1y-PjG0yxMnmqh078DQQ=s48-c-k-c0x00ffffff-no-rj,contents
203,그것을 알려드림 배트맨 ㅋㅋㅋㅋ 개꿀잼,그것을 알려드림 배트맨 ㅋㅋㅋㅋ 개꿀잼,믿느냐마느냐내가정해,2019-10-31T15:10:48Z,0,https://yt3.ggpht.com/GpGOiZJoL1gWZTn_GAZlnOdc_5M0lHFp6j44PW96vQjH7ZtimmtR6RTLnkL-fhXdzo3KiW9yPg=s48-c-k-c0x00ffffff-no-rj,good_feedback
204,"HEllo , greetings and all the best wishes from London ! see ya","HEllo , greetings and all the best wishes from London ! see ya",Paper Craft Artist,2019-10-31T15:05:13Z,1,https://yt3.ggpht.com/ytc/AKedOLRdtGOJy6qgNmMcMNy6zSkHv7U-dRptAe5Z7qpFzg=s48-c-k-c0x00ffffff-no-rj,good_feedback
205,용진님 이정환쌤은 어캐알아요???ㅋㅋㅋㅋㅋ,용진님 이정환쌤은 어캐알아요???ㅋㅋㅋㅋㅋ,임현수,2019-10-31T15:04:37Z,0,https://yt3.ggpht.com/ytc/AKedOLQnw6Vm0gku3l08K3sa0_Rg2lzffdmfAJLOR-I2VA=s48-c-k-c0x00ffffff-no-rj,good_feedback
206,썸네일 씨발 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,썸네일 씨발 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Kamja choriem,2019-10-31T15:01:50Z,0,https://yt3.ggpht.com/ytc/AKedOLQXAPXXiZiYvG6v6rrvmadTI8PSjksic4yYWLC_=s48-c-k-c0x00ffffff-no-rj,good_feedback
207,재밋으셧겟다 레드소네트너무잘하세요<br>진짜우리나라음악인분들 수준이참높아<br>홍대에서공연몇개만관람해도<br>음악들이 훌륭함너무,"재밋으셧겟다 레드소네트너무잘하세요
진짜우리나라음악인분들 수준이참높아
홍대에서공연몇개만관람해도
음악들이 훌륭함너무",가나다라,2019-10-31T14:52:02Z,1,https://yt3.ggpht.com/ytc/AKedOLQN72fcR7-oV6II1uUzicImhdIIgaHG0dIdcMe2Yg=s48-c-k-c0x00ffffff-no-rj,good_feedback
208,그나저나... 썸네일 제정신입니까? ㅋㅋㅋㅋㅋ,그나저나... 썸네일 제정신입니까? ㅋㅋㅋㅋㅋ,도르민,2019-10-31T14:41:40Z,0,https://yt3.ggpht.com/ytc/AKedOLSdY47g58Yg7zzA7xQW5inPO-N-pr3Xe29it6mpgg=s48-c-k-c0x00ffffff-no-rj,good_feedback
209,클래식틀어놓고 저러니깐 디게웃기네ㅋㅋ<br>같이어디가주는것도 도와주시나...<br>다리불편해서 혼자서 버스랑 지하철못타는데...ㅜㅜ,"클래식틀어놓고 저러니깐 디게웃기네ㅋㅋ
같이어디가주는것도 도와주시나...
다리불편해서 혼자서 버스랑 지하철못타는데...ㅜㅜ",황금막내정구기,2019-10-31T14:39:19Z,0,https://yt3.ggpht.com/ytc/AKedOLTD3jWMQ-0lhIDxpo-WeKcfFXh2wO1UklZN85ny=s48-c-k-c0x00ffffff-no-rj,good_feedback
210,어! 얼굴에 김묻었어요<br><br><br><br><br>잘생김,"어! 얼굴에 김묻었어요




잘생김",진모,2019-10-31T14:38:28Z,0,https://yt3.ggpht.com/DayqsRGgDnKr3FDC_JQdHqI2KNggyb-c9c6cOIm5QAorrQhs0Ii_uU6CC54vlMxddBY4a2N5mA=s48-c-k-c0x00ffffff-no-rj,good_feedback
211,남자가 여중.여고 가서 축구하면 반응이 어떤가요,남자가 여중.여고 가서 축구하면 반응이 어떤가요,기태,2019-10-31T14:36:51Z,3,https://yt3.ggpht.com/ytc/AKedOLR2ouEFbVZWENSxIAuJaaM61A51PCpBHq3AhxoP=s48-c-k-c0x00ffffff-no-rj,contents
212,인스타 페북에 중고차여성딜러(퀸카) 사기없이 정말 여성딜러께서 견적뽑아주시나요,인스타 페북에 중고차여성딜러(퀸카) 사기없이 정말 여성딜러께서 견적뽑아주시나요,기태,2019-10-31T14:35:47Z,0,https://yt3.ggpht.com/ytc/AKedOLR2ouEFbVZWENSxIAuJaaM61A51PCpBHq3AhxoP=s48-c-k-c0x00ffffff-no-rj,contents
213,식품(과자 아이스크림 음료수) 포장지에 있는 경품이벤트 당첨되는 사람이 있나요,식품(과자 아이스크림 음료수) 포장지에 있는 경품이벤트 당첨되는 사람이 있나요,기태,2019-10-31T14:34:24Z,0,https://yt3.ggpht.com/ytc/AKedOLR2ouEFbVZWENSxIAuJaaM61A51PCpBHq3AhxoP=s48-c-k-c0x00ffffff-no-rj,contents
214,사운드가 j rock같더라니...역시 뭔가 입으셨네,사운드가 j rock같더라니...역시 뭔가 입으셨네,코코아,2019-10-31T14:24:46Z,0,https://yt3.ggpht.com/ytc/AKedOLTVWzeZ-Sx6aXtVkTdQfTAygq5tCY5Ns1xAeQYW=s48-c-k-c0x00ffffff-no-rj,good_feedback
215,악플 나르지 마세요;,악플 나르지 마세요;,김퍼플,2019-10-31T14:24:38Z,0,https://yt3.ggpht.com/ytc/AKedOLRyhml6GHV1oZ1S36WmawgrWu9wEgzbgX1HVMdM=s48-c-k-c0x00ffffff-no-rj,good_feedback
216,"<a href=""https://www.youtube.com/watch?v=ibydOspB5y0&amp;t=3m20s"">3:20</a> 비둘기...?",3:20 비둘기...?,피즈치자 Peese Chizza,2019-10-31T14:17:24Z,0,https://yt3.ggpht.com/qpzpLv0f3dpsd7uFJPgCRaFbiWunBPAj3cfc22vqTYmPSmbQbb3SGDAvHaK5NGfyBekR855ExA=s48-c-k-c0x00ffffff-no-rj,good_feedback
217,썸네일을 지나칠수없었다.,썸네일을 지나칠수없었다.,은왕,2019-10-31T14:10:31Z,0,https://yt3.ggpht.com/ytc/AKedOLTNINN-SJfaLbjQLVz5cO4Fm9ECF2PK2GgI-u3Xqw=s48-c-k-c0x00ffffff-no-rj,good_feedback
218,개웃기눜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,개웃기눜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이채니,2019-10-31T14:06:13Z,0,https://yt3.ggpht.com/ytc/AKedOLThVOOs231xZ3sxHTbXYp0h7gcYRqDSXduth1x0kA=s48-c-k-c0x00ffffff-no-rj,good_feedback
219,저 바지는 문신인가요?,저 바지는 문신인가요?,3504 김부경,2019-10-31T13:54:52Z,0,https://yt3.ggpht.com/ytc/AKedOLSm55FOwhJ804Gujm0LO6aButgGRkv-DgI2kA=s48-c-k-c0x00ffffff-no-rj,contents
220,순간 썸네일 뒤에 스포라이트 날개인줄....,순간 썸네일 뒤에 스포라이트 날개인줄....,虎.,2019-10-31T13:42:16Z,0,https://yt3.ggpht.com/ytc/AKedOLRaqBEfJxaDomXqgGFedAja49zesox8L0L-Ml11=s48-c-k-c0x00ffffff-no-rj,good_feedback
221,"옛날 문방구있는 티켓에 단어 써져있고 일치하는 단어가 있으면 상품받는 뽑기기계,연예인 카드 뽑기 기계, 가위바위보 기계같은 문방구에 있는 사행성 뽑기기계 같은 종류의 기계는 어디서 구하고 그 쪽 업체에 대해 궁금해요","옛날 문방구있는 티켓에 단어 써져있고 일치하는 단어가 있으면 상품받는 뽑기기계,연예인 카드 뽑기 기계, 가위바위보 기계같은 문방구에 있는 사행성 뽑기기계 같은 종류의 기계는 어디서 구하고 그 쪽 업체에 대해 궁금해요",Mr.여우,2019-10-31T13:33:15Z,0,https://yt3.ggpht.com/ytc/AKedOLQPhMSHWVUkbwJO-qTlnWosCYpbtFCEKSocBpRf=s48-c-k-c0x00ffffff-no-rj,contents
222,오늘따라 조명빨이 왤케 ;;;   <br>구독자수 =  조명의 밝기,"오늘따라 조명빨이 왤케 ;;;   
구독자수 =  조명의 밝기",손겸,2019-10-31T13:30:55Z,0,https://yt3.ggpht.com/ytc/AKedOLQ6eWWemT5Au3tDsGvUAJZe5fpuvKKtcbHPmsYQ-g=s48-c-k-c0x00ffffff-no-rj,good_feedback
223,진용진 영상에서 제일 맘에 드는건 영상미<br>다른 유튜버들 보면 앵글 멋대로고 색감 깨지고 노이즈고 오지고 영상쪽에서 일하다보니 깔끔하게 찍어서 너무 좋다 유튜버 색이랑 맞게 색감도 안튀고 깨끗하고,"진용진 영상에서 제일 맘에 드는건 영상미
다른 유튜버들 보면 앵글 멋대로고 색감 깨지고 노이즈고 오지고 영상쪽에서 일하다보니 깔끔하게 찍어서 너무 좋다 유튜버 색이랑 맞게 색감도 안튀고 깨끗하고",일상의 색들,2019-10-31T13:24:28Z,0,https://yt3.ggpht.com/ytc/AKedOLRoz2OZijhxc2Jl6XZTWSK-k4x635hPUSxx4sm1iw=s48-c-k-c0x00ffffff-no-rj,good_feedback
224,형 노래방가면 나오는 MR은 왜 굳이 노래방 회사가 만들어야하는지 알아봐줘,형 노래방가면 나오는 MR은 왜 굳이 노래방 회사가 만들어야하는지 알아봐줘,RTX Iiqw,2019-10-31T13:20:11Z,0,https://yt3.ggpht.com/ytc/AKedOLSlz9r-whUnMzELP54c63tcyMzFd36CpeqsvKOXmg=s48-c-k-c0x00ffffff-no-rj,contents
225,개웃경ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진촤롴ㅋㅋㅋㅋ,개웃경ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진촤롴ㅋㅋㅋㅋ,아뭐요배고프다고요,2019-10-31T13:18:27Z,0,https://yt3.ggpht.com/kyaV8cDA_UfKjo7VD_hizD3Rnj2T57N3yFU-8LnqSZa9zej_Wks6frIivEF7rLQwRoaamO0t_g=s48-c-k-c0x00ffffff-no-rj,good_feedback
226,언에듀케이티드키드인 줄 알았네 ㄷㄷ,언에듀케이티드키드인 줄 알았네 ㄷㄷ,Daisy,2019-10-31T13:18:23Z,0,https://yt3.ggpht.com/ytc/AKedOLSCrr-f76JK_pf_s8VqlC0KEXrd2QXqmXh_9h3o2g=s48-c-k-c0x00ffffff-no-rj,good_feedback
227,썸넬 보고 현웃 터짐 ㅋㅋㅋㄹㅋㄹㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㄹㅋㄹㅋㅅㅋㅅㅋㄹㅋㄹㅋㅎㅋㅋㅎㅋㅎㅋㄹㅋㄹㄹㅋㄹㅋㄹㅋㄹㅋㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃곀ㅋㅋㅋㅋㅋㅋ,썸넬 보고 현웃 터짐 ㅋㅋㅋㄹㅋㄹㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㄹㅋㄹㅋㅅㅋㅅㅋㄹㅋㄹㅋㅎㅋㅋㅎㅋㅎㅋㄹㅋㄹㄹㅋㄹㅋㄹㅋㄹㅋㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃곀ㅋㅋㅋㅋㅋㅋ,{으샤으샤}쵸례,2019-10-31T13:17:40Z,0,https://yt3.ggpht.com/ytc/AKedOLQizK-U1x08cQo-1iU-N4YLXh2pVuGSsZYZbDCY=s48-c-k-c0x00ffffff-no-rj,good_feedback
228,많은사람들이 궁금해합니다!<br>성인이 7센치씩큰다는 광고 키크는약 진실인지 알려주세요,"많은사람들이 궁금해합니다!
성인이 7센치씩큰다는 광고 키크는약 진실인지 알려주세요",흙수저의자수성가,2019-10-31T13:15:32Z,0,https://yt3.ggpht.com/ytc/AKedOLT71DBIrWLnySxQXLCsVJJLdqxbPV5yufKAsCPDlw=s48-c-k-c0x00ffffff-no-rj,contents
229,렘...렘... 렘 안돼 망가지면 안돼...렘!!,렘...렘... 렘 안돼 망가지면 안돼...렘!!,이승윤,2019-10-31T13:15:04Z,0,https://yt3.ggpht.com/ytc/AKedOLQnElgno6ctjhL3vQe0zkKWgbw8VnvZZqoZ8Q=s48-c-k-c0x00ffffff-no-rj,good_feedback
230,썸네일 백안!,썸네일 백안!,우지윤,2019-10-31T13:15:04Z,0,https://yt3.ggpht.com/ytc/AKedOLT4XeGujtU5bbTaNOEPjfJFomK-o97oxgeY7JSKCg=s48-c-k-c0x00ffffff-no-rj,good_feedback
231,진용진은 거꾸로 해도 진용진 또 거꾸로 해도 진용진. 하하하하하,진용진은 거꾸로 해도 진용진 또 거꾸로 해도 진용진. 하하하하하,꼼냥,2019-10-31T13:10:18Z,0,https://yt3.ggpht.com/ytc/AKedOLTDnSuZyLjmHRiYBuIr5c4NaR5GBEm7UvLMGQ=s48-c-k-c0x00ffffff-no-rj,good_feedback
232,높은곳에 가면 갈수록 몸무게가 달라진다는데 진짜로  그런지 히말라야 가주세요,높은곳에 가면 갈수록 몸무게가 달라진다는데 진짜로  그런지 히말라야 가주세요,이잉이잉,2019-10-31T13:05:43Z,1,https://yt3.ggpht.com/OAq-fAeqr0oIrZQZ0vontcWShxyeCR2nxiUm8Gkf9ji5jfbOlcJ3ukhlDOPZjeMLx8dDzF0e=s48-c-k-c0x00ffffff-no-rj,contents
233,도ㅏ드림! 저도 좀 도움 받아야하는데...,도ㅏ드림! 저도 좀 도움 받아야하는데...,SimonTUBE 필리핀 엔듀로,2019-10-31T13:04:34Z,0,https://yt3.ggpht.com/bcrRdZjFz9wWJ5UPKo8olEXS1spD4sd97JEdrRYqSRRhUvmY3RweACKQcMhj-hC1itrU_vOyIiY=s48-c-k-c0x00ffffff-no-rj,good_feedback
234,돠드림 컨텐츠 이제 폐지 당하는건가...,돠드림 컨텐츠 이제 폐지 당하는건가...,개굴,2019-10-31T13:02:40Z,0,https://yt3.ggpht.com/ytc/AKedOLROdKZl-df6KyPI2_YfhcY8B_NyLNwcmdZwoLWV=s48-c-k-c0x00ffffff-no-rj,contents
235,원래 돠드림이 진용진이 전매특허로 선정한건데.. 그것을알려드림이 훨씬인기많네. 돠드림을 사람들이 안보네,원래 돠드림이 진용진이 전매특허로 선정한건데.. 그것을알려드림이 훨씬인기많네. 돠드림을 사람들이 안보네,ᄋᄋ,2019-10-31T12:54:30Z,1,https://yt3.ggpht.com/KVHoSoUmj7Rr_2f5yYA8ecgMqNAcZcKch6GwB2yztdXr9pVLJvEV4utBJ3m55c5vxfLJiY2Oxw=s48-c-k-c0x00ffffff-no-rj,good_feedback
236,1인분 같은 2인분과 2인분 같은 1인분의 양에 차이를 알아봐주세요,1인분 같은 2인분과 2인분 같은 1인분의 양에 차이를 알아봐주세요,박서완,2019-10-31T12:54:03Z,0,https://yt3.ggpht.com/ytc/AKedOLTbO9nVJbs4mPNPyjWyLyMm1E8Po4qtDhi0KBiIpQ=s48-c-k-c0x00ffffff-no-rj,contents
237,이런게 진용진이지 내가 빠진 이유고 그것을알려드림도 좋고 진용진일기장은 내최애고 돠드림도 좋다,이런게 진용진이지 내가 빠진 이유고 그것을알려드림도 좋고 진용진일기장은 내최애고 돠드림도 좋다,Min Sik Ham,2019-10-31T12:50:16Z,1,https://yt3.ggpht.com/ytc/AKedOLSH0HgQru7kwW6jiNXNLwhXVjKzjnkKePFWZLrgVw=s48-c-k-c0x00ffffff-no-rj,good_feedback
