,textDisplay,textOriginal,authorDisplayName,publishedAt,likeCount,authorProfileImageUrl,contents_or_feedback
157,썸넬 처녀귀신붙은줄아랐네..,썸넬 처녀귀신붙은줄아랐네..,하피,2021-11-24T08:36:15Z,0,https://yt3.ggpht.com/ytc/AKedOLT0kJeBZdVVcrk9-SnLcOcvFHeDyHFRt5nPbw=s48-c-k-c0x00ffffff-no-rj,피드백
158,군부대 1338전화하면 진짜전화가 연결되는 궁금하고 군부대 신고취소가 되는지도 궁금합니다,군부대 1338전화하면 진짜전화가 연결되는 궁금하고 군부대 신고취소가 되는지도 궁금합니다,심승범,2021-11-24T08:07:32Z,0,https://yt3.ggpht.com/oTo8L_WtGjKwlwxEjXnmlQu-hldOf9WPgAsECbMgyfHVfeOOt2JsE_osaMxtc5z53If9KQko=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
159,가오가 세상 전부인,가오가 세상 전부인,쉽지않아,2021-11-24T07:44:26Z,0,https://yt3.ggpht.com/ytc/AKedOLTgky85Rg3l_z4OyyE4yqcWMxtBLq6G8T_r5w=s48-c-k-c0x00ffffff-no-rj,피드백
160,부러우면  15gg,부러우면  15gg,캥짤튜브 Kangmeme,2021-11-24T07:42:26Z,1,https://yt3.ggpht.com/CU0501Rk4-t-ymNBVGnDWLgEB-QaN7AL_amRMZREGh7pPXZ41nB5X344DM_kmOojVDbJtwHznw=s48-c-k-c0x00ffffff-no-rj,피드백
161,썸네일 사기네,썸네일 사기네,꧅,2021-11-24T07:39:04Z,0,https://yt3.ggpht.com/ytc/AKedOLTKhedm1wmw0oLwp-zbJITqJNR0BsLjW9ZZEN1m=s48-c-k-c0x00ffffff-no-rj,피드백
162,전기차가 벼락맞으면 충전이 될까요?,전기차가 벼락맞으면 충전이 될까요?,캬캬캬,2021-11-24T07:21:25Z,0,https://yt3.ggpht.com/ytc/AKedOLTw37nZPulZ3vGx_K6oe95Ysqsy9s_Zg6lgjw=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
163,원래 없는애들이 있어보이려고 티내고 다니는거지 뭐,원래 없는애들이 있어보이려고 티내고 다니는거지 뭐,재원이애비,2021-11-24T07:15:32Z,0,https://yt3.ggpht.com/ytc/AKedOLTGUBTLe3csVjW9S_WQct7ZNGK7W6R4WKL1749H=s48-c-k-c0x00ffffff-no-rj,피드백
164,주민호씨 신변 조심하세요 ㅋㅋㅋ 이름을 왜 까요 부잔데,주민호씨 신변 조심하세요 ㅋㅋㅋ 이름을 왜 까요 부잔데,Eye Lamp,2021-11-24T06:41:58Z,0,https://yt3.ggpht.com/ytc/AKedOLRms9-iLIpmjcHMEUd7Dt_YWP6tS1tU2VFxlxjC=s48-c-k-c0x00ffffff-no-rj,피드백
165,차는 능력에 맞게,차는 능력에 맞게,Vape Custom,2021-11-24T06:21:53Z,0,https://yt3.ggpht.com/ytc/AKedOLRg1NGSq1C6XZMF3Q7AgcxiX939gHco018jSXNkeA=s48-c-k-c0x00ffffff-no-rj,피드백
166,불장난을 하면 오줌을 쌀까여???? 알아봐주세여,불장난을 하면 오줌을 쌀까여???? 알아봐주세여,콩콩이,2021-11-24T06:21:44Z,0,https://yt3.ggpht.com/0Z1sTRLAGOE1oHc3qN8iaiw9aoUBQnqu6Oih6_BFmrwW42zqES_ndZvW-dXS_6iWtLr4xZQp=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
167,스포츠가 타는게 어때서 난리임?,스포츠가 타는게 어때서 난리임?,전이제,2021-11-24T06:02:56Z,0,https://yt3.ggpht.com/ytc/AKedOLTTBPKTsnGboI1JV0vTV53mVTCpM9PVUmr0ZshmANtR4g=s48-c-k-c0x00ffffff-no-rj,피드백
168,주제추천:포환던지기 선수들 끼리 피구를 하면 누가이길까?<br><br><br><br><br>한명 죽을수도 있겠는데?,"주제추천:포환던지기 선수들 끼리 피구를 하면 누가이길까?




한명 죽을수도 있겠는데?",나나밀크,2021-11-24T05:53:39Z,0,https://yt3.ggpht.com/ytc/AKedOLQ_EmdzZ6njebcqZnQ-odZ_iWKMvklelh7EBrvE=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
169,2020년 기준 외제차 할부 3달이상 연체된 카푸어가 27%임ㅋㅋㅋㅋㅋㅋ<br>할부금이라도 근근히 내고 거지같이 사는 카푸어까지 하면 35%는 하지 않을까 싶다<br>20대 후반에 당장 돈 100만원 한장 꺼낼 여유자금도 없으면 인생 좆된거니까 차사지 마라,"2020년 기준 외제차 할부 3달이상 연체된 카푸어가 27%임ㅋㅋㅋㅋㅋㅋ
할부금이라도 근근히 내고 거지같이 사는 카푸어까지 하면 35%는 하지 않을까 싶다
20대 후반에 당장 돈 100만원 한장 꺼낼 여유자금도 없으면 인생 좆된거니까 차사지 마라",뭐라고?,2021-11-24T05:37:21Z,0,https://yt3.ggpht.com/ytc/AKedOLQW2DJG1nLl6MB4BiZH2_9_sIiSDtdQdXaC8idjzg=s48-c-k-c0x00ffffff-no-rj,피드백
170,일제시대때 살았던 할머니와 할아버지들은 수능한국사 현대사를 맞추실지 궁금하네요,일제시대때 살았던 할머니와 할아버지들은 수능한국사 현대사를 맞추실지 궁금하네요,민환 이,2021-11-24T05:25:21Z,0,https://yt3.ggpht.com/ytc/AKedOLRThr8tl_KgZWPR_f7lHZrMdk3AIbt6uvMBnCn3_FnZJw=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
171,첫번째랑 두번째 진짜 존낰ㅋㅋㅋㅋㅋ 비교된다 카푸어그지색기 어휴,첫번째랑 두번째 진짜 존낰ㅋㅋㅋㅋㅋ 비교된다 카푸어그지색기 어휴,June June,2021-11-24T05:15:46Z,0,https://yt3.ggpht.com/ytc/AKedOLRKgduneBBexQ-2vT85JdE_g5cjtGBWBiC8Up6x=s48-c-k-c0x00ffffff-no-rj,피드백
172,돈 많은 사람들은 돈 많은거 티 안내고 다니던데,돈 많은 사람들은 돈 많은거 티 안내고 다니던데,Donghyeon,2021-11-24T04:31:22Z,0,https://yt3.ggpht.com/ytc/AKedOLS7wgVyMWzN9jZzTHbgjbXIUCcD9RWgrnHAhpx1bQ=s48-c-k-c0x00ffffff-no-rj,피드백
173,쿠팡 첫월급 400이라고 광고하는데<br>사실인지 궁금합니다,"쿠팡 첫월급 400이라고 광고하는데
사실인지 궁금합니다",이치맥,2021-11-24T03:27:12Z,2,https://yt3.ggpht.com/ytc/AKedOLS6Q0VQX59kvkIPzbcNeAm4Mb586mX845tKo7YHSQ=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
174,나 월 1000버는데;;,나 월 1000버는데;;,조세피나,2021-11-24T02:16:17Z,0,https://yt3.ggpht.com/6-aUagK6cIq-LjaJV44_f7mJTvct2PAILlDSWUme7s9jtpQ9lSFF2nVUkbyydT_oON7CC7yp8g=s48-c-k-c0x00ffffff-no-rj,피드백
175,나도 건물주인데 스포츠카 안탄다. 아니 못탄다.,나도 건물주인데 스포츠카 안탄다. 아니 못탄다.,조세피나,2021-11-24T02:13:49Z,0,https://yt3.ggpht.com/6-aUagK6cIq-LjaJV44_f7mJTvct2PAILlDSWUme7s9jtpQ9lSFF2nVUkbyydT_oON7CC7yp8g=s48-c-k-c0x00ffffff-no-rj,피드백
176,씨비 붙었을때 경찰서 연락해서 싸움후 모든책임을 본인들에게 지게하는 합의서 쓰고 지장찍고 경찰 앞에서 싸우는게 가능한지좀 알아봐주세요,씨비 붙었을때 경찰서 연락해서 싸움후 모든책임을 본인들에게 지게하는 합의서 쓰고 지장찍고 경찰 앞에서 싸우는게 가능한지좀 알아봐주세요,복싱 그 자체,2021-11-24T02:11:18Z,0,https://yt3.ggpht.com/jstEvmo_Lul884JE5aunCWEYrys_XRgvETJ4aFvUmEOOmpve-7mSz5TSmHMLRovXNdSpVtda=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
177,용진이형 저 차 살 수 있잖아… 없는 척 하지마!,용진이형 저 차 살 수 있잖아… 없는 척 하지마!,조선우,2021-11-24T02:02:24Z,0,https://yt3.ggpht.com/ytc/AKedOLQOX8QiB3KiM1Au10efkUPEnmFR-jTvzn7CgBiO=s48-c-k-c0x00ffffff-no-rj,피드백
178,돌아오셨었구나ㅎㅎ 몰랐넹 다시 구독 시작ㅎㅎ,돌아오셨었구나ㅎㅎ 몰랐넹 다시 구독 시작ㅎㅎ,Korean Jeon,2021-11-24T01:14:29Z,0,https://yt3.ggpht.com/ytc/AKedOLRpuFzz4eBWZ5aBIDm5SnZF3NkGVDtn6rCU6leF=s48-c-k-c0x00ffffff-no-rj,피드백
179,항공기를 운행하는 비행사들은 UFO를 자주 목격해봤을까 궁금합니다.,항공기를 운행하는 비행사들은 UFO를 자주 목격해봤을까 궁금합니다.,임아재-소확행낚,2021-11-24T00:24:28Z,52,https://yt3.ggpht.com/sj9dz_UK2bZTp4WsKDNfcg5mwoBJ-IBFP3hHbj89JWwj8PtS7GeL1Q3kTQcQzFUTgDb7TZeuDw=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
180,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=4m54s"">4:54</a> 그래버리니까...먼가 씁쓸한 말투같다",4:54 그래버리니까...먼가 씁쓸한 말투같다,하이요,2021-11-24T00:13:10Z,0,https://yt3.ggpht.com/N7qFmb4Ex_9dJWK84eyTinyY9i_xHh37munItSlAwyQPXoZdq6TPIydJzY_RveX_goz-5av3-g=s48-c-k-c0x00ffffff-no-rj,피드백
181,궁금한게 있는데 뚱뚱해서 무게가 어마어마한 사람들이 죽으면 장례절차때 관을 어떻게 드나요?? 막 100키로 넘기만 해도 6명이선 택도 없을듯 한데요.,궁금한게 있는데 뚱뚱해서 무게가 어마어마한 사람들이 죽으면 장례절차때 관을 어떻게 드나요?? 막 100키로 넘기만 해도 6명이선 택도 없을듯 한데요.,o m,2021-11-23T23:35:03Z,0,https://yt3.ggpht.com/ytc/AKedOLQRV2UW0qKb_rK775-L1II5eChtVUhvLmeb7Wb9=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
182,중산층이라는 한마디의 수만명의 멘탈이 아작났습니다,중산층이라는 한마디의 수만명의 멘탈이 아작났습니다,Jesus,2021-11-23T21:26:12Z,0,https://yt3.ggpht.com/ytc/AKedOLTrpVqARPRk2mpJQzx3XNC3dLvpdNZHWeZGfDk9_Q=s48-c-k-c0x00ffffff-no-rj,피드백
183,중년에 페라리타면 그게 진정한 간지,중년에 페라리타면 그게 진정한 간지,델따줘,2021-11-23T20:07:56Z,0,https://yt3.ggpht.com/ytc/AKedOLSBkQU8ex57do790Vo72pBUTTkEfcMBKQIO0A=s48-c-k-c0x00ffffff-no-rj,피드백
184,썸네일 오픈카 귀신인줄 알고 왔는디 낚인거임 ??,썸네일 오픈카 귀신인줄 알고 왔는디 낚인거임 ??,하루,2021-11-23T19:41:47Z,0,https://yt3.ggpht.com/ytc/AKedOLT0fMCezq-SNHx5FFP8qW-ge0CoYhYN8y1E2tFQ6Q=s48-c-k-c0x00ffffff-no-rj,피드백
185,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ허탈하구냐,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ허탈하구냐,이코,2021-11-23T18:06:07Z,0,https://yt3.ggpht.com/ytc/AKedOLQiGmKp9U-W0SnAnLw42OYt8H-83yeuJg5gJg=s48-c-k-c0x00ffffff-no-rj,피드백
186,아 꼴마,아 꼴마,함바,2021-11-23T17:19:35Z,0,https://yt3.ggpht.com/ytc/AKedOLRPUO_qVhHGEdmqr_52OmX5jcwAjC5FmiypHA=s48-c-k-c0x00ffffff-no-rj,피드백
187,"팩트 : 진용진도 저런차 몰수있을 능력, 돈 있음","팩트 : 진용진도 저런차 몰수있을 능력, 돈 있음",여러분,2021-11-23T17:15:13Z,1,https://yt3.ggpht.com/ytc/AKedOLSU3y-M4wuxvD0fVuByPeEmeugZNhe4PtWqpQ=s48-c-k-c0x00ffffff-no-rj,피드백
188,저랑 페북 친추된 07 여자애는 포르쉐 타고 다니더군요,저랑 페북 친추된 07 여자애는 포르쉐 타고 다니더군요,김태후,2021-11-23T16:41:36Z,0,https://yt3.ggpht.com/ytc/AKedOLTqe0UuV-tCzW_p-bdCiRhOQyXWmI3Ba45QJhJkeA=s48-c-k-c0x00ffffff-no-rj,피드백
189,진용진님 당근마켓이나 중고나라 그런 앱을 만든 분들은 뭐로 돈 버는지 궁금해요 앱 쓰는 사람이 중고거래 하는데 버는게 있나 궁금해서요,진용진님 당근마켓이나 중고나라 그런 앱을 만든 분들은 뭐로 돈 버는지 궁금해요 앱 쓰는 사람이 중고거래 하는데 버는게 있나 궁금해서요,쭈니월드,2021-11-23T16:35:35Z,0,https://yt3.ggpht.com/ntKXN-p19tbESugvl2th8LEaf54saC1fCwQDcJXdQZ3DD27m3elsD5ybFbCFzYAFTizrVmUKRw=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
190,뱀술 만들때 큰 뱀들이나 큰 전갈을 병의 작은 입구에 어떻게 넣은지 궁금해요,뱀술 만들때 큰 뱀들이나 큰 전갈을 병의 작은 입구에 어떻게 넣은지 궁금해요,짱짱,2021-11-23T16:31:48Z,0,https://yt3.ggpht.com/ytc/AKedOLRO2x6N2vkHkFOMVfCJkadvUCNXZLs5B4D_ntJz=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
191,딜러분 목소리 류준열인줄,딜러분 목소리 류준열인줄,킴군,2021-11-23T15:59:00Z,0,https://yt3.ggpht.com/ytc/AKedOLRVOVcnta5tAmsv2E_7HQDhm7DGZodBQ9XfMQ=s48-c-k-c0x00ffffff-no-rj,피드백
192,300억이 중산층? 올해 서기 2500년쯤 됐나요?,300억이 중산층? 올해 서기 2500년쯤 됐나요?,ᄉᄉ,2021-11-23T15:38:45Z,0,https://yt3.ggpht.com/ytc/AKedOLSrJG66AyYJHyLNIfSnMgfbUIUaNVCwPh4HCVv_dQ=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
193,용진이형 소목장도 좋은데 배틀그라운드 핵쟁이BJ 였던 카이저도 인터뷰 해줘요.,용진이형 소목장도 좋은데 배틀그라운드 핵쟁이BJ 였던 카이저도 인터뷰 해줘요.,현민,2021-11-23T15:38:35Z,0,https://yt3.ggpht.com/ytc/AKedOLSACsEA4jQME1FxsGvP7Co_MevwaahxPDah2qm8kA=s48-c-k-c0x00ffffff-no-rj,피드백
194,이재명 뽑으면 저 300억이 3억으로 된다 이거지? 이거보고 무조건 이재명 뽑는다 무조건,이재명 뽑으면 저 300억이 3억으로 된다 이거지? 이거보고 무조건 이재명 뽑는다 무조건,토 토마,2021-11-23T15:38:23Z,0,https://yt3.ggpht.com/Njywqj32eZ_kTfJcsLAWnPzRilP5rd_dp1ASVMpn5Yz9ub-gv0Nr8f5V4lSGm2BLfBEbb-MStg=s48-c-k-c0x00ffffff-no-rj,피드백
195,빼앗긴 중산층.......... 그래도 중산층이라고 하는 절대적인 정도가 있지 무슨 본인 명의 부동산이 300억인데 중산층입니까....... 시발 부럽내.......,빼앗긴 중산층.......... 그래도 중산층이라고 하는 절대적인 정도가 있지 무슨 본인 명의 부동산이 300억인데 중산층입니까....... 시발 부럽내.......,정석진,2021-11-23T15:35:16Z,0,https://yt3.ggpht.com/ytc/AKedOLRmcz3q1ysFPkZz6qhJheSTyO0fWAY3vK2LEa8R3w=s48-c-k-c0x00ffffff-no-rj,피드백
196,26세 라는 말에 놀랬다 무슨 뜻인지 알지?,26세 라는 말에 놀랬다 무슨 뜻인지 알지?,양성민,2021-11-23T15:11:19Z,0,https://yt3.ggpht.com/ytc/AKedOLSTY7jUF9K0PrGD0H6Q4SsMt47y1BXRqKPxoQ=s48-c-k-c0x00ffffff-no-rj,피드백
197,부모가  사기 처서   자식  돈자랑 하라고 태어 난거임,부모가  사기 처서   자식  돈자랑 하라고 태어 난거임,김재동,2021-11-23T14:05:46Z,1,https://yt3.ggpht.com/ytc/AKedOLS0XbBvXFCAwKtQdXPFUjKlu5q1VCDQNzKu2g=s48-c-k-c0x00ffffff-no-rj,피드백
198,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=3m28s"">3:28</a> 자막 왜이리 웃기죠 ㅋㅋㅋㅋㅋㅋㅋ<br>본인은 카푸어라고 생각하세요? 아니오<br>(자막): 카푸어","3:28 자막 왜이리 웃기죠 ㅋㅋㅋㅋㅋㅋㅋ
본인은 카푸어라고 생각하세요? 아니오
(자막): 카푸어",Nubicum Wot blitz,2021-11-23T14:04:17Z,1,https://yt3.ggpht.com/DKeeekmuoe-c-3xYa3STm2A3LfYxIW1G9ZHBkHBa-3LLf_cqATukMnSPH-CzT_CHNSTl6flvWg=s48-c-k-c0x00ffffff-no-rj,피드백
199,임창정 소주한잔 뮤비에서 대학교 남자선배?가 뭐라 했길래 창정이형이 때렸는지 궁금해요,임창정 소주한잔 뮤비에서 대학교 남자선배?가 뭐라 했길래 창정이형이 때렸는지 궁금해요,shehth,2021-11-23T13:49:25Z,0,https://yt3.ggpht.com/ytc/AKedOLRFn-uBiUUvwcrIh9XLefMrskS2-QZM2lgVkJPhKeD-yUPACdcBWX2a_2nEomqa=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
200,노숙자가 죽으면 시체는 어떻게 처리하고 장례식은 치러지는지 궁금합니다,노숙자가 죽으면 시체는 어떻게 처리하고 장례식은 치러지는지 궁금합니다,석석,2021-11-23T13:44:39Z,3,https://yt3.ggpht.com/ytc/AKedOLT73PfRTjwRXoQkM3VVaAAkO1_6v-jaXrterm2f3w=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
201,버스 기사분들 운행하시다가 경로 이탈하면 어떻게 되는지 알려주세요 !,버스 기사분들 운행하시다가 경로 이탈하면 어떻게 되는지 알려주세요 !,김동희,2021-11-23T13:11:41Z,2,https://yt3.ggpht.com/ytc/AKedOLTIbnjGhduRhLaXVb2qa0fB9WMcTiJxY2j-Lfiq=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
202,이거보고 이재명뽑는다,이거보고 이재명뽑는다,이도형,2021-11-23T13:09:04Z,0,https://yt3.ggpht.com/ytc/AKedOLRABeV-s6djlmEMqWdSrrC_8dxqCoBorU0piqRRAQ=s48-c-k-c0x00ffffff-no-rj,피드백
203,서바이벌의 대가인 베어그릴스가 캡사이신 원액을 원샷 할수있는지 궁금합니다.,서바이벌의 대가인 베어그릴스가 캡사이신 원액을 원샷 할수있는지 궁금합니다.,Jonkornealus,2021-11-23T13:08:40Z,0,https://yt3.ggpht.com/YIeh8phCQqxEKQIu8UxKMAJj-ZvTXjZpIbYfYabAUmEUJPwujM9ksJwV1UmU4BaZlMrCo9_wmvE=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
204,개똥벌레는 왜 친구가 없는지 궁금합니다.,개똥벌레는 왜 친구가 없는지 궁금합니다.,박춘배,2021-11-23T13:00:35Z,0,https://yt3.ggpht.com/ytc/AKedOLQaQ-J3PzL_lqubi4XSdR5aB9_onqhvtTHUHw=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
205,신부님과 전도사님은 롤을 할 때 욕을 안하시는지 궁금합니다.,신부님과 전도사님은 롤을 할 때 욕을 안하시는지 궁금합니다.,이이고스베이킹 eegos,2021-11-23T11:58:04Z,0,https://yt3.ggpht.com/QDvZwE7lWBOo0m252GMTwIxuG5aOPoueLt7a8wDMp-I_L0iwP87DvjzuJxYj-l3iRc_lkxui=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
206,주차장에서 엑셀쳐밟는 가오보소ㅋㅋㅋㅋㅋ<br>옆사람이 멋있어할줄아는건가,"주차장에서 엑셀쳐밟는 가오보소ㅋㅋㅋㅋㅋ
옆사람이 멋있어할줄아는건가",기무쿙,2021-11-23T11:48:51Z,0,https://yt3.ggpht.com/ytc/AKedOLQL07-9AsIZwvhJnFtXtqPtVgopvKggCySKvFhZprnGrA=s48-c-k-c0x00ffffff-no-rj,피드백
207,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=3m09s"">3:09</a> 품위유지비ㅋㅋㅋㅋㅋ<br>존나 웃기네ㅋㅋㅋㅋㅋ","3:09 품위유지비ㅋㅋㅋㅋㅋ
존나 웃기네ㅋㅋㅋㅋㅋ",악마는 푸라닭을 먹는다.,2021-11-23T11:37:13Z,1,https://yt3.ggpht.com/ytc/AKedOLRGvmeVvwEdkiipM5aFsPflnR_FQSDTrQ72mkDY=s48-c-k-c0x00ffffff-no-rj,피드백
208,"😍OMG, まさに私が必要なもの 😍<br><del>-----かわいい----------------------の子 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------</del> 私はあなたのための特別なホットな女の子 💋 <a href=""https://vk.sv/VrJbTg"">https://vk.sv/VrJbTg</a> 無料ログイン💋<br><br><br>Gaze: &quot;Amazed&quot;<br>Lips: &quot;Sensual&quot;<br>Smile: &quot;Sweeter&quot;<br>Body: &quot;Colder&quot;<br>Жизнь, как красивая мелодия, только песни перепутались.<br><a href=""http://www.youtube.com/results?search_query=%23%D0%BE%D0%B4%D0%BD%D0%B0%D0%BA%D0%BE"">#однако</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%8F"">#я</a> <a href=""http://www.youtube.com/results?search_query=%23%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E"">#люблю</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%82%D0%B0%D0%BA%D0%B8%D1%85"">#таких</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%80%D1%8B%D0%B1%D0%B0%D0%BA%D0%BE%D0%B2"">#рыбаков</a> <a href=""http://www.youtube.com/results?search_query=%23%E5%9E%83%E5%9C%BE"">#垃圾</a><br>* Everyone talking its true *<br>* * While me: <br>* &quot; Wow that looks so delicious i wanna eat it so badÓ╭╮Ò&quot;<br>* * Жизнь, как красивая мелодия, только песни перепутались<br>* <a href=""http://www.youtube.com/results?search_query=%23%D0%BE%D0%B4%D0%BD%D0%B0%D0%BA%D0%BE"">#однако</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%8F"">#я</a> <a href=""http://www.youtube.com/results?search_query=%23%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E"">#люблю</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%82%D0%B0%D0%BA%D0%B8%D1%85"">#таких</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%80%D1%8B%D0%B1%D0%B0%D0%BA%D0%BE%D0%B2"">#рыбаков</a><br>* * Who really likes me?<br>* You guys...<br>* * Ahh, I&#39;m turbulent<br>* when your beauty is in front of me.<br>* *  Жизнь, как красивая мелодия, только песни перепутались<br>*   <a href=""http://www.youtube.com/results?search_query=%23%D0%BE%D0%B4%D0%BD%D0%B0%D0%BA%D0%BE"">#однако</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%8F"">#я</a> <a href=""http://www.youtube.com/results?search_query=%23%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E"">#люблю</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%82%D0%B0%D0%BA%D0%B8%D1%85"">#таких</a> <a href=""http://www.youtube.com/results?search_query=%23%D1%80%D1%8B%D0%B1%D0%B0%D0%BA%D0%BE%D0%B2"">#рыбаков</a> <a href=""http://www.youtube.com/results?search_query=%23%E5%9E%83%E5%9C%BE"">#垃圾</a>","😍OMG, まさに私が必要なもの 😍
------かわいい----------------------の子 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 私はあなたのための特別なホットな女の子 💋 https://vk.sv/VrJbTg 無料ログイン💋


Gaze: ""Amazed""
Lips: ""Sensual""
Smile: ""Sweeter""
Body: ""Colder""
Жизнь, как красивая мелодия, только песни перепутались.
#однако #я #люблю #таких #рыбаков #垃圾
* Everyone talking its true *
* * While me: 
* "" Wow that looks so delicious i wanna eat it so badÓ╭╮Ò""
* * Жизнь, как красивая мелодия, только песни перепутались
* #однако #я #люблю #таких #рыбаков
* * Who really likes me?
* You guys...
* * Ahh, I'm turbulent
* when your beauty is in front of me.
* *  Жизнь, как красивая мелодия, только песни перепутались
*   #однако #я #люблю #таких #рыбаков #垃圾",mise,2021-11-23T11:15:12Z,0,https://yt3.ggpht.com/i_Nq2wRq2ByeDAzBPMimj2D964tn8vtHqujtx5MB26VBKXOlaW39pqWf3G4VkUgU-58QSiSQlQ=s48-c-k-c0x00ffffff-no-rj,피드백
209,"<a href=""https://www.youtube.com/watch?v=Mh-ip0PxJK0&amp;t=3m32s"">3:32</a> 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",3:32 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,임승현,2021-11-23T10:59:58Z,0,https://yt3.ggpht.com/ytc/AKedOLRc5rGO1nEjZtB_QvoqeUVuEd0OJxr9YyEHqWgr2Vnigw=s48-c-k-c0x00ffffff-no-rj,피드백
210,ㅎㅎ,ㅎㅎ,AG performance,2021-11-23T10:49:55Z,0,https://yt3.ggpht.com/T8WWb7R8p-U9fCgLcpIpe4Ra2CUYLOQtMQrABqzNb2jtg9xhvLoIOrez3KFjlDGRtKi0PEekrLk=s48-c-k-c0x00ffffff-no-rj,피드백
211,열놈비공개와 한분 얼굴공개의차이네 ㅎ,열놈비공개와 한분 얼굴공개의차이네 ㅎ,캐빈이다,2021-11-23T10:40:37Z,0,https://yt3.ggpht.com/ytc/AKedOLRE03ERyOLmfldisQGeCY1sbj7Is7SDvkHyz9BEFQ=s48-c-k-c0x00ffffff-no-rj,피드백
212,인형뽑기 같은거에 돈이 아닌 종이 같은걸<br>대신 넣으면 어떻게 되는지 궁금합니다,"인형뽑기 같은거에 돈이 아닌 종이 같은걸
대신 넣으면 어떻게 되는지 궁금합니다",리후[Lihu],2021-11-23T10:19:42Z,0,https://yt3.ggpht.com/bH3DjYY1HfyOoAj-vxjL7QSzHSRto9ZHFweG6tl6tgu5c4gxyuzRDGGdb8mSd4J_gZ3w8r4sdw=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
213,"눈,코,입은 연결 되어있는데 물속에서 코 또는 입으로 물을 들이킨 후 눈이나 코로 내보내서<br>물속에 계속 있을수있나 궁금합니다.","눈,코,입은 연결 되어있는데 물속에서 코 또는 입으로 물을 들이킨 후 눈이나 코로 내보내서
물속에 계속 있을수있나 궁금합니다.",Mㅣnet,2021-11-23T10:04:50Z,0,https://yt3.ggpht.com/ancNWM3jdGkd2Neh6_nNur_o9faWCVkqQLBhiVoi2einT1e8G4v87Pk9XEURRFo26BAgC7y_Oz0=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
214,주제추천<br><br>핫팩을 몇시간 동안 가지고 있으면 핫팩안에 동그런 알? 같은게 있는데 그게 뭘까?,"주제추천

핫팩을 몇시간 동안 가지고 있으면 핫팩안에 동그런 알? 같은게 있는데 그게 뭘까?",하핳,2021-11-23T09:56:57Z,1,https://yt3.ggpht.com/ytc/AKedOLRF5NWci4lKNMCfLAiL3BdbDum858d2LIp_hTWqpA=s48-c-k-c0x00ffffff-no-rj,컨텐츠 요구
