,authorDisplayName,authorProfileImageUrl,textDisplay,textOriginal,likeCount,publishedAt,predict
77,김은실,https://yt3.ggpht.com/ytc/AKedOLS07I86PkM_2m6iv_99zwyi0pD4RuIgjWVUjg=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강,꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강  꽁기깅강꽁기깅깅강꽁기깅강강강,0,20211117,bad_feedback
78,전플게임채널,https://yt3.ggpht.com/GMH5QI0Rtd3_Y6uYJKVdWU-iWHK-3kxSXNgXcoUMPWlvfPNWJhBiCMl2K7f-bS31Diym7UOkCA=s48-c-k-c0x00ffffff-no-rj,이분이 꽁기깅기깅공강강의 원조를 만는 분인가?,이분이 꽁기깅기깅공강강의 원조를 만는 분인가?,0,20211117,contents
79,"보결❤️ 꿈뜰이,드레싱",https://yt3.ggpht.com/sDHFsScDfzpYBe53vzZmnmcrX_Bf-8z4Fz4B3_RJl8TlXzxBpvglWSDMqNtiwxI_yRJfPLgSVA=s48-c-k-c0x00ffffff-no-rj,이건 보면 볼수록 어이없는데 웃김ㅋㅋㅋㅋ &#39;이게 대체 뭐지..?&#39; 하면서도 웃고있어ㅋㅋㅋ,이건 보면 볼수록 어이없는데 웃김ㅋㅋㅋㅋ '이게 대체 뭐지..?' 하면서도 웃고있어ㅋㅋㅋ,3,20211116,bad_feedback
80,white cream 허연크림,https://yt3.ggpht.com/QzGVl75C5qEgwhDDS0S5bISCH4r4R0DQ0q967bpVP5N8T9nofPZpUB-t-hnEy1gA1GaeBxbayg=s48-c-k-c0x00ffffff-no-rj,마기라스가 하면 ㅋㅋ,마기라스가 하면 ㅋㅋ,0,20211116,bad_feedback
81,밀크,https://yt3.ggpht.com/P2mEDUnpqE3ZSErwI9iS686dA8ib4IgKWb5WC7woqYG08PAcm1jBzxZtUv8x5qfuHMQtn8KGMA=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 ㅃ우웅ㅇ,꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 꽁기깅강꽁기깅깅강꽁기깅강공강꽁 ㅃ우웅ㅇ,0,20211116,bad_feedback
82,송유진,https://yt3.ggpht.com/ytc/AKedOLRApfL7D03ySnET4N8x5Apwwr5rPe4MrZVX-w=s48-c-k-c0x00ffffff-no-rj,알고리즘이 이끄는대로,알고리즘이 이끄는대로,0,20211115,contents
83,심준혁,https://yt3.ggpht.com/ytc/AKedOLSRBNo1X26LW1NiNh67R6QSE8r95OB5norhtdigocOIlg=s48-c-k-c0x00ffffff-no-rj,나 고정해줘,나 고정해줘,0,20211115,bad_feedback
84,소지로,https://yt3.ggpht.com/MbBPgQNzEZNCj43DiqjEQYkT-RBe9UbrN-1ntqkiQpU80cbpq_M9WTQcfOvfamX5ggn4ynT-Dg=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅강공강뿌와앙,꽁기깅강꽁기깅깅강꽁기깅강공강뿌와앙,0,20211115,bad_feedback
85,수진 변,https://yt3.ggpht.com/ytc/AKedOLSR1lZ4sqYBX8MgXLEXngerHma5GWh3uxhthnXRlsnVWQ=s48-c-k-c0x00ffffff-no-rj,이거 좋아하는데 나 이거 자주 부름<br>꽁기깅기꽁기깅깅강꽁기깅강공강 뽜아앙,"이거 좋아하는데 나 이거 자주 부름
꽁기깅기꽁기깅깅강꽁기깅강공강 뽜아앙",0,20211115,good_feedback
86,김은실,https://yt3.ggpht.com/ytc/AKedOLS07I86PkM_2m6iv_99zwyi0pD4RuIgjWVUjg=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅깅강,꽁기깅강꽁기깅깅강꽁기깅깅강,0,20211115,bad_feedback
87,노빡,https://yt3.ggpht.com/1BgqLmWiDEr-K1JmCYECQcNRJKNeBfFPc1cBNnZYecgRxDYYHsAmMIXM_bMPnMwvo7h2lmWdoXM=s48-c-k-c0x00ffffff-no-rj,밈이 아니라 만화의 한장면인데 ㅋㅋ,밈이 아니라 만화의 한장면인데 ㅋㅋ,0,20211115,good_feedback
88,오영석,https://yt3.ggpht.com/ytc/AKedOLQFJIpmaciXl1Ep0-ubnLQLDrSjLZn7iYk594nrhA=s48-c-k-c0x00ffffff-no-rj,4초짜리 영상 보려고 5초짜리 광고봤다 ㅋㅋㅋㅋㅋㅋ<br>질문 안받는다 ㅋㅋㅋㅋㅋㅋㅋㅋ,"4초짜리 영상 보려고 5초짜리 광고봤다 ㅋㅋㅋㅋㅋㅋ
질문 안받는다 ㅋㅋㅋㅋㅋㅋㅋㅋ",0,20211115,bad_feedback
89,러버덕tv,https://yt3.ggpht.com/-2XIibqjZKVBHXobMyyvB_a3bMvfkgk4tTpQlJzwJsnDyxTq3vX3g9yeSlSl61zlDh28FYTzLG8=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋㅋㅋㅋ너무 웃김,ㅋㅋㅋㅋㅋㅋ너무 웃김,0,20211114,good_feedback
90,오징어해양범죄과학수사국 DSMCSI,https://yt3.ggpht.com/-Ih4NvwRo0HdAjf_R369iuPHUyeJZx4hL-G63FpdMmyY5lyvCF5DUt-MMYPG-5yUbZul8kjFbKY=s48-c-k-c0x00ffffff-no-rj,한국밈피하기하다가 떠서 이게 뭐지 해ㅛ는데 이거였구나,한국밈피하기하다가 떠서 이게 뭐지 해ㅛ는데 이거였구나,0,20211114,good_feedback
91,아아 아,https://yt3.ggpht.com/ytc/AKedOLSR1lZ4sqYBX8MgXLEXngerHma5GWh3uxhthnXRlsnVWQ=s48-c-k-c0x00ffffff-no-rj,이거 어디서 나온 거임?,이거 어디서 나온 거임?,0,20211114,bad_feedback
92,갈퀴,https://yt3.ggpht.com/b5nacnp2jfvh63CjQmguBDcvGhsPJK_fPiIvsTROdVct2DHLAXloQC9E6ptNdA75Zbrtf0H_FKg=s48-c-k-c0x00ffffff-no-rj,안 본 사람은 있어도 한 번 본사람은 없다는,안 본 사람은 있어도 한 번 본사람은 없다는,1,20211114,good_feedback
93,임연우,https://yt3.ggpht.com/ytc/AKedOLTQLWImQXnezPvP0mydHdsRyfAQDq8uAs_OLw=s48-c-k-c0x00ffffff-no-rj,?,?,0,20211114,bad_feedback
94,범준,https://yt3.ggpht.com/ytc/AKedOLRU1U8C-FO17c4n0M-CxewEvID2ywAeWfeS0UtQ0g=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋ씨발 이거 자꾸 머리속에서 생각났는데 제목이 뭔지 기억안나서 못찾고있었는데 알고리즘에 뜨노,ㅋㅋㅋ씨발 이거 자꾸 머리속에서 생각났는데 제목이 뭔지 기억안나서 못찾고있었는데 알고리즘에 뜨노,0,20211114,good_feedback
95,사탄,https://yt3.ggpht.com/dl2uMQh-E6h5w1ttvVsg2uSMax_LXMd5qaDmpIdovCJlLza4EHt_xlwJX-NWugA-SB3uZWsYq9s=s48-c-k-c0x00ffffff-no-rj,이거원본이머지.,이거원본이머지.,0,20211113,bad_feedback
96,양,https://yt3.ggpht.com/u1a6O8eHrtkvvwsLOBFLbxcHFsZn1uwxVlv5cZlElShWE9_qUBSzjSmwv0JbWizuDaLGxXp-hy8=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,20211113,good_feedback
97,유광표,https://yt3.ggpht.com/ytc/AKedOLR_VNZo4KkBFTVQLrkgvistGsn4XWYi5DjMGd9K=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=8vAouplPQsc&amp;t=0m03s"">0:03</a>",0:03,1,20211113,bad_feedback
98,김계민,https://yt3.ggpht.com/ytc/AKedOLSeNAWKhMH-it1RlDuMyM2daHwGjDSfw_lrdQ=s48-c-k-c0x00ffffff-no-rj,근데 이거 고누리 목소리 아님?,근데 이거 고누리 목소리 아님?,0,20211113,bad_feedback
99,게임하고싶다,https://yt3.ggpht.com/oPa8i74NturyHNFRE8NX_--LZZA-lwBfeZeT6N7mJAQOAi-SE4w1SANDWJZYc-U_J6EfniPgjA=s48-c-k-c0x00ffffff-no-rj,꽁기깅타ㅓ놔오ㅓ커자커뎌나ㅠ2ㅓ마ㅗ디므오다저ㅓ어조ㅓ자ㅛㅓㅓ나1ㅎ쟈나ㅗ댜지뉴오ㅡㅈㅎㅎ아투ㅕ다ㅜ너아자ㅓㅓ1ㅜㅌ러,꽁기깅타ㅓ놔오ㅓ커자커뎌나ㅠ2ㅓ마ㅗ디므오다저ㅓ어조ㅓ자ㅛㅓㅓ나1ㅎ쟈나ㅗ댜지뉴오ㅡㅈㅎㅎ아투ㅕ다ㅜ너아자ㅓㅓ1ㅜㅌ러,0,20211113,good_feedback
100,마늘요리,https://yt3.ggpht.com/ytc/AKedOLRe87n7ctl3xVkVcN88O_mKKueoOP029PSyOCVe=s48-c-k-c0x00ffffff-no-rj,1921 : 미래에는 하늘을 나는 자동차가 있겠지<br>2021 : 하늘을 나는 꽁기깅강,"1921 : 미래에는 하늘을 나는 자동차가 있겠지
2021 : 하늘을 나는 꽁기깅강",0,20211112,bad_feedback
101,v v,https://yt3.ggpht.com/ytc/AKedOLQaQAs6zHanERJwpCZzE2o6b4n30vJRX9WDW0IB=s48-c-k-c0x00ffffff-no-rj,내 생애 제일 쓸데없는 4초,내 생애 제일 쓸데없는 4초,0,20211112,bad_feedback
102,오줌이TV,https://yt3.ggpht.com/zcwmVlc8o6mSY-xCd4yWManhEqtF8OtHJl2r5-2OBh7zQfxRk5jrM0WaUoyeyzJ30QDCL9AthF0=s48-c-k-c0x00ffffff-no-rj,핵초보유튜버에서 유명 유튜버로 떡상!,핵초보유튜버에서 유명 유튜버로 떡상!,0,20211112,bad_feedback
103,제닌JN,https://yt3.ggpht.com/1S7jRnrgJkSA4ETtU8p2L8AWVUbULbBRAN-abCId3VbflU83RvSbh6yOl2T7UnYaiwvYkHCGjA=s48-c-k-c0x00ffffff-no-rj,이거 짤툰에 노우는거 아닌가,이거 짤툰에 노우는거 아닌가,0,20211112,bad_feedback
104,L€MON,https://yt3.ggpht.com/aJO4yor-bM9ditmRDUuxfhiHBHLkJMKCrW7bzBKtPRlVAjA6vKHKGSi6T2NfvCTCCwKWmVMS=s48-c-k-c0x00ffffff-no-rj,4초짜리 볼려고 6초짜리 광고를 틀어주는 유튜브가 레전드다,4초짜리 볼려고 6초짜리 광고를 틀어주는 유튜브가 레전드다,0,20211112,good_feedback
105,호떡,https://yt3.ggpht.com/x4RXdPKcbuFIHpIPbgIdQcW--OzJcVdxfQ_WS08CKXNnggq9Kbqj1gG5HSMKcaguVgm8Gdx-pw=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅공강뿌와아아아아아아아아앙~~~~~,꽁기깅강꽁기깅깅강꽁기깅공강뿌와아아아아아아아아앙~~~~~,0,20211112,bad_feedback
106,Hun Cho,https://yt3.ggpht.com/ytc/AKedOLTYQZ-zbeMidKOpbT--NBKfoEEWzQPkCLUkh1Ua=s48-c-k-c0x00ffffff-no-rj,이거 0.25배속 해보셈 ㅋ,이거 0.25배속 해보셈 ㅋ,0,20211111,bad_feedback
107,게임도사 _ TV,https://yt3.ggpht.com/URE9nTWZcvdlATE9rjeTzPnTyhpxr_-X02yIXfV46dhxhHn1RDQlxKjSOpE6I363zaQw9t6vQw=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ,0,20211111,good_feedback
108,레바tv,https://yt3.ggpht.com/zaBdtbn5MlAN-0qhc7_5hTV4MvJpjNNUByv-EHBn1BrgNj4cNC08iyh0sx1CR8IrCYzczwXwVA=s48-c-k-c0x00ffffff-no-rj,마지막 방구 뀐거 아님?,마지막 방구 뀐거 아님?,0,20211111,good_feedback
109,유광표,https://yt3.ggpht.com/ytc/AKedOLR_VNZo4KkBFTVQLrkgvistGsn4XWYi5DjMGd9K=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅강공강뿡,꽁기깅강꽁기깅깅강꽁기깅강공강뿡,0,20211111,bad_feedback
110,현수 이,https://yt3.ggpht.com/ytc/AKedOLQ0QXQBMyhosaLlfc3yOmFDzCu99zOPvkRgF2y6svk9_w=s48-c-k-c0x00ffffff-no-rj,xx 이게 뭔데 롤 할때마다 애들이 링크 도배 하냐,xx 이게 뭔데 롤 할때마다 애들이 링크 도배 하냐,1,20211111,bad_feedback
111,김경선,https://yt3.ggpht.com/ytc/AKedOLTXpudXsxuXyr6vqCW-BBxSyUb_dzS5LiaA2Q=s48-c-k-c0x00ffffff-no-rj,광고가 더 긴 영상,광고가 더 긴 영상,0,20211111,bad_feedback
112,심원석,https://yt3.ggpht.com/ytc/AKedOLQ3QqyC05MNfL_jR1xn3AxcaO-sCPwSmSSgyQ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=8vAouplPQsc&amp;t=0m03s"">0:03</a>",0:03,0,20211110,bad_feedback
113,바팅화면.,https://yt3.ggpht.com/ytc/AKedOLS2E34MZfDA2zBo5EOoYmUjIRNxYdqJQaRTmwsTmA=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=8vAouplPQsc&amp;t=0m03s"">0:03</a>",0:03,0,20211110,bad_feedback
114,UBM 스타]]UBM star,https://yt3.ggpht.com/henk1hFJDAbTbzE0v3Cgjjc1a8yQZb3WneomIQ8nb9zY_ouxdsj2NsQMVCBKKhiLTENShaV_eA=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅걍공 (슈우우우욱~~~) 뿌와아아아아앙,꽁기깅강꽁기깅깅강꽁기깅걍공 (슈우우우욱~~~) 뿌와아아아아앙,0,20211110,bad_feedback
115, 토즌 ToZen,https://yt3.ggpht.com/S9DDCGz2eap14kaHOE_48Kle_27SR13sbbiNDYO1x9gKIUxXDYduzEh2GK6MCW1no7L7dQzdlCM=s48-c-k-c0x00ffffff-no-rj,조회수가 200만 ㅋㅋ,조회수가 200만 ㅋㅋ,0,20211110,bad_feedback
116,루브,https://yt3.ggpht.com/xY7Ay-6-lr7A3kGj_5Ofj9PUyYz-h2uWYTZxu0kOJQ2EgEPwClPnQ6G-0jtR6LiYc2IymR5t=s48-c-k-c0x00ffffff-no-rj,꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공,꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공강꽁기깅강꽁기깅깅강꽁기깅강공,0,20211109,bad_feedback
117,YT,https://yt3.ggpht.com/KdIqj4ztswYNm5vdL5Ur4M4279tvjx0RgJO2wQUPNnfLU1yuRM_cyvvxMwmIWL8DpN3h2skOMQ=s48-c-k-c0x00ffffff-no-rj,꽈읻나 아ㅜ냐주ㅑㅜ냐ㅗㅑ우ㅑㅓ야ㅓ.....,꽈읻나 아ㅜ냐주ㅑㅜ냐ㅗㅑ우ㅑㅓ야ㅓ.....,0,20211109,bad_feedback
118,Thomas Shin,https://yt3.ggpht.com/ytc/AKedOLTf7KOpqt7UsCZ9uKnKZQagq59f5RkXpCVNSw=s48-c-k-c0x00ffffff-no-rj,중독성 넘 심해 ㅋㅋ,중독성 넘 심해 ㅋㅋ,0,20211109,bad_feedback
119,Thomas Shin,https://yt3.ggpht.com/ytc/AKedOLTf7KOpqt7UsCZ9uKnKZQagq59f5RkXpCVNSw=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,20211109,good_feedback
120,우주다크,https://yt3.ggpht.com/kWOwUHtKubFg-U6gnG9XKidlTiTiKY0JYMEz9lhreclL3ti4lq3jWGOSEE38lHLRpsqGi9OT=s48-c-k-c0x00ffffff-no-rj,알고리즘이 날 반겨주고 들어가봤더니 방귀를 뀌네? 놀랍다 저렇게 리듬타듯이 방귀를 뀌는게 놀랍다,알고리즘이 날 반겨주고 들어가봤더니 방귀를 뀌네? 놀랍다 저렇게 리듬타듯이 방귀를 뀌는게 놀랍다,0,20211109,bad_feedback
121,로블록스 초보 에니메이터,https://yt3.ggpht.com/oTfanbk98Vjkzuxkpry7njRctfh09k24NlnrmoIdpJ6yj96gVzTDFmT_za002SiSyjIjNkFE4g=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=8vAouplPQsc&amp;t=0m03s"">0:03</a> 방구 소리(?)",0:03 방구 소리(?),0,20211109,bad_feedback
122,김민찬,https://yt3.ggpht.com/ytc/AKedOLS_nzBa9xleBaBf3bzw-qV2Upckr1RxHtt6uhS9=s48-c-k-c0x00ffffff-no-rj,이게 뭐고,이게 뭐고,0,20211109,bad_feedback
123,윤세라,https://yt3.ggpht.com/ytc/AKedOLTzle6WR7FI-Ag_hwUm7iHHEJS2ih-Y8XE5qg=s48-c-k-c0x00ffffff-no-rj,그와중에 목소리도 웃기네 ㅋㅋㅋㅋ,그와중에 목소리도 웃기네 ㅋㅋㅋㅋ,1,20211109,bad_feedback
124,셀킹 [YOUTUBE],https://yt3.ggpht.com/GGtd6OZ0D1gH4qbqoWobbGkRl74zsB1iCEu_KNhlf9NE-xMgmxAYpHIZK93afmwIdcdyzjA=s48-c-k-c0x00ffffff-no-rj,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,0,20211108,good_feedback
125,예현,https://yt3.ggpht.com/ytc/AKedOLSQs0NNVD9XIt8GgWB3UN_EZZCfJdoQO1zgyg=s48-c-k-c0x00ffffff-no-rj,바름 하기 어려다ㅠ,바름 하기 어려다ㅠ,0,20211107,bad_feedback
126,붕붕이TV,https://yt3.ggpht.com/ytc/AKedOLQBhFTrgkkFarDj4FZ_QtzH7nMLzvi5oh-soone=s48-c-k-c0x00ffffff-no-rj,이거 짤툰에서도 나온건데 재밌닼ㅋㅋㅋ,이거 짤툰에서도 나온건데 재밌닼ㅋㅋㅋ,1,20211107,good_feedback
127,서상수,https://yt3.ggpht.com/ytc/AKedOLRIbng7dzhwUPmZ9VRv_gWsNge3fIM2F0J9BA=s48-c-k-c0x00ffffff-no-rj,현재 한국밈피하기,현재 한국밈피하기,0,20211107,good_feedback
128,Hakinz,https://yt3.ggpht.com/EvqMQTMoBsIMaAAg18q_RT4RMVved_N5F_mReuujjrNZEUPjpacY-3IlK6fVR-9afiZIsFMc2g=s48-c-k-c0x00ffffff-no-rj,그에 손에 쥐어지는 합격 마스터볼,그에 손에 쥐어지는 합격 마스터볼,0,20211107,good_feedback
129,이상직,https://yt3.ggpht.com/ytc/AKedOLTWsBv01UCzHU5hQIBfnH_3-QmGRQmxtZEyLg=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=8vAouplPQsc&amp;t=0m00s"">0:00</a>",0:00,0,20211106,bad_feedback
130,N,https://yt3.ggpht.com/ytc/AKedOLRQxtRc4MGS45OxJDe1QbINHvrD0PcWGdoCxQ9l=s48-c-k-c0x00ffffff-no-rj,꽁기깅깅깅공강강꽁기깅깅기깅강 부와앙,꽁기깅깅깅공강강꽁기깅깅기깅강 부와앙,0,20211106,good_feedback
131,스피드왜건,https://yt3.ggpht.com/_5tASyyHiNZ3YjJU9EGLHQHGu0S-s6iS9ItF9Hx80Hr2uIIOTCiejU9HYRAM7T8zYwW4Gquc=s48-c-k-c0x00ffffff-no-rj,4초영상 보려고 15초 광고본 내가 래전드ㄷ..,4초영상 보려고 15초 광고본 내가 래전드ㄷ..,1,20211106,bad_feedback
132,해골,https://yt3.ggpht.com/ytc/AKedOLTxkUwv24-n7Zynax5LSRwQLfwGn-wY0ONPhF14Gg=s48-c-k-c0x00ffffff-no-rj,꽁기깅강깅공강강꽁기기깅낑깡,꽁기깅강깅공강강꽁기기깅낑깡,0,20211106,bad_feedback
